"","teams","opp","date","opener.odds","opener.juice","pinn.odds","pinn.juice","opener","totals","totalsjuice"
"400","Washington Mystics","Seattle Storm",2017-09-01,1.5,-110,-2,-111,160.5,160.5,-106
"401","San Antonio Stars","New York Liberty",2017-09-01,13,-110,13,-107,148.5,150,-108
"402","New York Liberty","San Antonio Stars",2017-09-01,-13,-110,-13,-105,148.5,150,-108
"403","Chicago Sky","Minnesota Lynx",2017-09-01,13.5,-110,12.5,-105,164,163.5,-108
"404","Minnesota Lynx","Chicago Sky",2017-09-01,-13.5,-110,-12.5,-107,164,163.5,-108
"405","Connecticut Sun","Phoenix Mercury",2017-09-01,1,-115,1,-101,170,170,-105
"406","Phoenix Mercury","Connecticut Sun",2017-09-01,-1,-105,-1,-111,170,170,-111
"407","Atlanta Dream","L.A. Sparks",2017-09-01,14,-110,13,-109,158.5,158.5,-103
"408","L.A. Sparks","Atlanta Dream",2017-09-01,-14,-110,-13,-103,158.5,158.5,-113
"409","San Antonio Stars","Indiana Fever",2017-09-02,2.5,-110,3.5,107,152.5,150.5,-113
"410","Indiana Fever","San Antonio Stars",2017-09-02,-2.5,-110,-3.5,-120,152.5,150.5,-103
"411","New York Liberty","Dallas Wings",2017-09-03,-2,-115,-3.5,-112,168,167.5,-115
"412","Dallas Wings","New York Liberty",2017-09-03,2,-105,3.5,100,168,167.5,-101
"413","Washington Mystics","Minnesota Lynx",2017-09-03,11,-110,11,-110,160.5,160,-112
"414","Minnesota Lynx","Washington Mystics",2017-09-03,-11,-110,-11,-102,160.5,160,-104
"415","Connecticut Sun","L.A. Sparks",2017-09-03,8,-105,7.5,-102,161,161,-108
"416","L.A. Sparks","Connecticut Sun",2017-09-03,-8,-115,-7.5,-110,161,161,-108
"417","Atlanta Dream","Phoenix Mercury",2017-09-03,9,-110,8.5,-108,162,161.5,-108
"418","Phoenix Mercury","Atlanta Dream",2017-09-03,-9,-110,-8.5,-104,162,161.5,-108
"419","Seattle Storm","Chicago Sky",2017-09-03,1,-110,1.5,-103,169.5,172,-113
"420","Chicago Sky","Seattle Storm",2017-09-03,-1,-110,-1.5,-109,169.5,172,-103
"421","Dallas Wings","Washington Mystics",2017-09-06,4.5,-110,7,-106,172,172,-111
"422","Washington Mystics","Dallas Wings",2017-09-06,-4.5,-110,-7,-106,172,172,-105
"423","Seattle Storm","Phoenix Mercury",2017-09-06,4,-110,4.5,-104,160,164,-106
"424","Phoenix Mercury","Seattle Storm",2017-09-06,-4,-110,-4.5,-108,160,164,-110
"425","Phoenix Mercury","Connecticut Sun",2017-09-10,4.5,-110,5.5,-102,164.5,166,-107
"426","Connecticut Sun","Phoenix Mercury",2017-09-10,-4.5,-110,-5.5,-110,164.5,166,-109
"427","Washington Mystics","New York Liberty",2017-09-10,5,-110,5.5,-102,153,153.5,-107
"428","New York Liberty","Washington Mystics",2017-09-10,-5,-110,-5.5,-110,153,153.5,-109
"429","Washington Mystics","Minnesota Lynx",2017-09-12,9.5,-110,10.5,-108,159,161.5,-128
"430","Minnesota Lynx","Washington Mystics",2017-09-12,-9.5,-110,-10.5,-104,159,161.5,110
"431","Phoenix Mercury","L.A. Sparks",2017-09-12,9.5,-110,8.5,-101,156.5,155.5,-113
"432","L.A. Sparks","Phoenix Mercury",2017-09-12,-9.5,-110,-8.5,-111,156.5,155.5,-103
"433","Washington Mystics","Minnesota Lynx",2017-09-14,10.5,-110,11,-102,165,163,-130
"434","Minnesota Lynx","Washington Mystics",2017-09-14,-10.5,-110,-11,-110,165,163,111
"435","Phoenix Mercury","L.A. Sparks",2017-09-14,9,-110,10,-106,153,155,-107
"436","L.A. Sparks","Phoenix Mercury",2017-09-14,-9,-110,-10,-106,153,155,-109
"437","Minnesota Lynx","Washington Mystics",2017-09-17,-5,-110,-6.5,-112,165.5,164,-112
"438","Washington Mystics","Minnesota Lynx",2017-09-17,5,-110,6.5,100,165.5,164,-104
"439","L.A. Sparks","Phoenix Mercury",2017-09-17,-3.5,-110,-4.5,-106,155.5,156.5,100
"440","Phoenix Mercury","L.A. Sparks",2017-09-17,3.5,-110,4.5,-106,155.5,156.5,-117
"441","L.A. Sparks","Minnesota Lynx",2017-09-24,4,-110,5.5,-106,158,157,-110
"442","Minnesota Lynx","L.A. Sparks",2017-09-24,-4,-110,-5.5,-106,158,157,-106
"443","L.A. Sparks","Minnesota Lynx",2017-09-26,5.5,-110,7,-106,158,159,-106
"444","Minnesota Lynx","L.A. Sparks",2017-09-26,-5.5,-110,-7,-106,158,159,-110
"445","Minnesota Lynx","L.A. Sparks",2017-09-29,3.5,-110,2.5,-104,155.5,154.5,-110
"446","L.A. Sparks","Minnesota Lynx",2017-09-29,-3.5,-110,-2.5,-108,155.5,154.5,-106
