"","teams","opp","date","opener.odds","opener.juice","pinn.odds","pinn.juice","opener","totals","totalsjuice"
"281","Washington Mystics","Atlanta Dream",2017-07-30,0,-110,-1,-110,83.5,85,-115
"282","Atlanta Dream","Washington Mystics",2017-07-30,0,-110,1,-110,83.5,85,-105
"283","Dallas Wings","L.A. Sparks",2017-07-30,7,-115,7,-106,86,87,-120
"284","L.A. Sparks","Dallas Wings",2017-07-30,-7,-105,-7,-114,86,87,-101
"285","San Antonio Stars","Phoenix Mercury",2017-07-30,5,-105,4.5,-110,79,78,-107
"286","Phoenix Mercury","San Antonio Stars",2017-07-30,-5,-115,-4.5,-110,79,78,-113
"287","New York Liberty","Chicago Sky",2017-07-30,NA,-110,-1.5,-114,81.5,83,-118
"288","Chicago Sky","New York Liberty",2017-07-30,NA,-110,1.5,-106,81.5,83,-103
"289","Seattle Storm","Minnesota Lynx",2017-07-30,6,-105,6.5,-115,82,81,-120
"290","Minnesota Lynx","Seattle Storm",2017-07-30,-6,-115,-6.5,-105,82,81,-101
"291","New York Liberty","San Antonio Stars",2017-08-01,-5,-110,-5.5,-130,78.5,78,-101
"292","San Antonio Stars","New York Liberty",2017-08-01,5,-110,5.5,107,78.5,78,-120
"293","Atlanta Dream","Minnesota Lynx",2017-08-03,7.5,-110,6.5,113,83.5,83,115
"294","Minnesota Lynx","Atlanta Dream",2017-08-03,-7.5,-110,-6.5,-137,83.5,83,-140
"295","Chicago Sky","Indiana Fever",2017-08-04,-0.5,-105,0.5,-105,80,79.5,-106
"296","Indiana Fever","Chicago Sky",2017-08-04,0.5,-115,-0.5,-115,80,79.5,-114
"297","Phoenix Mercury","Connecticut Sun",2017-08-04,4.5,-110,4,-104,83.5,85,-107
"298","Connecticut Sun","Phoenix Mercury",2017-08-04,-4.5,-110,-4,-116,83.5,85,-113
"299","Seattle Storm","Dallas Wings",2017-08-04,0.5,-110,-0.5,-104,86,85,-126
"300","Dallas Wings","Seattle Storm",2017-08-04,-0.5,-110,0.5,-116,86,85,104
"301","Washington Mystics","San Antonio Stars",2017-08-04,-3.5,-110,-2.5,-101,79.5,77.5,-115
"302","San Antonio Stars","Washington Mystics",2017-08-04,3.5,-110,2.5,-120,79.5,77.5,-105
"303","New York Liberty","L.A. Sparks",2017-08-04,4.5,-110,5,-103,80.5,80,-126
"304","L.A. Sparks","New York Liberty",2017-08-04,-4.5,-110,-5,-118,80.5,80,104
"305","Atlanta Dream","Chicago Sky",2017-08-05,0,-110,0,-110,82,83.5,-111
"306","Chicago Sky","Atlanta Dream",2017-08-05,0,-110,0,-110,82,83.5,-109
"307","Seattle Storm","San Antonio Stars",2017-08-05,-3.5,-110,-4,-110,79,76.5,-104
"308","San Antonio Stars","Seattle Storm",2017-08-05,3.5,-110,4,-110,79,76.5,-116
"309","Phoenix Mercury","Washington Mystics",2017-08-06,2,-115,2,-122,80.5,80.5,104
"310","Washington Mystics","Phoenix Mercury",2017-08-06,-2,-105,-2,101,80.5,80.5,-126
"311","L.A. Sparks","Dallas Wings",2017-08-06,-3.5,-115,-3.5,101,85,84.5,103
"312","Dallas Wings","L.A. Sparks",2017-08-06,3.5,-105,3.5,-122,85,84.5,-125
"313","Minnesota Lynx","Indiana Fever",2017-08-06,-6.5,-115,-7,-122,80,79.5,-127
"314","Indiana Fever","Minnesota Lynx",2017-08-06,6.5,-105,7,101,80,79.5,105
"315","Indiana Fever","New York Liberty",2017-08-08,5.5,-110,5,-110,79.5,80,-110
"316","New York Liberty","Indiana Fever",2017-08-08,-5.5,-110,-5,-110,79.5,80,-110
"317","Seattle Storm","Connecticut Sun",2017-08-08,3.5,-105,3,-125,83,82,-118
"318","Connecticut Sun","Seattle Storm",2017-08-08,-3.5,-115,-3,103,83,82,-103
"319","Minnesota Lynx","Atlanta Dream",2017-08-08,-4.5,-110,-4,-110,83.5,84,-139
"320","Atlanta Dream","Minnesota Lynx",2017-08-08,4.5,-110,4,-110,83.5,84,115
"321","Phoenix Mercury","Dallas Wings",2017-08-10,1,-105,1,103,87,88,-135
"322","Dallas Wings","Phoenix Mercury",2017-08-10,-1,-115,-1,-125,87,88,111
"323","San Antonio Stars","Chicago Sky",2017-08-10,3.5,-110,3.5,-105,79.5,80,-135
"324","Chicago Sky","San Antonio Stars",2017-08-10,-3.5,-110,-3.5,-115,79.5,80,111
"325","New York Liberty","Atlanta Dream",2017-08-11,1,-110,1,-105,80.5,82,-110
"326","Atlanta Dream","New York Liberty",2017-08-11,-1,-110,-1,-115,80.5,82,-110
"327","L.A. Sparks","Minnesota Lynx",2017-08-11,3,-110,3,-101,82,79,103
"328","Minnesota Lynx","L.A. Sparks",2017-08-11,-3,-110,-3,-120,82,79,-125
"329","Dallas Wings","Connecticut Sun",2017-08-12,5,-105,5,-105,89,90,-130
"330","Connecticut Sun","Dallas Wings",2017-08-12,-5,-115,-5,-115,89,90,107
"331","Indiana Fever","Washington Mystics",2017-08-12,3.5,-105,4.5,107,79.5,78,-105
"332","Washington Mystics","Indiana Fever",2017-08-12,-3.5,-115,-4.5,-130,79.5,78,-115
"333","Atlanta Dream","San Antonio Stars",2017-08-12,-1,-115,-1.5,-110,79,77,111
"334","San Antonio Stars","Atlanta Dream",2017-08-12,1,-105,1.5,-110,79,77,-135
"335","Seattle Storm","Phoenix Mercury",2017-08-12,2,-105,3,-123,82,83,-115
"336","Phoenix Mercury","Seattle Storm",2017-08-12,-2,-115,-3,102,82,83,-105
"337","L.A. Sparks","New York Liberty",2017-08-13,-1.5,-110,-1,-110,80,78,102
"338","New York Liberty","L.A. Sparks",2017-08-13,1.5,-110,1,-110,80,78,-124
"339","Connecticut Sun","Atlanta Dream",2017-08-15,-2,-110,-2,-110,83,81,107
"340","Atlanta Dream","Connecticut Sun",2017-08-15,2,-110,2,-110,83,81,-130
"341","L.A. Sparks","Washington Mystics",2017-08-16,-2,-121,-3,-113,79,77,100
"342","Washington Mystics","L.A. Sparks",2017-08-16,2,101,3,-107,79,77,-121
"343","Minnesota Lynx","Seattle Storm",2017-08-16,-3.5,-110,-4,-123,84,83.5,-125
"344","Seattle Storm","Minnesota Lynx",2017-08-16,3.5,-110,4,102,84,83.5,103
"345","Phoenix Mercury","Washington Mystics",2017-08-18,-1.5,-110,-2,-113,83,83,-103
"346","Washington Mystics","Phoenix Mercury",2017-08-18,1.5,-110,2,-107,83,83,-118
"347","New York Liberty","Connecticut Sun",2017-08-18,3.5,-105,3.5,-110,84,85,-118
"348","Connecticut Sun","New York Liberty",2017-08-18,-3.5,-115,-3.5,-110,84,85,-103
"349","Indiana Fever","Minnesota Lynx",2017-08-18,8.5,-110,8.5,-120,79.5,79,-115
"350","Minnesota Lynx","Indiana Fever",2017-08-18,-8.5,-110,-8.5,-101,79.5,79,-105
"351","L.A. Sparks","Chicago Sky",2017-08-18,-3.5,-115,-3.5,-107,82,81.5,-109
"352","Chicago Sky","L.A. Sparks",2017-08-18,3.5,-105,3.5,-113,82,81.5,-111
"353","San Antonio Stars","Seattle Storm",2017-08-18,4.5,-105,5.5,-105,79,77.5,-127
"354","Seattle Storm","San Antonio Stars",2017-08-18,-4.5,-115,-5.5,-115,79,77.5,105
"355","Atlanta Dream","Dallas Wings",2017-08-19,2.5,-110,2.5,-103,87,87.5,-125
"356","Dallas Wings","Atlanta Dream",2017-08-19,-2.5,-110,-2.5,-117,87,87.5,103
"357","Phoenix Mercury","Connecticut Sun",2017-08-20,3,-113,3,-111,86.5,86,-115
"358","Connecticut Sun","Phoenix Mercury",2017-08-20,-3,-107,-3,-109,86.5,86,-105
"359","Minnesota Lynx","New York Liberty",2017-08-20,-3,-110,-3,105,80,80,-106
"360","New York Liberty","Minnesota Lynx",2017-08-20,3,-110,3,-127,80,80,-114
"361","Washington Mystics","Indiana Fever",2017-08-20,-2,-115,-3,-122,81,80,-113
"362","Indiana Fever","Washington Mystics",2017-08-20,2,-105,3,101,81,80,-107
"363","Seattle Storm","Chicago Sky",2017-08-20,1,-105,1,-116,84.5,86,-103
"364","Chicago Sky","Seattle Storm",2017-08-20,-1,-115,-1,-104,84.5,86,-118
"365","Phoenix Mercury","Minnesota Lynx",2017-08-22,4,-110,4,-105,82,82,-113
"366","Minnesota Lynx","Phoenix Mercury",2017-08-22,-4,-110,-4,-115,82,82,-107
"367","San Antonio Stars","L.A. Sparks",2017-08-22,8,-110,7.5,-110,78.5,78.5,-115
"368","L.A. Sparks","San Antonio Stars",2017-08-22,-8,-110,-7.5,-110,78.5,78.5,-105
"369","Dallas Wings","Connecticut Sun",2017-08-23,6,-110,6,106,90.5,90.5,-124
"370","Connecticut Sun","Dallas Wings",2017-08-23,-6,-110,-6,-128,90.5,90.5,102
"371","Seattle Storm","Atlanta Dream",2017-08-23,-2,-110,-2.5,-110,83.5,83.5,-127
"372","Atlanta Dream","Seattle Storm",2017-08-23,2,-110,2.5,-110,83.5,83.5,105
"373","New York Liberty","Indiana Fever",2017-08-23,-4.5,-115,-4.5,-126,79.5,79,-112
"374","Indiana Fever","New York Liberty",2017-08-23,4.5,-105,4.5,104,79.5,79,-108
"375","L.A. Sparks","Phoenix Mercury",2017-08-24,-1.5,-115,-3,-120,80.5,79.5,110
"376","Phoenix Mercury","L.A. Sparks",2017-08-24,1.5,-105,3,-101,80.5,79.5,-133
"377","Chicago Sky","Connecticut Sun",2017-08-25,5,-110,5,-101,85.5,85,-103
"378","Connecticut Sun","Chicago Sky",2017-08-25,-5,-110,-5,-120,85.5,85,-118
"379","Minnesota Lynx","San Antonio Stars",2017-08-25,-6.5,-115,-6.5,-120,77.5,77,-110
"380","San Antonio Stars","Minnesota Lynx",2017-08-25,6.5,-105,6.5,-101,77.5,77,-110
"381","Washington Mystics","New York Liberty",2017-08-25,2.5,-110,2.5,-105,80,80,-115
"382","New York Liberty","Washington Mystics",2017-08-25,-2.5,-110,-2.5,-115,80,80,-105
"383","Indiana Fever","Atlanta Dream",2017-08-26,5,-105,5,-105,81.5,80,-101
"384","Atlanta Dream","Indiana Fever",2017-08-26,-5,-115,-5,-115,81.5,80,-120
"385","Dallas Wings","Washington Mystics",2017-08-26,3,-110,2.5,-101,89,88.5,-110
"386","Washington Mystics","Dallas Wings",2017-08-26,-3,-110,-2.5,-120,89,88.5,-110
"387","Chicago Sky","New York Liberty",2017-08-27,3.5,-105,4,-115,80.5,78.5,-114
"388","New York Liberty","Chicago Sky",2017-08-27,-3.5,-115,-4,-105,80.5,78.5,-106
"389","Minnesota Lynx","L.A. Sparks",2017-08-27,1.5,-115,1.5,-112,80,79.5,-106
"390","L.A. Sparks","Minnesota Lynx",2017-08-27,-1.5,-105,-1.5,-108,80,79.5,-114
"391","Phoenix Mercury","Seattle Storm",2017-08-27,1.5,-110,2.5,104,85,84.5,107
"392","Seattle Storm","Phoenix Mercury",2017-08-27,-1.5,-110,-2.5,-126,85,84.5,-130
"393","Connecticut Sun","Washington Mystics",2017-08-29,0.5,-110,0.5,-110,83.5,82.5,-110
"394","Washington Mystics","Connecticut Sun",2017-08-29,-0.5,-110,-0.5,-110,83.5,82.5,-110
"395","Minnesota Lynx","Indiana Fever",2017-08-30,-8,-115,-8,-104,79,79,-106
"396","Indiana Fever","Minnesota Lynx",2017-08-30,8,-105,8,-116,79,79,-114
"397","Dallas Wings","Chicago Sky",2017-08-30,1,-110,1.5,-107,90,91,-130
"398","Chicago Sky","Dallas Wings",2017-08-30,-1,-110,-1.5,-113,90,91,107
"399","Seattle Storm","Washington Mystics",2017-09-01,1,-110,1,-105,81,82,-108
"400","Washington Mystics","Seattle Storm",2017-09-01,-1,-110,-1,-115,81,82,-112
"401","San Antonio Stars","New York Liberty",2017-09-01,7,-110,7,102,74.5,76,-132
"402","New York Liberty","San Antonio Stars",2017-09-01,-7,-110,-7,-123,74.5,76,109
"403","Chicago Sky","Minnesota Lynx",2017-09-01,7,-105,7,-116,82.5,80,-107
"404","Minnesota Lynx","Chicago Sky",2017-09-01,-7,-115,-7,-104,82.5,80,-113
"405","Connecticut Sun","Phoenix Mercury",2017-09-01,0,-110,NA,-110,85,83,-104
"406","Phoenix Mercury","Connecticut Sun",2017-09-01,0,-110,NA,-110,85,83,-116
"407","Atlanta Dream","L.A. Sparks",2017-09-01,7,-105,7.5,-105,80,80,122
"408","L.A. Sparks","Atlanta Dream",2017-09-01,-7,-115,-7.5,-115,80,80,-148
"409","San Antonio Stars","Indiana Fever",2017-09-02,1,-110,2,-105,75.5,75.5,-130
"410","Indiana Fever","San Antonio Stars",2017-09-02,-1,-110,-2,-115,75.5,75.5,107
"411","New York Liberty","Dallas Wings",2017-09-03,-1.5,-105,-1.5,-132,85.5,85,-122
"412","Dallas Wings","New York Liberty",2017-09-03,1.5,-115,1.5,109,85.5,85,101
"413","Washington Mystics","Minnesota Lynx",2017-09-03,6,-105,6.5,-105,82,82.5,-103
"414","Minnesota Lynx","Washington Mystics",2017-09-03,-6,-115,-6.5,-115,82,82.5,-118
"415","Connecticut Sun","L.A. Sparks",2017-09-03,4.5,-110,4.5,-115,80,77.5,-119
"416","L.A. Sparks","Connecticut Sun",2017-09-03,-4.5,-110,-4.5,-105,80,77.5,-102
"417","Atlanta Dream","Phoenix Mercury",2017-09-03,4.5,-110,4.5,-105,81.5,81.5,-116
"418","Phoenix Mercury","Atlanta Dream",2017-09-03,-4.5,-110,-4.5,-115,81.5,81.5,-104
"419","Seattle Storm","Chicago Sky",2017-09-03,1,-110,1,-109,85.5,87.5,106
"420","Chicago Sky","Seattle Storm",2017-09-03,-1,-110,-1,-111,85.5,87.5,-128
"421","Dallas Wings","Washington Mystics",2017-09-06,2.5,-105,4,-104,88,88,-109
"422","Washington Mystics","Dallas Wings",2017-09-06,-2.5,-115,-4,-116,88,88,-111
"423","Seattle Storm","Phoenix Mercury",2017-09-06,2.5,-110,2.5,-112,83.5,84,-109
"424","Phoenix Mercury","Seattle Storm",2017-09-06,-2.5,-110,-2.5,-108,83.5,84,-111
"425","Phoenix Mercury","Connecticut Sun",2017-09-10,3,-110,3,-110,84.5,84,-115
"426","Connecticut Sun","Phoenix Mercury",2017-09-10,-3,-110,-3,-110,84.5,84,-105
"427","Washington Mystics","New York Liberty",2017-09-10,3,-110,3.5,-107,78,78.5,-113
"428","New York Liberty","Washington Mystics",2017-09-10,-3,-110,-3.5,-113,78,78.5,-107
"429","Washington Mystics","Minnesota Lynx",2017-09-12,5,-105,5.5,-106,81,82,-110
"430","Minnesota Lynx","Washington Mystics",2017-09-12,-5,-115,-5.5,-114,81,82,-110
"431","Phoenix Mercury","L.A. Sparks",2017-09-12,5,-115,4.5,-105,80,79,-117
"432","L.A. Sparks","Phoenix Mercury",2017-09-12,-5,-105,-4.5,-115,80,79,-103
"433","Washington Mystics","Minnesota Lynx",2017-09-14,5,-105,6,-105,84,84,-103
"434","Minnesota Lynx","Washington Mystics",2017-09-14,-5,-115,-6,-115,84,84,-118
"435","Phoenix Mercury","L.A. Sparks",2017-09-14,5,-105,5.5,-110,79,79,100
"436","L.A. Sparks","Phoenix Mercury",2017-09-14,-5,-115,-5.5,-110,79,79,-121
"437","Minnesota Lynx","Washington Mystics",2017-09-17,-3,-105,-3.5,-121,84.5,84,-104
"438","Washington Mystics","Minnesota Lynx",2017-09-17,3,-115,3.5,100,84.5,84,-116
"439","L.A. Sparks","Phoenix Mercury",2017-09-17,-2,-115,-2,-115,78.5,77,-115
"440","Phoenix Mercury","L.A. Sparks",2017-09-17,2,-105,2,-105,78.5,77,-105
"441","L.A. Sparks","Minnesota Lynx",2017-09-24,2.5,-110,3,-109,80,79,107
"442","Minnesota Lynx","L.A. Sparks",2017-09-24,-2.5,-110,-3,-111,80,79,-130
"443","L.A. Sparks","Minnesota Lynx",2017-09-26,3,-105,4,-106,80,77.5,-109
"444","Minnesota Lynx","L.A. Sparks",2017-09-26,-3,-115,-4,-114,80,77.5,-111
"445","Minnesota Lynx","L.A. Sparks",2017-09-29,2,-115,1.5,-111,78.5,78,-117
"446","L.A. Sparks","Minnesota Lynx",2017-09-29,-2,-105,-1.5,-109,78.5,78,-103
