"","Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","teams","opp","date","pinn.odds","totals","opp_dfsnm","AvgPEV","Cnt","DKPos"
"21","PG","Jeremy Lin",5000,"Bkn@Cle 07:30PM ET",30.146,"BKN","Brooklyn","Cleveland",2017-01-27,15.5,227.5,"CLE",4.17819666666667,30,"PG"
"22","PG/SG","Malcolm Brogdon",4900,"Mil@Tor 07:30PM ET",21.211,"MIL","Milwaukee","Toronto",2017-01-27,5,212.5,"TOR",0.274984615384616,39,"PG"
"23","PG/SG","Darren Collison",4800,"Sac@Ind 07:00PM ET",23.351,"SAC","Sacramento","Indiana",2017-01-27,4.5,210.5,"IND",2.08955,30,"PG"
"24","PG","Patty Mills",4600,"SA@NO 08:00PM ET",19.739,"SAS","San Antonio","New Orleans",2017-01-27,-6,210.5,"NOR",1.94517,30,"PG"
"25","PG","Tony Parker",4500,"SA@NO 08:00PM ET",21.414,"SAS","San Antonio","New Orleans",2017-01-27,-6,210.5,"NOR",1.94517,30,"PG"
"26","PG/SG","Sean Kilpatrick",4400,"Bkn@Cle 07:30PM ET",24.5,"BKN","Brooklyn","Cleveland",2017-01-27,15.5,227.5,"CLE",4.17819666666667,30,"PG"
"27","PG/SG","Matthew Dellavedova",4400,"Mil@Tor 07:30PM ET",19.638,"MIL","Milwaukee","Toronto",2017-01-27,5,212.5,"TOR",0.274984615384616,39,"PG"
"28","PG","Dejounte Murray",4300,"SA@NO 08:00PM ET",8.01,"SAS","San Antonio","New Orleans",2017-01-27,-6,210.5,"NOR",1.94517,30,"PG"
"29","PG/SG","Iman Shumpert",4200,"Bkn@Cle 07:30PM ET",16.663,"CLE","Cleveland","Brooklyn",2017-01-27,-15.5,227.5,"BKN",2.39819696969697,33,"PG"
"30","PG","Ty Lawson",4000,"Sac@Ind 07:00PM ET",20.308,"SAC","Sacramento","Indiana",2017-01-27,4.5,210.5,"IND",2.08955,30,"PG"
"31","PG","Michael Carter-Williams",3900,"Mia@Chi 08:00PM ET",18.569,"CHI","Chicago","Miami",2017-01-27,-7.5,203.5,"MIA",0.811871052631579,38,"PG"
"32","PG","Cory Joseph",3900,"Mil@Tor 07:30PM ET",18.261,"TOR","Toronto","Milwaukee",2017-01-27,-5,212.5,"MIL",-1.31932777777778,36,"PG"
"33","PG/SG","C.J. Watson",3800,"Orl@Bos 07:30PM ET",8.057,"ORL","Orlando","Boston",2017-01-27,8,215.5,"BOS",3.18344074074074,27,"PG"
"34","PG","Sergio Rodriguez",3800,"Hou@Phi 08:00PM ET",22.115,"PHI","Philadelphia","Houston",2017-01-27,6.5,220,"HOU",2.93986764705882,34,"PG"
"35","PG","Andrew Harrison",3700,"Mem@Por 10:00PM ET",16.688,"MEM","Memphis","Portland",2017-01-27,1,205.5,"POR",0.154109090909091,33,"PG"
"36","PG","D.J. Augustin",3500,"Orl@Bos 07:30PM ET",16.152,"ORL","Orlando","Boston",2017-01-27,8,215.5,"BOS",3.18344074074074,27,"PG"
"37","PG","Jerian Grant",3500,"Mia@Chi 08:00PM ET",11.028,"CHI","Chicago","Miami",2017-01-27,-7.5,203.5,"MIA",0.811871052631579,38,"PG"
"38","PG","Spencer Dinwiddie",3400,"Bkn@Cle 07:30PM ET",14.477,"BKN","Brooklyn","Cleveland",2017-01-27,15.5,227.5,"CLE",4.17819666666667,30,"PG"
"39","PG","Ramon Sessions",3400,"Cha@NY 07:30PM ET",13.304,"CHA","Charlotte","New York",2017-01-27,-1,211.5,"NYK",-0.231326190476191,42,"PG"
"40","PG","Tim Frazier",3400,"SA@NO 08:00PM ET",24.66,"NOR","New Orleans","San Antonio",2017-01-27,6,210.5,"SAS",-1.30146666666667,39,"PG"
"41","PG","Rajon Rondo",3300,"Mia@Chi 08:00PM ET",25.303,"CHI","Chicago","Miami",2017-01-27,-7.5,203.5,"MIA",0.811871052631579,38,"PG"
"42","PG","Isaiah Whitehead",3200,"Bkn@Cle 07:30PM ET",15.811,"BKN","Brooklyn","Cleveland",2017-01-27,15.5,227.5,"CLE",4.17819666666667,30,"PG"
"43","PG","Brandon Jennings",3200,"Cha@NY 07:30PM ET",19.707,"NYK","New York","Charlotte",2017-01-27,1,211.5,"CHA",-0.363322580645161,31,"PG"
"44","PG","Langston Galloway",3200,"SA@NO 08:00PM ET",16.833,"NOR","New Orleans","San Antonio",2017-01-27,6,210.5,"SAS",-1.30146666666667,39,"PG"
"45","PG/SG","Tomas Satoransky",3000,"Was@Atl 08:00PM ET",9.379,"WAS","Washington","Atlanta",2017-01-27,3.5,214.5,"ATL",0.614032432432432,37,"PG"
"46","PG","Gary Neal",3000,"Was@Atl 08:00PM ET",3.375,"ATL","Atlanta","Washington",2017-01-27,-3.5,214.5,"WAS",-1.33328611111111,36,"PG"
"47","PG","Malcolm Delaney",3000,"Was@Atl 08:00PM ET",13.168,"ATL","Atlanta","Washington",2017-01-27,-3.5,214.5,"WAS",-1.33328611111111,36,"PG"
"48","PG","Trey Burke",3000,"Was@Atl 08:00PM ET",8.598,"WAS","Washington","Atlanta",2017-01-27,3.5,214.5,"ATL",0.614032432432432,37,"PG"
"49","PG","Demetrius Jackson",3000,"Orl@Bos 07:30PM ET",5,"BOS","Boston","Orlando",2017-01-27,-8,215.5,"ORL",-0.232642857142857,35,"PG"
"50","PG","Terry Rozier",3000,"Orl@Bos 07:30PM ET",14.15,"BOS","Boston","Orlando",2017-01-27,-8,215.5,"ORL",-0.232642857142857,35,"PG"
"51","PG","Isaiah Canaan",3000,"Mia@Chi 08:00PM ET",10.768,"CHI","Chicago","Miami",2017-01-27,-7.5,203.5,"MIA",0.811871052631579,38,"PG"
"52","PG","Randy Foye",3000,"Bkn@Cle 07:30PM ET",12.148,"BKN","Brooklyn","Cleveland",2017-01-27,15.5,227.5,"CLE",4.17819666666667,30,"PG"
"53","PG","Kay Felder",3000,"Bkn@Cle 07:30PM ET",9.28,"CLE","Cleveland","Brooklyn",2017-01-27,-15.5,227.5,"BKN",2.39819696969697,33,"PG"
"54","PG/SG","Ron Baker",3000,"Cha@NY 07:30PM ET",8.429,"NYK","New York","Charlotte",2017-01-27,1,211.5,"CHA",-0.363322580645161,31,"PG"
"55","PG","Brian Roberts",3000,"Cha@NY 07:30PM ET",3.229,"CHA","Charlotte","New York",2017-01-27,-1,211.5,"NYK",-0.231326190476191,42,"PG"
"56","PG/SG","Rodney Stuckey",3000,"Sac@Ind 07:00PM ET",15.794,"IND","Indiana","Sacramento",2017-01-27,-4.5,210.5,"SAC",-1.09223235294118,34,"PG"
"57","PG","Aaron Brooks",3000,"Sac@Ind 07:00PM ET",11.659,"IND","Indiana","Sacramento",2017-01-27,-4.5,210.5,"SAC",-1.09223235294118,34,"PG"
"58","PG","Bobby Brown",3000,"Hou@Phi 08:00PM ET",1.558,"HOU","Houston","Philadelphia",2017-01-27,-6.5,220,"PHI",-2.41325135135135,37,"PG"
"59","PG","Jerryd Bayless",3000,"Hou@Phi 08:00PM ET",21.333,"PHI","Philadelphia","Houston",2017-01-27,6.5,220,"HOU",2.93986764705882,34,"PG"
"60","PG","Chasson Randle",3000,"Hou@Phi 08:00PM ET",8.5,"PHI","Philadelphia","Houston",2017-01-27,6.5,220,"HOU",2.93986764705882,34,"PG"
"61","PG","Tyler Ennis",3000,"Hou@Phi 08:00PM ET",4.463,"HOU","Houston","Philadelphia",2017-01-27,-6.5,220,"PHI",-2.41325135135135,37,"PG"
"62","PG","Fred VanVleet",3000,"Mil@Tor 07:30PM ET",5.094,"TOR","Toronto","Milwaukee",2017-01-27,-5,212.5,"MIL",-1.31932777777778,36,"PG"
"63","PG","Delon Wright",3000,"Mil@Tor 07:30PM ET",0,"TOR","Toronto","Milwaukee",2017-01-27,-5,212.5,"MIL",-1.31932777777778,36,"PG"
"64","PG","Bryn Forbes",3000,"SA@NO 08:00PM ET",2.265,"SAS","San Antonio","New Orleans",2017-01-27,-6,210.5,"NOR",1.94517,30,"PG"
"65","PG","Shabazz Napier",3000,"Mem@Por 10:00PM ET",6.983,"POR","Portland","Memphis",2017-01-27,-1,205.5,"MEM",-0.0593366666666668,30,"PG"
"66","PG","Tim Quarterman",3000,"Mem@Por 10:00PM ET",3.25,"POR","Portland","Memphis",2017-01-27,-1,205.5,"MEM",-0.0593366666666668,30,"PG"
"67","PG","Wade Baldwin IV",3000,"Mem@Por 10:00PM ET",9.402,"MEM","Memphis","Portland",2017-01-27,1,205.5,"POR",0.154109090909091,33,"PG"
"68","PG/SG","James Harden",12600,"Hou@Phi 08:00PM ET",60.515,"HOU","Houston","Philadelphia",2017-01-27,-6.5,220,"PHI",-0.634990243902439,41,"SG"
"69","SG/SF","Jimmy Butler",8900,"Mia@Chi 08:00PM ET",44.183,"CHI","Chicago","Miami",2017-01-27,-7.5,203.5,"MIA",0.181427027027027,37,"SG"
"70","SG","DeMar DeRozan",7700,"Mil@Tor 07:30PM ET",42.17,"TOR","Toronto","Milwaukee",2017-01-27,-5,212.5,"MIL",0.675069047619047,42,"SG"
"71","SG/SF","Nicolas Batum",7300,"Cha@NY 07:30PM ET",35.82,"CHA","Charlotte","New York",2017-01-27,-1,211.5,"NYK",1.32780714285714,42,"SG"
"72","PG/SG","C.J. McCollum",7100,"Mem@Por 10:00PM ET",37.186,"POR","Portland","Memphis",2017-01-27,-1,205.5,"MEM",-1.26172647058824,34,"SG"
"73","SG","Dwyane Wade",7000,"Mia@Chi 08:00PM ET",34.012,"CHI","Chicago","Miami",2017-01-27,-7.5,203.5,"MIA",0.181427027027027,37,"SG"
"74","SG","Bradley Beal",6800,"Was@Atl 08:00PM ET",33.835,"WAS","Washington","Atlanta",2017-01-27,3.5,214.5,"ATL",-1.52127727272727,44,"SG"
"75","SG/SF","Dion Waiters",6800,"Mia@Chi 08:00PM ET",27.01,"MIA","Miami","Chicago",2017-01-27,7.5,203.5,"CHI",0.374644186046511,43,"SG"
"76","PG/SG","Marcus Smart",5700,"Orl@Bos 07:30PM ET",24.994,"BOS","Boston","Orlando",2017-01-27,-8,215.5,"ORL",-0.690086842105263,38,"SG"
"77","SG","Avery Bradley",5700,"Orl@Bos 07:30PM ET",33.458,"BOS","Boston","Orlando",2017-01-27,-8,215.5,"ORL",-0.690086842105263,38,"SG"
"78","SG/SF","Tyreke Evans",5600,"SA@NO 08:00PM ET",22.361,"NOR","New Orleans","San Antonio",2017-01-27,6,210.5,"SAS",1.66156842105263,38,"SG"
"79","SG","Evan Fournier",5300,"Orl@Bos 07:30PM ET",27.068,"ORL","Orlando","Boston",2017-01-27,8,215.5,"BOS",3.86313939393939,33,"SG"
"80","SG","Eric Gordon",5300,"Hou@Phi 08:00PM ET",28.158,"HOU","Houston","Philadelphia",2017-01-27,-6.5,220,"PHI",-0.634990243902439,41,"SG"
"81","SG/SF","Kent Bazemore",5100,"Was@Atl 08:00PM ET",22.278,"ATL","Atlanta","Washington",2017-01-27,-3.5,214.5,"WAS",-1.77557777777778,36,"SG"
"82","PG/SG","Malcolm Brogdon",4900,"Mil@Tor 07:30PM ET",21.211,"MIL","Milwaukee","Toronto",2017-01-27,5,212.5,"TOR",0.852089583333333,48,"SG"
"83","PG/SG","Darren Collison",4800,"Sac@Ind 07:00PM ET",23.351,"SAC","Sacramento","Indiana",2017-01-27,4.5,210.5,"IND",2.77987777777778,36,"SG"
"84","SG/SF","Evan Turner",4700,"Mem@Por 10:00PM ET",21.267,"POR","Portland","Memphis",2017-01-27,-1,205.5,"MEM",-1.26172647058824,34,"SG"
"85","SG","Tony Allen",4700,"Mem@Por 10:00PM ET",22.688,"MEM","Memphis","Portland",2017-01-27,1,205.5,"POR",0.663672222222222,36,"SG"
"86","SG/SF","Norman Powell",4600,"Mil@Tor 07:30PM ET",11.905,"TOR","Toronto","Milwaukee",2017-01-27,-5,212.5,"MIL",0.675069047619047,42,"SG"
"87","SG/SF","Josh Richardson",4500,"Mia@Chi 08:00PM ET",22.473,"MIA","Miami","Chicago",2017-01-27,7.5,203.5,"CHI",0.374644186046511,43,"SG"
"88","PG/SG","Sean Kilpatrick",4400,"Bkn@Cle 07:30PM ET",24.5,"BKN","Brooklyn","Cleveland",2017-01-27,15.5,227.5,"CLE",0.947594736842105,38,"SG"
"89","PG/SG","Matthew Dellavedova",4400,"Mil@Tor 07:30PM ET",19.638,"MIL","Milwaukee","Toronto",2017-01-27,5,212.5,"TOR",0.852089583333333,48,"SG"
"90","SG","Jodie Meeks",4300,"Orl@Bos 07:30PM ET",16.792,"ORL","Orlando","Boston",2017-01-27,8,215.5,"BOS",3.86313939393939,33,"SG"
"91","PG/SG","Iman Shumpert",4200,"Bkn@Cle 07:30PM ET",16.663,"CLE","Cleveland","Brooklyn",2017-01-27,-15.5,227.5,"BKN",1.01503611111111,36,"SG"
"92","SG","Bojan Bogdanovic",4200,"Bkn@Cle 07:30PM ET",21.983,"BKN","Brooklyn","Cleveland",2017-01-27,15.5,227.5,"CLE",0.947594736842105,38,"SG"
"93","SG/SF","Garrett Temple",4200,"Sac@Ind 07:00PM ET",18.15,"SAC","Sacramento","Indiana",2017-01-27,4.5,210.5,"IND",2.77987777777778,36,"SG"
"94","SG/SF","Terrence Ross",4200,"Mil@Tor 07:30PM ET",18.033,"TOR","Toronto","Milwaukee",2017-01-27,-5,212.5,"MIL",0.675069047619047,42,"SG"
"95","SG","Tim Hardaway Jr.",4100,"Was@Atl 08:00PM ET",19.244,"ATL","Atlanta","Washington",2017-01-27,-3.5,214.5,"WAS",-1.77557777777778,36,"SG"
"96","SG/SF","Kyle Korver",4000,"Bkn@Cle 07:30PM ET",18.313,"CLE","Cleveland","Brooklyn",2017-01-27,-15.5,227.5,"BKN",1.01503611111111,36,"SG"
"97","SG/SF","Caris LeVert",4000,"Bkn@Cle 07:30PM ET",15.156,"BKN","Brooklyn","Cleveland",2017-01-27,15.5,227.5,"CLE",0.947594736842105,38,"SG"
"98","SG","Jeremy Lamb",4000,"Cha@NY 07:30PM ET",18.536,"CHA","Charlotte","New York",2017-01-27,-1,211.5,"NYK",1.32780714285714,42,"SG"
"99","SG","Kyle Anderson",4000,"SA@NO 08:00PM ET",9.663,"SAS","San Antonio","New Orleans",2017-01-27,-6,210.5,"NOR",2.18792777777778,36,"SG"
"100","SG/SF","Marco Belinelli",3900,"Cha@NY 07:30PM ET",18.799,"CHA","Charlotte","New York",2017-01-27,-1,211.5,"NYK",1.32780714285714,42,"SG"
"101","SG","Courtney Lee",3900,"Cha@NY 07:30PM ET",19.226,"NYK","New York","Charlotte",2017-01-27,1,211.5,"CHA",-0.133582926829268,41,"SG"
"102","PG/SG","C.J. Watson",3800,"Orl@Bos 07:30PM ET",8.057,"ORL","Orlando","Boston",2017-01-27,8,215.5,"BOS",3.86313939393939,33,"SG"
"103","SG/SF","Thabo Sefolosha",3700,"Was@Atl 08:00PM ET",19.785,"ATL","Atlanta","Washington",2017-01-27,-3.5,214.5,"WAS",-1.77557777777778,36,"SG"
"104","SG","Danny Green",3700,"SA@NO 08:00PM ET",17.791,"SAS","San Antonio","New Orleans",2017-01-27,-6,210.5,"NOR",2.18792777777778,36,"SG"
"105","SG/SF","Allen Crabbe",3700,"Mem@Por 10:00PM ET",17.904,"POR","Portland","Memphis",2017-01-27,-1,205.5,"MEM",-1.26172647058824,34,"SG"
"106","SG","E'Twaun Moore",3600,"SA@NO 08:00PM ET",18.375,"NOR","New Orleans","San Antonio",2017-01-27,6,210.5,"SAS",1.66156842105263,38,"SG"
"107","SG/SF","Vince Carter",3600,"Mem@Por 10:00PM ET",17.725,"MEM","Memphis","Portland",2017-01-27,1,205.5,"POR",0.663672222222222,36,"SG"
"108","SG/SF","Kelly Oubre Jr.",3500,"Was@Atl 08:00PM ET",13.767,"WAS","Washington","Atlanta",2017-01-27,3.5,214.5,"ATL",-1.52127727272727,44,"SG"
"109","SG","J.R. Smith",3500,"Bkn@Cle 07:30PM ET",17.321,"CLE","Cleveland","Brooklyn",2017-01-27,-15.5,227.5,"BKN",1.01503611111111,36,"SG"
"110","SG/SF","Jonathon Simmons",3500,"SA@NO 08:00PM ET",13.273,"SAS","San Antonio","New Orleans",2017-01-27,-6,210.5,"NOR",2.18792777777778,36,"SG"
"111","SG","Manu Ginobili",3500,"SA@NO 08:00PM ET",17.921,"SAS","San Antonio","New Orleans",2017-01-27,-6,210.5,"NOR",2.18792777777778,36,"SG"
"112","SG","Nik Stauskas",3400,"Hou@Phi 08:00PM ET",16.53,"PHI","Philadelphia","Houston",2017-01-27,6.5,220,"HOU",2.20181707317073,41,"SG"
"113","SG","Buddy Hield",3400,"SA@NO 08:00PM ET",15.495,"NOR","New Orleans","San Antonio",2017-01-27,6,210.5,"SAS",1.66156842105263,38,"SG"
"114","SG","Gerald Henderson",3300,"Hou@Phi 08:00PM ET",17.025,"PHI","Philadelphia","Houston",2017-01-27,6.5,220,"HOU",2.20181707317073,41,"SG"
"115","SG","Monta Ellis",3200,"Sac@Ind 07:00PM ET",18.757,"IND","Indiana","Sacramento",2017-01-27,-4.5,210.5,"SAC",0.960753846153846,39,"SG"
"116","SG","Justin Holiday",3100,"Cha@NY 07:30PM ET",14.809,"NYK","New York","Charlotte",2017-01-27,1,211.5,"CHA",-0.133582926829268,41,"SG"
"117","PG/SG","Tomas Satoransky",3000,"Was@Atl 08:00PM ET",9.379,"WAS","Washington","Atlanta",2017-01-27,3.5,214.5,"ATL",-1.52127727272727,44,"SG"
"118","SG","Sheldon McClellan",3000,"Was@Atl 08:00PM ET",6.738,"WAS","Washington","Atlanta",2017-01-27,3.5,214.5,"ATL",-1.52127727272727,44,"SG"
"119","SG","Danuel House",3000,"Was@Atl 08:00PM ET",1.25,"WAS","Washington","Atlanta",2017-01-27,3.5,214.5,"ATL",-1.52127727272727,44,"SG"
"120","SG","Gerald Green",3000,"Orl@Bos 07:30PM ET",10.08,"BOS","Boston","Orlando",2017-01-27,-8,215.5,"ORL",-0.690086842105263,38,"SG"
"121","SG","C.J. Wilcox",3000,"Orl@Bos 07:30PM ET",2.609,"ORL","Orlando","Boston",2017-01-27,8,215.5,"BOS",3.86313939393939,33,"SG"
"122","SG","James Young",3000,"Orl@Bos 07:30PM ET",3.558,"BOS","Boston","Orlando",2017-01-27,-8,215.5,"ORL",-0.690086842105263,38,"SG"
"123","SG/SF","Paul Zipser",3000,"Mia@Chi 08:00PM ET",6.221,"CHI","Chicago","Miami",2017-01-27,-7.5,203.5,"MIA",0.181427027027027,37,"SG"
"124","SG","Rodney McGruder",3000,"Mia@Chi 08:00PM ET",13.81,"MIA","Miami","Chicago",2017-01-27,7.5,203.5,"CHI",0.374644186046511,43,"SG"
"125","SG","James Jones",3000,"Bkn@Cle 07:30PM ET",5,"CLE","Cleveland","Brooklyn",2017-01-27,-15.5,227.5,"BKN",1.01503611111111,36,"SG"
"126","SG","DeAndre Liggins",3000,"Bkn@Cle 07:30PM ET",8.681,"CLE","Cleveland","Brooklyn",2017-01-27,-15.5,227.5,"BKN",1.01503611111111,36,"SG"
"127","SG","Jordan McRae",3000,"Bkn@Cle 07:30PM ET",7.929,"CLE","Cleveland","Brooklyn",2017-01-27,-15.5,227.5,"BKN",1.01503611111111,36,"SG"
"128","PG/SG","Ron Baker",3000,"Cha@NY 07:30PM ET",8.429,"NYK","New York","Charlotte",2017-01-27,1,211.5,"CHA",-0.133582926829268,41,"SG"
"129","SG","Sasha Vujacic",3000,"Cha@NY 07:30PM ET",5.49,"NYK","New York","Charlotte",2017-01-27,1,211.5,"CHA",-0.133582926829268,41,"SG"
"130","PG/SG","Rodney Stuckey",3000,"Sac@Ind 07:00PM ET",15.794,"IND","Indiana","Sacramento",2017-01-27,-4.5,210.5,"SAC",0.960753846153846,39,"SG"
"131","SG/SF","Glenn Robinson III",3000,"Sac@Ind 07:00PM ET",13.453,"IND","Indiana","Sacramento",2017-01-27,-4.5,210.5,"SAC",0.960753846153846,39,"SG"
"132","SG","Arron Afflalo",3000,"Sac@Ind 07:00PM ET",12.776,"SAC","Sacramento","Indiana",2017-01-27,4.5,210.5,"IND",2.77987777777778,36,"SG"
"133","SG","Joe Young",3000,"Sac@Ind 07:00PM ET",4.762,"IND","Indiana","Sacramento",2017-01-27,-4.5,210.5,"SAC",0.960753846153846,39,"SG"
"134","SG","Ben McLemore",3000,"Sac@Ind 07:00PM ET",8.485,"SAC","Sacramento","Indiana",2017-01-27,4.5,210.5,"IND",2.77987777777778,36,"SG"
"135","SG","Malachi Richardson",3000,"Sac@Ind 07:00PM ET",6.55,"SAC","Sacramento","Indiana",2017-01-27,4.5,210.5,"IND",2.77987777777778,36,"SG"
"136","SG/SF","Corey Brewer",3000,"Hou@Phi 08:00PM ET",9.806,"HOU","Houston","Philadelphia",2017-01-27,-6.5,220,"PHI",-0.634990243902439,41,"SG"
"137","SG/SF","Timothe Luwawu-Cabarrot",3000,"Hou@Phi 08:00PM ET",6.315,"PHI","Philadelphia","Houston",2017-01-27,6.5,220,"HOU",2.20181707317073,41,"SG"
"138","SG","Jason Terry",3000,"Mil@Tor 07:30PM ET",8.404,"MIL","Milwaukee","Toronto",2017-01-27,5,212.5,"TOR",0.852089583333333,48,"SG"
"139","SG","Khris Middleton",3000,"Mil@Tor 07:30PM ET",0,"MIL","Milwaukee","Toronto",2017-01-27,5,212.5,"TOR",0.852089583333333,48,"SG"
"140","SG","Rashad Vaughn",3000,"Mil@Tor 07:30PM ET",7.316,"MIL","Milwaukee","Toronto",2017-01-27,5,212.5,"TOR",0.852089583333333,48,"SG"
"141","SG","Troy Daniels",3000,"Mem@Por 10:00PM ET",14.159,"MEM","Memphis","Portland",2017-01-27,1,205.5,"POR",0.663672222222222,36,"SG"
"142","SG","Troy Williams",3000,"Mem@Por 10:00PM ET",10.72,"MEM","Memphis","Portland",2017-01-27,1,205.5,"POR",0.663672222222222,36,"SG"
"143","SF","LeBron James",10200,"Bkn@Cle 07:30PM ET",51.994,"CLE","Cleveland","Brooklyn",2017-01-27,-15.5,227.5,"BKN",3.0450775,40,"SF"
"144","SF","Kawhi Leonard",9000,"SA@NO 08:00PM ET",42.732,"SAS","San Antonio","New Orleans",2017-01-27,-6,210.5,"NOR",1.68887428571429,35,"SF"
"145","SG/SF","Jimmy Butler",8900,"Mia@Chi 08:00PM ET",44.183,"CHI","Chicago","Miami",2017-01-27,-7.5,203.5,"MIA",0.314451428571428,35,"SF"
"146","SF/PF","Paul George",7900,"Sac@Ind 07:00PM ET",38.651,"IND","Indiana","Sacramento",2017-01-27,-4.5,210.5,"SAC",-0.596881081081081,37,"SF"
"147","SG/SF","Nicolas Batum",7300,"Cha@NY 07:30PM ET",35.82,"CHA","Charlotte","New York",2017-01-27,-1,211.5,"NYK",1.12743,50,"SF"
"148","SF","Carmelo Anthony",7200,"Cha@NY 07:30PM ET",37.723,"NYK","New York","Charlotte",2017-01-27,1,211.5,"CHA",0.79964347826087,46,"SF"
"149","SF/PF","Jabari Parker",7000,"Mil@Tor 07:30PM ET",35.039,"MIL","Milwaukee","Toronto",2017-01-27,5,212.5,"TOR",0.18627,40,"SF"
