"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"22047-16906","PG","Julyan","Julyan Stone","Stone","9.5","2","3000","MIN@CHA","CHA","MIN","O","Hamstring","",""
"22047-49675","PG","Derrick","Derrick White","White","4.300000190734863","4","3000","ATL@SA","SA","ATL","O","Wrist","",""
"22047-66061","SF","Dwayne","Dwayne Bacon","Bacon","12.993332926432291","15","3000","MIN@CHA","CHA","MIN","","","",""
"22047-66064","SG","Malik","Malik Beasley","Beasley","5.23999989827474","15","3000","DEN@SAC","DEN","SAC","","","",""
"22047-59416","SF","John","John Holland","Holland","0","0","3000","CLE@DET","CLE","DET","","","",""
"22047-16411","SG","CJ","CJ Wilcox","Wilcox","2.5636364329944956","22","3000","POR@MEM","POR","MEM","O","Knee","",""
"22047-66091","PF","Cheick","Cheick Diallo","Diallo","7.009999847412109","10","3000","OKC@NO","NO","OKC","","","",""
"22047-9778","PF","Josh","Josh McRoberts","McRoberts","13.172726717862217","22","3000","BOS@DAL","DAL","BOS","O","Lower body","",""
"22047-12340","PF","Patrick","Patrick Patterson","Patterson","8.233333333333333","15","3000","OKC@NO","OKC","NO","","","",""
"22047-23612","SG","Marcus","Marcus Georges-Hunt","Georges-Hunt","1.2428571156093053","7","3000","MIN@CHA","MIN","CHA","","","",""
"22047-12354","C","Cole","Cole Aldrich","Aldrich","1.6749999523162842","4","3000","MIN@CHA","MIN","CHA","","","",""
"22047-17989","SF","Eric","Eric Griffin","Griffin","0","0","3000","UTA@PHI","UTA","PHI","","","",""
"22047-43081","PF","Vince","Vince Hunter","Hunter","0","0","3000","POR@MEM","MEM","POR","","","",""
"22047-66129","C","Deyonta","Deyonta Davis","Davis","5.466666539510091","3","3000","POR@MEM","MEM","POR","","","",""
"22047-15955","PF","James Michael","James Michael McAdoo","McAdoo","4","1","3000","UTA@PHI","PHI","UTA","","","",""
"22047-58457","SF","Devin","Devin Robinson","Robinson","0","0","3000","WAS@MIL","WAS","MIL","","","",""
"22047-59483","PF","Chris","Chris McCullough","McCullough","6.533333460489909","3","3000","WAS@MIL","WAS","MIL","","","",""
"22047-58461","PF","Trey","Trey Lyles","Lyles","6.072727550159801","11","3000","DEN@SAC","DEN","SAC","","","",""
"22047-20064","PG","Matthew","Matthew Dellavedova","Dellavedova","11.853846623347355","13","3000","WAS@MIL","MIL","WAS","O","Knee","",""
"22047-23654","PF","Brice","Brice Johnson","Johnson","4.820000076293946","5","3000","LAC@NY","LAC","NY","","","",""
"22047-15975","SG","C.J.","C.J. Williams","Williams","2.2666667302449546","3","3000","LAC@NY","LAC","NY","","","",""
"22047-23655","PG","Marcus","Marcus Paige","Paige","2.4000000953674316","1","3000","MIN@CHA","CHA","MIN","","","",""
"22047-81529","PF","Daniel","Daniel Theis","Theis","11.912500381469727","16","3000","BOS@DAL","BOS","DAL","","","",""
"22047-15994","C","Jack","Jack Cooley","Cooley","4.699999809265137","1","3000","DEN@SAC","SAC","DEN","","","",""
"22047-16506","PG","Dwight","Dwight Buycks","Buycks","0","0","3000","CLE@DET","DET","CLE","","","",""
"22047-58490","PG","Wade","Wade Baldwin IV","Baldwin IV","8.748485218394887","33","3000","POR@MEM","POR","MEM","O","Thumb","",""
"22047-41083","PF","Luke","Luke Kornet","Kornet","0","0","3000","LAC@NY","NY","LAC","","","",""
"22047-23676","SG","Damyean","Damyean Dotson","Dotson","4.488889058430989","9","3000","LAC@NY","NY","LAC","","","",""
"22047-41597","SF","Johnathan","Johnathan Motley","Motley","0","0","3000","BOS@DAL","DAL","BOS","","","",""
"22047-9862","PF","Amir","Amir Johnson","Johnson","14.046154315655048","13","3000","UTA@PHI","PHI","UTA","","","",""
"22047-12423","C","Omer","Omer Asik","Asik","10.777419551726311","31","3000","OKC@NO","NO","OKC","O","Illness","",""
"22047-66185","PF","Caleb","Caleb Swanigan","Swanigan","8.47499974568685","12","3000","POR@MEM","POR","MEM","","","",""
"22047-63123","SF","Mario","Mario Hezonja","Hezonja","7.278571537562779","14","3000","IND@ORL","ORL","IND","","","",""
"22047-23189","PF","Joel","Joel Bolomboy","Bolomboy","2.200000047683716","1","3000","WAS@MIL","MIL","WAS","","","",""
"22047-66196","SG","PJ","PJ Dozier","Dozier","0","0","3000","OKC@NO","OKC","NO","","","",""
"22047-63126","SF","Cedi","Cedi Osman","Osman","1.8125","8","3000","CLE@DET","CLE","DET","","","",""
"22047-58519","PG","Gary","Gary Payton II","Payton II","1.2000000476837158","2","3000","WAS@MIL","MIL","WAS","","","",""
"22047-63127","C","Willy","Willy Hernangomez","Hernangomez","8.262499809265137","8","3000","LAC@NY","NY","LAC","","","",""
"22047-66203","SG","Malachi","Malachi Richardson","Richardson","8.222222222222221","9","3000","DEN@SAC","SAC","DEN","","","",""
"22047-66205","PF","Tyler","Tyler Lydon","Lydon","0","0","3000","DEN@SAC","DEN","SAC","","","",""
"22047-70821","C","Georgios","Georgios Papagiannis","Papagiannis","5.625","4","3000","DEN@SAC","SAC","DEN","","","",""
"22047-23717","SF","Shabazz","Shabazz Muhammad","Muhammad","7.637499809265137","16","3000","MIN@CHA","MIN","CHA","","","",""
"22047-70823","PF","Guerschon","Guerschon Yabusele","Yabusele","4.049999872843425","6","3000","BOS@DAL","BOS","DAL","","","",""
"22047-70822","SF","Juan","Juan Hernangomez","Hernangomez","4.459999847412109","5","3000","DEN@SAC","DEN","SAC","","","",""
"22047-70824","C","Ante","Ante Zizic","Zizic","5.279999923706055","5","3000","CLE@DET","CLE","DET","","","",""
"22047-70826","SG","Furkan","Furkan Korkmaz","Korkmaz","4.400000095367432","1","3000","UTA@PHI","PHI","UTA","","","",""
"22047-42158","SG","Jabari","Jabari Bird","Bird","2.0999999046325684","2","3000","BOS@DAL","BOS","DAL","","","",""
"22047-14521","PF","Kenneth","Kenneth Faried","Faried","8.957142966134208","14","3000","DEN@SAC","DEN","SAC","","","",""
"22047-16063","PF","Eric","Eric Moreland","Moreland","7.838461655836839","13","3000","CLE@DET","DET","CLE","","","",""
"22047-23744","SF","Justin","Justin Anderson","Anderson","9.490000152587891","10","3000","UTA@PHI","PHI","UTA","O","Lower leg","",""
"22047-14532","SF","Kyle","Kyle Singler","Singler","2","1","3000","OKC@NO","OKC","NO","","","",""
"22047-14539","PF","Jon","Jon Leuer","Leuer","11.612500190734863","8","3000","CLE@DET","DET","CLE","GTD","Ankle","",""
"22047-9932","SG","Damien","Damien Wilkins","Wilkins","3.0600000381469727","10","3000","IND@ORL","IND","ORL","","","",""
"22047-14543","PF","Davis","Davis Bertans","Bertans","5.716666539510091","12","3000","ATL@SA","SA","ATL","","","",""
"22047-16081","PF","Khem","Khem Birch","Birch","2.950000047683716","2","3000","IND@ORL","ORL","IND","","","",""
"22047-81621","PF","Maxi","Maxi Kleber","Kleber","7.736363497647372","11","3000","BOS@DAL","DAL","BOS","","","",""
"22047-81623","SG","Kobi","Kobi Simmons","Simmons","0","0","3000","POR@MEM","MEM","POR","","","",""
"22047-14552","SG","DeAndre","DeAndre Liggins","Liggins","6.808333079020183","12","3000","WAS@MIL","MIL","WAS","","","",""
"22047-58584","PG","Gian","Gian Clavell","Clavell","5.271428789411273","7","3000","BOS@DAL","DAL","BOS","","","",""
"22047-23776","PF","Montrezl","Montrezl Harrell","Harrell","10.030000305175781","10","3000","LAC@NY","LAC","NY","","","",""
"22047-9953","C","Ian","Ian Mahinmi","Mahinmi","8.875","16","3000","WAS@MIL","WAS","MIL","","","",""
"22047-58081","PG","Tyus","Tyus Jones","Jones","8.881250381469727","16","3000","MIN@CHA","MIN","CHA","","","",""
"22047-23780","SF","Jake","Jake Layman","Layman","3.4799999237060546","5","3000","POR@MEM","POR","MEM","","","",""
"22047-15591","C","Miles","Miles Plumlee","Plumlee","7.144444444444445","45","3000","ATL@SA","ATL","SA","GTD","Quadriceps","",""
"22047-9448","SG","Jamal","Jamal Crawford","Crawford","14.399999618530273","16","3000","MIN@CHA","MIN","CHA","GTD","Head","",""
"22047-23788","SG","Bryn","Bryn Forbes","Forbes","9.28125","16","3000","ATL@SA","SA","ATL","","","",""
"22047-9968","SG","Jodie","Jodie Meeks","Meeks","10.850000381469727","16","3000","WAS@MIL","WAS","MIL","","","",""
"22047-23282","SF","Sam","Sam Dekker","Dekker","5.733333587646484","12","3000","LAC@NY","LAC","NY","","","",""
"22047-23800","SF","Glenn","Glenn Robinson III","Robinson III","13.488405974014945","69","3000","IND@ORL","IND","ORL","O","Ankle","",""
"22047-23801","SG","Nik","Nik Stauskas","Stauskas","3.066666603088379","3","3000","UTA@PHI","PHI","UTA","O","Ankle","",""
"22047-23300","SG","Charles","Charles Cooke","Cooke","3.25","2","3000","OKC@NO","NO","OKC","","","",""
"22047-9483","C","Joakim","Joakim Noah","Noah","22.023912512737773","46","3000","LAC@NY","NY","LAC","","","",""
"22047-40206","SG","Alex","Alex Abrines","Abrines","8.433333333333334","15","3000","OKC@NO","OKC","NO","","","",""
"22047-23825","C","Nerlens","Nerlens Noel","Noel","13.225000381469727","16","3000","BOS@DAL","DAL","BOS","","","",""
"22047-40209","C","Joffrey","Joffrey Lauvergne","Lauvergne","10.216666539510092","6","3000","ATL@SA","SA","ATL","","","",""
"22047-23826","PF","Alex","Alex Poythress","Poythress","1.4000000272478377","7","3000","IND@ORL","IND","ORL","","","",""
"22047-9496","SG","Jason","Jason Terry","Terry","4.6200000762939455","5","3000","WAS@MIL","MIL","WAS","","","",""
"22047-58661","SG","Rashad","Rashad Vaughn","Vaughn","5.942856924874442","7","3000","WAS@MIL","MIL","WAS","","","",""
"22047-48940","SF","Wes","Wes Iwundu","Iwundu","3.9","5","3000","IND@ORL","ORL","IND","","","",""
"22047-71469","SF","Nicolas","Nicolas Brussino","Brussino","0.8999999761581421","4","3000","ATL@SA","ATL","SA","","","",""
"22047-20277","SF","Torrey","Torrey Craig","Craig","0","0","3000","DEN@SAC","DEN","SAC","","","",""
"22047-15671","SG","Brandon","Brandon Paul","Paul","8.856249809265137","16","3000","ATL@SA","SA","ATL","","","",""
"22047-16183","SF","JaKarr","JaKarr Sampson","Sampson","6.75","2","3000","DEN@SAC","SAC","DEN","","","",""
"22047-34615","C","Willie","Willie Reed","Reed","12.37142835344587","14","3000","LAC@NY","LAC","NY","","","",""
"22047-41272","SF","Jamel","Jamel Artis","Artis","0","0","3000","IND@ORL","ORL","IND","","","",""
"22047-41275","PF","Mike","Mike Young","Young","0","0","3000","WAS@MIL","WAS","MIL","","","",""
"22047-16188","SF","Anthony","Anthony Brown","Brown","9.690908952192826","11","3000","MIN@CHA","MIN","CHA","","","",""
"22047-82237","PG","Jacob","Jacob Pullen","Pullen","0","0","3000","UTA@PHI","PHI","UTA","","","",""
"22047-9534","PG","Aaron","Aaron Brooks","Brooks","2.6799999237060548","5","3000","MIN@CHA","MIN","CHA","","","",""
"22047-16191","SF","Josh","Josh Huestis","Huestis","7.900000254313151","12","3000","OKC@NO","OKC","NO","","","",""
"22047-20806","SG","Treveon","Treveon Graham","Graham","12.069999694824219","10","3000","MIN@CHA","CHA","MIN","GTD","Quadriceps","",""
"22047-40262","SG","Sterling","Sterling Brown","Brown","4.133333206176758","3","3000","WAS@MIL","MIL","WAS","","","",""
"22047-40267","PG","London","London Perrantes","Perrantes","0","0","3000","CLE@DET","CLE","DET","","","",""
"22047-17230","PG","Langston","Langston Galloway","Galloway","10.720000203450521","15","3000","CLE@DET","DET","CLE","","","",""
"22047-17747","PG","Ian","Ian Clark","Clark","10.928571428571429","14","3000","OKC@NO","NO","OKC","","","",""
"22047-9580","PF","Darrell","Darrell Arthur","Arthur","4.550000190734863","2","3000","DEN@SAC","DEN","SAC","","","",""
"22047-40819","PF","Jarell","Jarell Martin","Martin","14.014285496303014","14","3000","POR@MEM","MEM","POR","","","",""
"22047-15736","C","Jeff","Jeff Withey","Withey","3.4857142312186107","7","3000","BOS@DAL","DAL","BOS","","","",""
"22047-66424","C","Justin","Justin Patton","Patton","0","0","3000","MIN@CHA","MIN","CHA","O","Foot","",""
"22047-20357","SF","Jalen","Jalen Jones","Jones","2.4666666984558105","3","3000","OKC@NO","NO","OKC","","","",""
"22047-18828","PG","Joe","Joe Young","Young","3.400000138716264","11","3000","IND@ORL","IND","ORL","","","",""
"22047-66455","PF","Henry","Henry Ellenson","Ellenson","10.7","5","3000","CLE@DET","DET","CLE","","","",""
"22047-58270","PG","Edmond","Edmond Sumner","Sumner","0","0","3000","IND@ORL","IND","ORL","O","Knee","",""
"22047-18338","SF","Royce","Royce O'Neale","O'Neale","4.811111026340061","9","3000","UTA@PHI","UTA","PHI","","","",""
"22047-80815","C","Zach","Zach Collins","Collins","0.8600000381469727","5","3000","POR@MEM","POR","MEM","","","",""
"22047-15792","PF","Johnny","Johnny O'Bryant III","O'Bryant III","11.116666158040365","6","3000","MIN@CHA","CHA","MIN","","","",""
"22047-58800","SF","Daniel","Daniel Hamilton","Hamilton","0","1","3000","OKC@NO","OKC","NO","","","",""
"22047-9649","C","Nick","Nick Collison","Collison","1.5","1","3000","OKC@NO","OKC","NO","","","",""
"22047-58289","PG","Kadeem","Kadeem Allen","Allen","0","0","3000","BOS@DAL","BOS","DAL","","","",""
"22047-74163","PG","Josh","Josh Magette","Magette","2.1399999618530274","5","3000","ATL@SA","ATL","SA","","","",""
"22047-80819","PF","Harry","Harry Giles","Giles","0","0","3000","DEN@SAC","SAC","DEN","O","Knee","",""
"22047-80818","PF","TJ","TJ Leaf","Leaf","7.693749904632568","16","3000","IND@ORL","IND","ORL","","","",""
"22047-80820","SG","Terrance","Terrance Ferguson","Ferguson","1.3399999618530274","10","3000","OKC@NO","OKC","NO","","","",""
"22047-9654","SF","Vince","Vince Carter","Carter","6.166666666666667","9","3000","DEN@SAC","SAC","DEN","GTD","Illness","",""
"22047-80823","C","Tony","Tony Bradley","Bradley","2.2666667302449546","3","3000","UTA@PHI","UTA","PHI","","","",""
"22047-58295","PF","D.J.","D.J. Wilson","Wilson","1.2666666507720947","6","3000","WAS@MIL","MIL","WAS","","","",""
"22047-48570","PF","Isaiah","Isaiah Hicks","Hicks","0","0","3000","LAC@NY","NY","LAC","","","",""
"22047-80826","C","Ike","Ike Anigbogu","Anigbogu","2.133333365122477","6","3000","IND@ORL","IND","ORL","","","",""
"22047-15808","PF","Jamil","Jamil Wilson","Wilson","0","0","3000","LAC@NY","LAC","NY","","","",""
"22047-9669","PF","Jason","Jason Smith","Smith","6.414285932268415","7","3000","WAS@MIL","WAS","MIL","","","",""
"22047-48583","SG","Antonius","Antonius Cleveland","Cleveland","4.449999809265137","2","3000","BOS@DAL","DAL","BOS","","","",""
"22047-40396","PG","Monte","Monte Morris","Morris","0","0","3000","DEN@SAC","DEN","SAC","","","",""
"22047-67025","PF","Ivan","Ivan Rabb","Rabb","0","1","3000","POR@MEM","MEM","POR","","","",""
"22047-48598","SF","Semi","Semi Ojeleye","Ojeleye","5.512499809265137","16","3000","BOS@DAL","BOS","DAL","","","",""
"22047-15834","PG","Shane","Shane Larkin","Larkin","6.814285823277065","14","3000","BOS@DAL","BOS","DAL","","","",""
"22047-16859","SF","Lance","Lance Thomas","Thomas","7.974999745686849","12","3000","LAC@NY","NY","LAC","","","",""
"22047-34779","PF","Mangok","Mangok Mathiang","Mathiang","2.4000000953674316","1","3000","MIN@CHA","CHA","MIN","","","",""
"22047-49115","SG","Wayne","Wayne Selden","Selden","7.699999809265137","2","3000","POR@MEM","MEM","POR","O","Quadriceps","",""
"22047-16348","SG","Darrun","Darrun Hilliard","Hilliard","1.9666666984558105","3","3000","ATL@SA","SA","ATL","","","",""
"22047-24543","PF","Matt","Matt Costello","Costello","14","1","3000","ATL@SA","SA","ATL","","","",""
"22047-67556","PG","Tyler","Tyler Dorsey","Dorsey","2.1000000635782876","6","3000","ATL@SA","ATL","SA","","","",""
"22047-9706","SF","Richard","Richard Jefferson","Jefferson","2.4799999237060546","5","3000","DEN@SAC","DEN","SAC","","","",""
"22047-9712","PG","Jose","Jose Calderon","Calderon","2.471428462437221","7","3000","CLE@DET","CLE","DET","","","",""
"22047-63477","SF","Luis","Luis Montero","Montero","0","0","3000","CLE@DET","DET","CLE","","","",""
"22047-15864","PF","Adreian","Adreian Payne","Payne","8.338889227973091","18","3000","IND@ORL","ORL","IND","O","Hand","",""
"22047-16376","SF","Dorian","Dorian Finney-Smith","Finney-Smith","5.1875","8","3000","BOS@DAL","DAL","BOS","O","Knee","",""
