"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SG","Rodney Hood",4000,"LAC@Uta 09:00PM ET",22.913,"Uta"
"SF","Solomon Hill",4000,"NO@Pho 09:00PM ET",16.283,"NO"
"SF","Khris Middleton",3900,"Det@Mil 08:00PM ET",17.375,"Mil"
"SF","Andre Iguodala",3900,"GS@Den 09:00PM ET",18.918,"GS"
"PF","Richaun Holmes",3900,"Phi@Cha 07:00PM ET",15.600,"Phi"
"PG/SG","Sean Kilpatrick",3900,"Mem@Bkn 07:30PM ET",23.392,"Bkn"
"PG","Shelvin Mack",3900,"LAC@Uta 09:00PM ET",15.304,"Uta"
"PG/SG","Brandon Knight",3900,"NO@Pho 09:00PM ET",18.154,"Pho"
"PG/SG","Jamal Murray",3800,"GS@Den 09:00PM ET",16.097,"Den"
"C","Zaza Pachulia",3800,"GS@Den 09:00PM ET",18.625,"GS"
"SG","Nik Stauskas",3800,"Phi@Cha 07:00PM ET",17.630,"Phi"
"SG/SF","Vince Carter",3800,"Mem@Bkn 07:30PM ET",17.766,"Mem"
"SF","James Ennis III",3800,"Mem@Bkn 07:30PM ET",17.065,"Mem"
"PG/SG","C.J. Watson",3800,"Orl@Mia 07:30PM ET",10.693,"Orl"
"SG/SF","Jaylen Brown",3800,"Bos@Dal 08:30PM ET",11.019,"Bos"
"SG","Devin Harris",3800,"Bos@Dal 08:30PM ET",12.635,"Dal"
"PF","Marquese Chriss",3800,"NO@Pho 09:00PM ET",15.277,"Pho"
"PG/SG","Matthew Dellavedova",3700,"Det@Mil 08:00PM ET",19.224,"Mil"
"C","John Henson",3700,"Det@Mil 08:00PM ET",18.288,"Mil"
"PG","Shaun Livingston",3700,"GS@Den 09:00PM ET",11.330,"GS"
"SG/SF","Marco Belinelli",3700,"Phi@Cha 07:00PM ET",18.908,"Cha"
"SF","Caris LeVert",3700,"Mem@Bkn 07:30PM ET",15.783,"Bkn"
"SG/SF","Kelly Oubre Jr.",3700,"OKC@Was 08:00PM ET",13.632,"Was"
"SF/PF","Jeff Green",3700,"Orl@Mia 07:30PM ET",16.208,"Orl"
"SG","Danny Green",3700,"SA@Ind 07:00PM ET",18.288,"SA"
"PF","Lavoy Allen",3700,"SA@Ind 07:00PM ET",8.512,"Ind"
"PG/SG","E'Twaun Moore",3700,"NO@Pho 09:00PM ET",18.418,"NO"
"PF/C","Darrell Arthur",3600,"GS@Den 09:00PM ET",14.362,"Den"
"C","JaVale McGee",3600,"GS@Den 09:00PM ET",11.469,"GS"
"PG","J.J. Barea",3600,"Bos@Dal 08:30PM ET",24.167,"Dal"
"SG/SF","Jonathon Simmons",3600,"SA@Ind 07:00PM ET",13.405,"SA"
"SF","Joe Johnson",3600,"LAC@Uta 09:00PM ET",16.130,"Uta"
"C","Alan Williams",3600,"NO@Pho 09:00PM ET",8.932,"Pho"
"PF/C","Thon Maker",3500,"Det@Mil 08:00PM ET",6.759,"Mil"
"C","Aron Baynes",3500,"Det@Mil 08:00PM ET",11.183,"Det"
"PG","Andrew Harrison",3500,"Mem@Bkn 07:30PM ET",15.132,"Mem"
"SF/PF","Chandler Parsons",3500,"Mem@Bkn 07:30PM ET",13.510,"Mem"
"SG","Jodie Meeks",3500,"Orl@Mia 07:30PM ET",16.792,"Orl"
"SG","Monta Ellis",3500,"SA@Ind 07:00PM ET",18.304,"Ind"
"PF/C","Marreese Speights",3500,"LAC@Uta 09:00PM ET",19.352,"LAC"
"SG/SF","Thabo Sefolosha",3500,"Atl@Por 10:30PM ET",19.551,"Atl"
"SF/PF","Dante Cunningham",3500,"NO@Pho 09:00PM ET",14.857,"NO"
"PF","Mirza Teletovic",3400,"Det@Mil 08:00PM ET",12.682,"Mil"
"PF/C","Justin Hamilton",3400,"Mem@Bkn 07:30PM ET",16.532,"Bkn"
"PF/C","Amir Johnson",3400,"Bos@Dal 08:30PM ET",16.755,"Bos"
"SG","Kyle Anderson",3400,"SA@Ind 07:00PM ET",9.571,"SA"
"PF","Juancho Hernangomez",3300,"GS@Den 09:00PM ET",9.375,"Den"
"PG","Sergio Rodriguez",3300,"Phi@Cha 07:00PM ET",20.403,"Phi"
"SG","Gerald Henderson",3300,"Phi@Cha 07:00PM ET",16.990,"Phi"
"SG","Jeremy Lamb",3300,"Phi@Cha 07:00PM ET",18.191,"Cha"
"SF","Mario Hezonja",3300,"Orl@Mia 07:30PM ET",7.769,"Orl"
"PG/SG","Alec Burks",3300,"LAC@Uta 09:00PM ET",11.355,"Uta"
"PG","Tim Frazier",3300,"NO@Pho 09:00PM ET",22.713,"NO"
"SG","Langston Galloway",3300,"NO@Pho 09:00PM ET",15.608,"NO"
"SF","Tony Snell",3200,"Det@Mil 08:00PM ET",15.981,"Mil"
"C","Bismack Biyombo",3200,"Orl@Mia 07:30PM ET",19.600,"Orl"
"C","Salah Mejri",3200,"Bos@Dal 08:30PM ET",11.620,"Dal"
"PG","Patty Mills",3200,"SA@Ind 07:00PM ET",18.736,"SA"
"SG","Manu Ginobili",3200,"SA@Ind 07:00PM ET",17.569,"SA"
"PG","Spencer Dinwiddie",3100,"Mem@Bkn 07:30PM ET",14.976,"Bkn"
"SF/PF","Jerami Grant",3100,"OKC@Was 08:00PM ET",13.190,"OKC"
"PF/C","Joffrey Lauvergne",3100,"OKC@Was 08:00PM ET",12.245,"OKC"
"PF","Domantas Sabonis",3100,"OKC@Was 08:00PM ET",13.968,"OKC"
"PG","Beno Udrih",3000,"Det@Mil 08:00PM ET",12.033,"Det"
"SG/SF","Stanley Johnson",3000,"Det@Mil 08:00PM ET",11.127,"Det"
"SG","Jason Terry",3000,"Det@Mil 08:00PM ET",9.076,"Mil"
"SG","Reggie Bullock",3000,"Det@Mil 08:00PM ET",10.071,"Det"
"SG","Darrun Hilliard",3000,"Det@Mil 08:00PM ET",6.176,"Det"
"SG","Rashad Vaughn",3000,"Det@Mil 08:00PM ET",7.591,"Mil"
"SF","Michael Gbinije",3000,"Det@Mil 08:00PM ET",1.194,"Det"
"PF","Henry Ellenson",3000,"Det@Mil 08:00PM ET",2.964,"Det"
"C","Roy Hibbert",3000,"Det@Mil 08:00PM ET",12.488,"Mil"
"C","Spencer Hawes",3000,"Det@Mil 08:00PM ET",17.143,"Mil"
"C","Boban Marjanovic",3000,"Det@Mil 08:00PM ET",9.512,"Det"
"PG/SG","Ian Clark",3000,"GS@Den 09:00PM ET",11.311,"GS"
"PG","Briante Weber",3000,"GS@Den 09:00PM ET",3.833,"GS"
"PG","Malik Beasley",3000,"GS@Den 09:00PM ET",4.456,"Den"
"SG/SF","Patrick McCaw",3000,"GS@Den 09:00PM ET",6.733,"GS"
"SG","Mike Miller",3000,"GS@Den 09:00PM ET",4.292,"Den"
"PF","David West",3000,"GS@Den 09:00PM ET",12.405,"GS"
"PF","Johnny O'Bryant III",3000,"GS@Den 09:00PM ET",4.550,"Den"
"PF","James Michael McAdoo",3000,"GS@Den 09:00PM ET",6.519,"GS"
"PF","Kevon Looney",3000,"GS@Den 09:00PM ET",7.878,"GS"
"C","Damian Jones",3000,"GS@Den 09:00PM ET",3.000,"GS"
"PG","Brian Roberts",3000,"Phi@Cha 07:00PM ET",5.264,"Cha"
"PG","Ramon Sessions",3000,"Phi@Cha 07:00PM ET",12.805,"Cha"
"PG","Jerryd Bayless",3000,"Phi@Cha 07:00PM ET",21.333,"Phi"
"PG","Ray McCallum",3000,"Phi@Cha 07:00PM ET",0,"Cha"
"PG","Chasson Randle",3000,"Phi@Cha 07:00PM ET",8.344,"Phi"
"SG/SF","Timothe Luwawu-Cabarrot",3000,"Phi@Cha 07:00PM ET",7.098,"Phi"
"SF","Treveon Graham",3000,"Phi@Cha 07:00PM ET",3.250,"Cha"
"SF","Ben Simmons",3000,"Phi@Cha 07:00PM ET",0,"Phi"
"PF","Christian Wood",3000,"Phi@Cha 07:00PM ET",5.667,"Cha"
"C","Miles Plumlee",3000,"Phi@Cha 07:00PM ET",6.785,"Cha"
"C","Mike Tobey",3000,"Phi@Cha 07:00PM ET",0,"Cha"
"PG","Toney Douglas",3000,"Mem@Bkn 07:30PM ET",13.542,"Mem"
"PG","Isaiah Whitehead",3000,"Mem@Bkn 07:30PM ET",16.016,"Bkn"
"PG","Wade Baldwin IV",3000,"Mem@Bkn 07:30PM ET",9.156,"Mem"
"SG","Randy Foye",3000,"Mem@Bkn 07:30PM ET",12.707,"Bkn"
"SG","Troy Daniels",3000,"Mem@Bkn 07:30PM ET",12.817,"Mem"
"SF","Joe Harris",3000,"Mem@Bkn 07:30PM ET",15.429,"Bkn"
"PF","Quincy Acy",3000,"Mem@Bkn 07:30PM ET",9.236,"Bkn"
"PF","Jarell Martin",3000,"Mem@Bkn 07:30PM ET",9.944,"Mem"
"PF","Chris McCullough",3000,"Mem@Bkn 07:30PM ET",4.981,"Bkn"
"PF","Deyonta Davis",3000,"Mem@Bkn 07:30PM ET",5.630,"Mem"
"C","Luis Scola",3000,"Mem@Bkn 07:30PM ET",12.321,"Bkn"
"C","Brandan Wright",3000,"Mem@Bkn 07:30PM ET",11.167,"Mem"
"PG/SG","Tomas Satoransky",3000,"OKC@Was 08:00PM ET",9.304,"Was"
"PG","Trey Burke",3000,"OKC@Was 08:00PM ET",8.980,"Was"
"PG","Semaj Christon",3000,"OKC@Was 08:00PM ET",8.788,"OKC"
"PG","Cameron Payne",3000,"OKC@Was 08:00PM ET",11.333,"OKC"
"SG/SF","Alex Abrines",3000,"OKC@Was 08:00PM ET",8.943,"OKC"
"SG","Anthony Morrow",3000,"OKC@Was 08:00PM ET",9.026,"OKC"
"SG","Sheldon McClellan",3000,"OKC@Was 08:00PM ET",6.587,"Was"
"SG","Danuel House",3000,"OKC@Was 08:00PM ET",1.250,"Was"
"SF","Kyle Singler",3000,"OKC@Was 08:00PM ET",3.971,"OKC"
"SF","Marcus Thornton",3000,"OKC@Was 08:00PM ET",12.712,"Was"
"SF","Josh Huestis",3000,"OKC@Was 08:00PM ET",14.000,"OKC"
"PF/C","Jason Smith",3000,"OKC@Was 08:00PM ET",11.093,"Was"
"PF","Andrew Nicholson",3000,"OKC@Was 08:00PM ET",5.464,"Was"
"C","Nick Collison",3000,"OKC@Was 08:00PM ET",3.482,"OKC"
"C","Ian Mahinmi",3000,"OKC@Was 08:00PM ET",7.083,"Was"
"C","Daniel Ochefu",3000,"OKC@Was 08:00PM ET",2.788,"Was"
"PG","D.J. Augustin",3000,"Orl@Mia 07:30PM ET",16.105,"Orl"
"SG","C.J. Wilcox",3000,"Orl@Mia 07:30PM ET",2.609,"Orl"
"SG","Marcus Georges-Hunt",3000,"Orl@Mia 07:30PM ET",0,"Mia"
"SF","Damjan Rudez",3000,"Orl@Mia 07:30PM ET",4.507,"Orl"
"PF","Chris Bosh",3000,"Orl@Mia 07:30PM ET",0,"Mia"
"PF","Josh McRoberts",3000,"Orl@Mia 07:30PM ET",13.523,"Mia"
"PF","Luke Babbitt",3000,"Orl@Mia 07:30PM ET",9.060,"Mia"
"PF","Okaro White",3000,"Orl@Mia 07:30PM ET",9.538,"Mia"
"PF","Justise Winslow",3000,"Orl@Mia 07:30PM ET",25.833,"Mia"
"PF","Stephen Zimmerman Jr.",3000,"Orl@Mia 07:30PM ET",4.125,"Orl"
"C","Udonis Haslem",3000,"Orl@Mia 07:30PM ET",5.859,"Mia"
"PG","Demetrius Jackson",3000,"Bos@Dal 08:30PM ET",5.000,"Bos"
"PG","Terry Rozier",3000,"Bos@Dal 08:30PM ET",13.852,"Bos"
"SG","James Young",3000,"Bos@Dal 08:30PM ET",3.971,"Bos"
"SG","Nicolas Brussino",3000,"Bos@Dal 08:30PM ET",5.307,"Dal"
"SF","Gerald Green",3000,"Bos@Dal 08:30PM ET",9.871,"Bos"
"SF","Dorian Finney-Smith",3000,"Bos@Dal 08:30PM ET",11.269,"Dal"
"SF","Justin Anderson",3000,"Bos@Dal 08:30PM ET",13.194,"Dal"
"PF","Jonas Jerebko",3000,"Bos@Dal 08:30PM ET",11.217,"Bos"
"PF","Dwight Powell",3000,"Bos@Dal 08:30PM ET",16.889,"Dal"
"PF","Jordan Mickey",3000,"Bos@Dal 08:30PM ET",5.450,"Bos"
"C","Andrew Bogut",3000,"Bos@Dal 08:30PM ET",18.390,"Dal"
"C","Tyler Zeller",3000,"Bos@Dal 08:30PM ET",10.333,"Bos"
"C","A.J. Hammons",3000,"Bos@Dal 08:30PM ET",3.794,"Dal"
"PG/SG","Rodney Stuckey",3000,"SA@Ind 07:00PM ET",14.693,"Ind"
"PG","Aaron Brooks",3000,"SA@Ind 07:00PM ET",11.161,"Ind"
"PG","Bryn Forbes",3000,"SA@Ind 07:00PM ET",2.175,"SA"
"PG","Dejounte Murray",3000,"SA@Ind 07:00PM ET",6.508,"SA"
"SG","Joe Young",3000,"SA@Ind 07:00PM ET",4.396,"Ind"
"SF/PF","Davis Bertans",3000,"SA@Ind 07:00PM ET",8.880,"SA"
"SF","Glenn Robinson III",3000,"SA@Ind 07:00PM ET",13.457,"Ind"
"PF/C","Kevin Seraphin",3000,"SA@Ind 07:00PM ET",9.758,"Ind"
"PF","Joel Anthony",3000,"SA@Ind 07:00PM ET",4.313,"SA"
"PF","Rakeem Christmas",3000,"SA@Ind 07:00PM ET",3.625,"Ind"
"PF","Georges Niang",3000,"SA@Ind 07:00PM ET",2.345,"Ind"
"C","Al Jefferson",3000,"SA@Ind 07:00PM ET",16.088,"Ind"
"PG","Raul Neto",3000,"LAC@Uta 09:00PM ET",4.972,"Uta"
"PG","Dante Exum",3000,"LAC@Uta 09:00PM ET",11.306,"Uta"
"SG","Alan Anderson",3000,"LAC@Uta 09:00PM ET",5.429,"LAC"
"SF/PF","Luc Richard Mbah a Moute",3000,"LAC@Uta 09:00PM ET",12.721,"LAC"
"SF","Paul Pierce",3000,"LAC@Uta 09:00PM ET",6.654,"LAC"
"SF","Wesley Johnson",3000,"LAC@Uta 09:00PM ET",9.771,"LAC"
"PF/C","Boris Diaw",3000,"LAC@Uta 09:00PM ET",10.641,"Uta"
"PF","Joel Bolomboy",3000,"LAC@Uta 09:00PM ET",2.833,"Uta"
"PF","Brice Johnson",3000,"LAC@Uta 09:00PM ET",0,"LAC"
"PF","Trey Lyles",3000,"LAC@Uta 09:00PM ET",15.477,"Uta"
"C","Brandon Bass",3000,"LAC@Uta 09:00PM ET",9.917,"LAC"
"C","Jeff Withey",3000,"LAC@Uta 09:00PM ET",7.267,"Uta"
"C","Diamond Stone",3000,"LAC@Uta 09:00PM ET",3.300,"LAC"
"PG","Malcolm Delaney",3000,"Atl@Por 10:30PM ET",13.093,"Atl"
"PG","Shabazz Napier",3000,"Atl@Por 10:30PM ET",6.750,"Por"
"PG","Tim Quarterman",3000,"Atl@Por 10:30PM ET",3.250,"Por"
"SG","Lamar Patterson",3000,"Atl@Por 10:30PM ET",3.333,"Atl"
"SF","Mike Dunleavy",3000,"Atl@Por 10:30PM ET",10.410,"Atl"
"SF","Pat Connaughton",3000,"Atl@Por 10:30PM ET",3.971,"Por"
"SF","Taurean Prince",3000,"Atl@Por 10:30PM ET",7.605,"Atl"
"SF","DeAndre' Bembry",3000,"Atl@Por 10:30PM ET",6.552,"Atl"
"PF/C","Kris Humphries",3000,"Atl@Por 10:30PM ET",10.895,"Atl"
"PF/C","Mike Muscala",3000,"Atl@Por 10:30PM ET",16.208,"Atl"
"PF/C","Meyers Leonard",3000,"Atl@Por 10:30PM ET",12.071,"Por"
"PF","Mike Scott",3000,"Atl@Por 10:30PM ET",7.397,"Atl"
"PF","Jake Layman",3000,"Atl@Por 10:30PM ET",4.348,"Por"
"PF","Noah Vonleh",3000,"Atl@Por 10:30PM ET",9.815,"Por"
"C","Tiago Splitter",3000,"Atl@Por 10:30PM ET",0,"Atl"
"C","Festus Ezeli",3000,"Atl@Por 10:30PM ET",0,"Por"
"C","Ed Davis",3000,"Atl@Por 10:30PM ET",12.663,"Por"
"PG","Ronnie Price",3000,"NO@Pho 09:00PM ET",2.500,"Pho"
"PG","Tyler Ulis",3000,"NO@Pho 09:00PM ET",6.793,"Pho"
"SG","Leandro Barbosa",3000,"NO@Pho 09:00PM ET",10.324,"Pho"
"SF","Jared Dudley",3000,"NO@Pho 09:00PM ET",15.632,"Pho"
"SF","Quincy Pondexter",3000,"NO@Pho 09:00PM ET",0,"NO"
"SF","Derrick Jones Jr.",3000,"NO@Pho 09:00PM ET",1.625,"Pho"
"PF/C","Donatas Motiejunas",3000,"NO@Pho 09:00PM ET",12.486,"NO"
"PF","Cheick Diallo",3000,"NO@Pho 09:00PM ET",9.800,"NO"
"PF","Dragan Bender",3000,"NO@Pho 09:00PM ET",8.053,"Pho"
"C","Alexis Ajinca",3000,"NO@Pho 09:00PM ET",11.988,"NO"
