PLAYER_ID,PLAYER,FIRST_NAME,LAST_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,EFG_PCT,PTS_TOT,X
202693,Markieff Morris,Markieff,Morris,WAS,74,31.1,1.6,0.8,2.0,0.381,0.1,0.1,0.364,0.395,116,NA
203926,Doug McDermott,Doug,McDermott,TOTAL,65,22.5,1.6,0.8,1.8,0.431,0.0,0.1,0.375,0.444,103,NA
203490,Otto Porter Jr.,Otto,Porter Jr.,WAS,78,32.7,1.6,0.8,1.8,0.439,0.1,0.2,0.357,0.457,127,NA
2747,JR Smith,JR,Smith,CLE,37,28.5,1.6,0.6,2.3,0.286,0.4,1.1,0.31,0.363,61,NA
203935,Marcus Smart,Marcus,Smart,BOS,75,30.4,1.6,0.7,2.3,0.307,0.2,0.9,0.183,0.344,121,NA
201563,Michael Beasley,Michael,Beasley,MIL,53,16.6,1.5,0.8,1.6,0.471,0.0,0.1,0.0,0.471,80,NA
NA,Anthony Brown,Anthony,Brown,TOTAL,11,14.5,1.5,0.6,1.3,0.5,0.3,0.4,0.75,0.607,17,NA
NA,Jordan Farmar,Jordan,Farmar,SAC,2,17.7,1.5,0.5,1.0,0.5,0.5,1.0,0.5,0.75,3,NA
201145,Jeff Green,Jeff,Green,ORL,69,22.1,1.5,0.7,2.2,0.318,0.1,0.6,0.205,0.344,106,NA
204038,Langston Galloway,Langston,Galloway,TOTAL,70,19.7,1.5,0.7,2.2,0.316,0.2,0.6,0.244,0.352,107,NA
204038,Langston Galloway,Langston,Galloway,NOP,55,20.4,1.5,0.7,2.2,0.298,0.2,0.8,0.262,0.343,83,NA
203914,Gary Harris,Gary,Harris,DEN,53,30.6,1.5,0.7,1.9,0.347,0.2,0.8,0.225,0.391,79,NA
101141,Ersan Ilyasova,Ersan,Ilyasova,TOTAL,77,26.5,1.5,0.6,2.0,0.316,0.2,0.9,0.254,0.375,114,NA
1627786,Troy Williams,Troy,Williams,HOU,2,26.8,1.5,0.5,0.5,1.0,0.5,0.5,1.0,1.5,3,NA
201976,Patrick Beverley,Patrick,Beverley,HOU,64,30.7,1.4,0.5,1.6,0.33,0.3,1.0,0.338,0.44,88,NA
203546,Ian Clark,Ian,Clark,GSW,74,14.4,1.4,0.6,1.6,0.403,0.1,0.5,0.265,0.441,105,NA
203954,Joel Embiid,Joel,Embiid,PHI,31,25.3,1.4,0.6,2.0,0.306,0.1,0.4,0.333,0.339,42,NA
1627770,Kay Felder,Kay,Felder,CLE,41,9.3,1.4,0.7,1.9,0.359,0.1,0.3,0.231,0.378,59,NA
1938,Manu Ginobili,Manu,Ginobili,SAS,65,18.7,1.4,0.6,1.7,0.339,0.3,0.8,0.408,0.431,94,NA
201586,Serge Ibaka,Serge,Ibaka,ORL,56,30.4,1.4,0.7,1.5,0.435,0.0,0.0,1.0,0.447,76,NA
204060,Joe Ingles,Joe,Ingles,UTA,78,23.7,1.4,0.5,1.5,0.336,0.4,0.9,0.418,0.457,106,NA
201943,Brandon Jennings,Brandon,Jennings,WAS,19,14.4,1.4,0.6,2.3,0.25,0.2,1.3,0.16,0.295,26,NA
201975,Jodie Meeks,Jodie,Meeks,ORL,32,20.7,1.4,0.6,2.1,0.299,0.2,0.6,0.25,0.336,45,NA
203463,Ben McLemore,Ben,McLemore,SAC,57,18.7,1.4,0.6,1.6,0.362,0.2,0.5,0.385,0.415,78,NA
1627781,Malachi Richardson,Malachi,Richardson,SAC,22,9.0,1.4,0.6,1.7,0.378,0.1,0.6,0.154,0.405,30,NA
2772,Trevor Ariza,Trevor,Ariza,HOU,77,34.6,1.3,0.5,1.6,0.298,0.4,1.2,0.293,0.407,101,NA
1627739,Kris Dunn,Kris,Dunn,MIN,73,17.1,1.3,0.6,1.6,0.361,0.1,0.3,0.368,0.391,93,NA
201586,Serge Ibaka,Serge,Ibaka,TOTAL,77,30.6,1.3,0.6,1.5,0.427,0.0,0.0,0.667,0.436,102,NA
203926,Doug McDermott,Doug,McDermott,OKC,21,18.3,1.3,0.6,1.3,0.481,0.0,0.1,0.5,0.5,27,NA
203894,Shabazz Napier,Shabazz,Napier,POR,50,9.0,1.3,0.5,1.4,0.38,0.2,0.8,0.308,0.465,66,NA
1626179,Terry Rozier,Terry,Rozier,BOS,72,17.4,1.3,0.6,1.8,0.308,0.2,0.8,0.228,0.358,93,NA
202066,Garrett Temple,Garrett,Temple,SAC,63,26.5,1.3,0.6,1.8,0.333,0.1,0.5,0.273,0.373,85,NA
1627756,Denzel Valentine,Denzel,Valentine,CHI,53,17.6,1.3,0.5,1.8,0.28,0.3,1.1,0.286,0.366,68,NA
