"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SG/SF","Lance Stephenson",3000,"Cle@Min 08:00PM ET",16.694,"Min"
"SG","James Jones",3000,"Cle@Min 08:00PM ET",4.735,"Cle"
"SG","Brandon Rush",3000,"Cle@Min 08:00PM ET",8.476,"Min"
"SG","Jordan McRae",3000,"Cle@Min 08:00PM ET",7.593,"Cle"
"SG","Zach LaVine",3000,"Cle@Min 08:00PM ET",30.207,"Min"
"PF","Jordan Hill",3000,"Cle@Min 08:00PM ET",5.350,"Min"
"PF","Adreian Payne",3000,"Cle@Min 08:00PM ET",7.875,"Min"
"C","Chris Andersen",3000,"Cle@Min 08:00PM ET",7.979,"Cle"
"C","Cole Aldrich",3000,"Cle@Min 08:00PM ET",7.860,"Min"
"C","Nikola Pekovic",3000,"Cle@Min 08:00PM ET",0,"Min"
"PG","Isaiah Canaan",3000,"Tor@Chi 08:00PM ET",10.367,"Chi"
"PG","Fred VanVleet",3000,"Tor@Chi 08:00PM ET",6.393,"Tor"
"PG","Delon Wright",3000,"Tor@Chi 08:00PM ET",0,"Tor"
"SG/SF","Paul Zipser",3000,"Tor@Chi 08:00PM ET",8.587,"Chi"
"SF","Denzel Valentine",3000,"Tor@Chi 08:00PM ET",7.917,"Chi"
"SF","Bruno Caboclo",3000,"Tor@Chi 08:00PM ET",2.313,"Tor"
"PF","Jared Sullinger",3000,"Tor@Chi 08:00PM ET",7.705,"Tor"
"PF","Pascal Siakam",3000,"Tor@Chi 08:00PM ET",11.729,"Tor"
"C","Cristiano Felicio",3000,"Tor@Chi 08:00PM ET",12.739,"Chi"
"C","Jakob Poeltl",3000,"Tor@Chi 08:00PM ET",7.000,"Tor"
"PG","Jose Calderon",3000,"Sac@LAL 10:30PM ET",8.720,"LAL"
"PG","Marcelo Huertas",3000,"Sac@LAL 10:30PM ET",8.364,"LAL"
"SG","Malachi Richardson",3000,"Sac@LAL 10:30PM ET",5.588,"Sac"
"SF","Metta World Peace",3000,"Sac@LAL 10:30PM ET",2.569,"LAL"
"SF","Rudy Gay",3000,"Sac@LAL 10:30PM ET",35.200,"Sac"
"PF","Thomas Robinson",3000,"Sac@LAL 10:30PM ET",11.485,"LAL"
"PF","Skal Labissiere",3000,"Sac@LAL 10:30PM ET",5.429,"Sac"
"C","Timofey Mozgov",3000,"Sac@LAL 10:30PM ET",15.995,"LAL"
"C","Georgios Papagiannis",3000,"Sac@LAL 10:30PM ET",0.917,"Sac"
