"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SG/SF","Evan Turner",4300,"Por@SA 08:00PM ET",21.465,"Por"
"PF","JaMychal Green",4200,"Mem@Chi 08:00PM ET",22.050,"Mem"
"C","Robin Lopez",4200,"Mem@Chi 08:00PM ET",22.679,"Chi"
"SG/SF","C.J. Miles",4200,"Cha@Ind 07:00PM ET",18.410,"Ind"
"SG/SF","Tony Snell",4200,"Mil@LAC 10:30PM ET",16.738,"Mil"
"PF/C","Kelly Olynyk",4100,"Min@Bos 07:30PM ET",19.675,"Bos"
"PF/C","Jon Leuer",4100,"Uta@Det 07:30PM ET",21.705,"Det"
"SG","Tony Allen",4100,"Mem@Chi 08:00PM ET",21.733,"Mem"
"SF/PF","Larry Nance Jr.",4100,"LAL@Hou 08:00PM ET",19.344,"LAL"
"SG","J.J. Redick",4100,"Mil@LAC 10:30PM ET",21.602,"LAC"
"SG/SF","Jaylen Brown",4000,"Min@Bos 07:30PM ET",12.599,"Bos"
"PG","Ish Smith",4000,"Uta@Det 07:30PM ET",21.280,"Det"
"SG/SF","Joe Ingles",4000,"Uta@Det 07:30PM ET",16.720,"Uta"
"SF","Vince Carter",4000,"Mem@Chi 08:00PM ET",17.602,"Mem"
"PF","Nikola Mirotic",4000,"Mem@Chi 08:00PM ET",20.545,"Chi"
"PF","Bobby Portis",4000,"Mem@Chi 08:00PM ET",12.168,"Chi"
"SG","Jamal Crawford",4000,"Mil@LAC 10:30PM ET",20.082,"LAC"
"PG","Tony Parker",4000,"Por@SA 08:00PM ET",20.464,"SA"
"SG/SF","Allen Crabbe",4000,"Por@SA 08:00PM ET",17.629,"Por"
"SG/SF","Jonathon Simmons",4000,"Por@SA 08:00PM ET",12.907,"SA"
"C","Alex Len",4000,"Sac@Pho 10:00PM ET",19.060,"Pho"
"SG","Nick Young",3900,"LAL@Hou 08:00PM ET",20.543,"LAL"
"C","Nene Hilario",3900,"LAL@Hou 08:00PM ET",17.433,"Hou"
"SF","Wayne Ellington",3900,"NO@Mia 07:30PM ET",18.090,"Mia"
"SG","Danny Green",3900,"Por@SA 08:00PM ET",18.591,"SA"
"SG/SF","Garrett Temple",3900,"Sac@Pho 10:00PM ET",18.046,"Sac"
"SF","Joe Johnson",3800,"Uta@Det 07:30PM ET",16.111,"Uta"
"PG","Michael Carter-Williams",3800,"Mem@Chi 08:00PM ET",18.375,"Chi"
"C","Kosta Koufos",3800,"Sac@Pho 10:00PM ET",16.587,"Sac"
"PF/C","Amir Johnson",3700,"Min@Bos 07:30PM ET",17.057,"Bos"
"PG","Shelvin Mack",3700,"Uta@Det 07:30PM ET",15.304,"Uta"
"C","Willie Reed",3700,"NO@Mia 07:30PM ET",13.478,"Mia"
"PG/SG","Matthew Dellavedova",3700,"Mil@LAC 10:30PM ET",18.816,"Mil"
"C","Dewayne Dedmon",3700,"Por@SA 08:00PM ET",16.717,"SA"
"PF","Skal Labissiere",3700,"Sac@Pho 10:00PM ET",12.125,"Sac"
"C","Jeff Withey",3600,"Uta@Det 07:30PM ET",7.547,"Uta"
"SG/SF","Marco Belinelli",3600,"Cha@Ind 07:00PM ET",18.040,"Cha"
"SG","Manu Ginobili",3600,"Por@SA 08:00PM ET",17.452,"SA"
"SG","Kyle Anderson",3600,"Por@SA 08:00PM ET",10.224,"SA"
"PG/SG","Alec Burks",3500,"Uta@Det 07:30PM ET",13.000,"Uta"
"C","Aron Baynes",3500,"Uta@Det 07:30PM ET",11.176,"Det"
"PG","Andrew Harrison",3500,"Mem@Chi 08:00PM ET",14.383,"Mem"
"SF/PF","Sam Dekker",3500,"LAL@Hou 08:00PM ET",15.030,"Hou"
"SG","Monta Ellis",3500,"Cha@Ind 07:00PM ET",18.682,"Ind"
"PG/SG","Austin Rivers",3500,"Mil@LAC 10:30PM ET",20.965,"LAC"
"PG","Dejounte Murray",3500,"Por@SA 08:00PM ET",7.000,"SA"
"PF","Anthony Tolliver",3500,"Sac@Pho 10:00PM ET",15.264,"Sac"
"PG","Jerian Grant",3400,"Mem@Chi 08:00PM ET",11.882,"Chi"
"C","Ian Mahinmi",3400,"Dal@Was 07:00PM ET",14.141,"Was"
"PG","Tim Frazier",3400,"NO@Mia 07:30PM ET",20.284,"NO"
"PG/SF","Raymond Felton",3400,"Mil@LAC 10:30PM ET",16.958,"LAC"
"SG/SF","Shabazz Muhammad",3300,"Min@Bos 07:30PM ET",14.294,"Min"
"SG/SF","Denzel Valentine",3300,"Mem@Chi 08:00PM ET",9.899,"Chi"
"PG","J.J. Barea",3300,"Dal@Was 07:00PM ET",22.679,"Dal"
"PG/SG","E'Twaun Moore",3300,"NO@Mia 07:30PM ET",18.125,"NO"
"PF/C","Marreese Speights",3300,"Mil@LAC 10:30PM ET",17.836,"LAC"
"PF","Terrence Jones",3300,"Mil@LAC 10:30PM ET",23.712,"Mil"
"SF","Arron Afflalo",3300,"Sac@Pho 10:00PM ET",13.655,"Sac"
"PG","Dante Exum",3200,"Uta@Det 07:30PM ET",11.962,"Uta"
"SG/SF","Stanley Johnson",3200,"Uta@Det 07:30PM ET",11.635,"Det"
"SG/SF","Paul Zipser",3200,"Mem@Chi 08:00PM ET",9.293,"Chi"
"PF","Dwight Powell",3200,"Dal@Was 07:00PM ET",15.488,"Dal"
"SF","Solomon Hill",3200,"NO@Mia 07:30PM ET",16.238,"NO"
"C","John Henson",3200,"Mil@LAC 10:30PM ET",18.245,"Mil"
"SG/SF","Rodney McGruder",3100,"NO@Mia 07:30PM ET",14.476,"Mia"
"C","Tyson Chandler",3100,"Sac@Pho 10:00PM ET",25.830,"Pho"
"PG/SG","Tyus Jones",3000,"Min@Bos 07:30PM ET",9.790,"Min"
"PG","Kris Dunn",3000,"Min@Bos 07:30PM ET",11.843,"Min"
"PG","Demetrius Jackson",3000,"Min@Bos 07:30PM ET",4.000,"Bos"
"PG","Terry Rozier",3000,"Min@Bos 07:30PM ET",13.657,"Bos"
"SG","Brandon Rush",3000,"Min@Bos 07:30PM ET",10.242,"Min"
"SG","Zach LaVine",3000,"Min@Bos 07:30PM ET",30.149,"Min"
"SG","James Young",3000,"Min@Bos 07:30PM ET",4.860,"Bos"
"SF","Gerald Green",3000,"Min@Bos 07:30PM ET",9.816,"Bos"
"SF","Lance Stephenson",3000,"Min@Bos 07:30PM ET",14.909,"Min"
"PF","Jordan Hill",3000,"Min@Bos 07:30PM ET",5.350,"Min"
"PF","Jonas Jerebko",3000,"Min@Bos 07:30PM ET",10.912,"Bos"
"PF","Adreian Payne",3000,"Min@Bos 07:30PM ET",7.875,"Min"
"PF","Jordan Mickey",3000,"Min@Bos 07:30PM ET",4.217,"Bos"
"C","Cole Aldrich",3000,"Min@Bos 07:30PM ET",7.183,"Min"
"C","Nikola Pekovic",3000,"Min@Bos 07:30PM ET",0,"Min"
"C","Tyler Zeller",3000,"Min@Bos 07:30PM ET",9.030,"Bos"
"PG","Beno Udrih",3000,"Uta@Det 07:30PM ET",12.033,"Det"
"PG","Raul Neto",3000,"Uta@Det 07:30PM ET",5.191,"Uta"
"SG","Reggie Bullock",3000,"Uta@Det 07:30PM ET",8.619,"Det"
"SG","Darrun Hilliard",3000,"Uta@Det 07:30PM ET",5.892,"Det"
"SF","Michael Gbinije",3000,"Uta@Det 07:30PM ET",1.194,"Det"
"PF/C","Boris Diaw",3000,"Uta@Det 07:30PM ET",10.284,"Uta"
"PF","Joel Bolomboy",3000,"Uta@Det 07:30PM ET",3.700,"Uta"
"PF","Trey Lyles",3000,"Uta@Det 07:30PM ET",14.544,"Uta"
"PF","Henry Ellenson",3000,"Uta@Det 07:30PM ET",2.964,"Det"
"C","Boban Marjanovic",3000,"Uta@Det 07:30PM ET",9.190,"Det"
"PG","Toney Douglas",3000,"Mem@Chi 08:00PM ET",13.772,"Mem"
"PG","Isaiah Canaan",3000,"Mem@Chi 08:00PM ET",9.593,"Chi"
"PG","Cameron Payne",3000,"Mem@Chi 08:00PM ET",11.509,"Chi"
"PG","Wade Baldwin IV",3000,"Mem@Chi 08:00PM ET",9.156,"Mem"
"SG/SF","James Ennis III",3000,"Mem@Chi 08:00PM ET",15.343,"Mem"
"SG","Anthony Morrow",3000,"Mem@Chi 08:00PM ET",8.577,"Chi"
"SG","Troy Daniels",3000,"Mem@Chi 08:00PM ET",12.149,"Mem"
"SF","Chandler Parsons",3000,"Mem@Chi 08:00PM ET",13.176,"Mem"
"PF/C","Brandan Wright",3000,"Mem@Chi 08:00PM ET",13.038,"Mem"
"PF/C","Joffrey Lauvergne",3000,"Mem@Chi 08:00PM ET",12.272,"Chi"
"PF/C","Cristiano Felicio",3000,"Mem@Chi 08:00PM ET",13.297,"Chi"
"PF","Jarell Martin",3000,"Mem@Chi 08:00PM ET",9.913,"Mem"
"PF","Deyonta Davis",3000,"Mem@Chi 08:00PM ET",5.172,"Mem"
"PG/SG","Devin Harris",3000,"Dal@Was 07:00PM ET",13.031,"Dal"
"PG","Brandon Jennings",3000,"Dal@Was 07:00PM ET",19.823,"Was"
"PG","Trey Burke",3000,"Dal@Was 07:00PM ET",8.792,"Was"
"PG","Tomas Satoransky",3000,"Dal@Was 07:00PM ET",8.099,"Was"
"SG/SF","Kelly Oubre Jr.",3000,"Dal@Was 07:00PM ET",12.051,"Was"
"SG","Manny Harris",3000,"Dal@Was 07:00PM ET",1.750,"Dal"
"SG","Sheldon McClellan",3000,"Dal@Was 07:00PM ET",5.482,"Was"
"SG","Nicolas Brussino",3000,"Dal@Was 07:00PM ET",4.863,"Dal"
"SF","Dorian Finney-Smith",3000,"Dal@Was 07:00PM ET",10.969,"Dal"
"PF/C","Jason Smith",3000,"Dal@Was 07:00PM ET",11.496,"Was"
"PF","Jarrod Uthoff",3000,"Dal@Was 07:00PM ET",1.625,"Dal"
"PF","Chris McCullough",3000,"Dal@Was 07:00PM ET",4.383,"Was"
"C","Salah Mejri",3000,"Dal@Was 07:00PM ET",11.188,"Dal"
"C","A.J. Hammons",3000,"Dal@Was 07:00PM ET",3.583,"Dal"
"C","Daniel Ochefu",3000,"Dal@Was 07:00PM ET",2.417,"Was"
"PG/SG","Tyler Ennis",3000,"LAL@Hou 08:00PM ET",5.546,"LAL"
"PG","Bobby Brown",3000,"LAL@Hou 08:00PM ET",1.613,"Hou"
"PG","Isaiah Taylor",3000,"LAL@Hou 08:00PM ET",0,"Hou"
"SG","Troy Williams",3000,"LAL@Hou 08:00PM ET",10.770,"Hou"
"SG","David Nwaba",3000,"LAL@Hou 08:00PM ET",7.107,"LAL"
"SF","Metta World Peace",3000,"LAL@Hou 08:00PM ET",2.803,"LAL"
"SF","Luol Deng",3000,"LAL@Hou 08:00PM ET",18.790,"LAL"
"SF","Corey Brewer",3000,"LAL@Hou 08:00PM ET",9.810,"LAL"
"PF","Thomas Robinson",3000,"LAL@Hou 08:00PM ET",11.514,"LAL"
"PF","Kyle Wiltjer",3000,"LAL@Hou 08:00PM ET",2.150,"Hou"
"C","Tarik Black",3000,"LAL@Hou 08:00PM ET",14.773,"LAL"
"C","Timofey Mozgov",3000,"LAL@Hou 08:00PM ET",15.833,"LAL"
"C","Montrezl Harrell",3000,"LAL@Hou 08:00PM ET",17.162,"Hou"
"C","Chinanu Onuaku",3000,"LAL@Hou 08:00PM ET",6.625,"Hou"
"SG/SF","Hollis Thompson",3000,"NO@Mia 07:30PM ET",11.500,"NO"
"SG","Wayne Selden Jr.",3000,"NO@Mia 07:30PM ET",6.750,"NO"
"SF/PF","Dante Cunningham",3000,"NO@Mia 07:30PM ET",14.779,"NO"
"SF","Quincy Pondexter",3000,"NO@Mia 07:30PM ET",0,"NO"
"PF","Chris Bosh",3000,"NO@Mia 07:30PM ET",0,"Mia"
"PF","Udonis Haslem",3000,"NO@Mia 07:30PM ET",5.859,"Mia"
"PF","Josh McRoberts",3000,"NO@Mia 07:30PM ET",13.523,"Mia"
"PF","Luke Babbitt",3000,"NO@Mia 07:30PM ET",9.638,"Mia"
"PF","Okaro White",3000,"NO@Mia 07:30PM ET",9.386,"Mia"
"PF","Donatas Motiejunas",3000,"NO@Mia 07:30PM ET",11.019,"NO"
"PF","Justise Winslow",3000,"NO@Mia 07:30PM ET",25.833,"Mia"
"PF","Cheick Diallo",3000,"NO@Mia 07:30PM ET",9.023,"NO"
"C","Alexis Ajinca",3000,"NO@Mia 07:30PM ET",11.957,"NO"
"C","Omer Asik",3000,"NO@Mia 07:30PM ET",10.831,"NO"
"PG","Aaron Brooks",3000,"Cha@Ind 07:00PM ET",10.325,"Ind"
"PG","Brian Roberts",3000,"Cha@Ind 07:00PM ET",6.508,"Cha"
"PG","Rodney Stuckey",3000,"Cha@Ind 07:00PM ET",14.450,"Ind"
"PG","Ramon Sessions",3000,"Cha@Ind 07:00PM ET",12.805,"Cha"
"PG","Briante Weber",3000,"Cha@Ind 07:00PM ET",4.525,"Cha"
"SG/SF","Glenn Robinson III",3000,"Cha@Ind 07:00PM ET",13.723,"Ind"
"SG","Joe Young",3000,"Cha@Ind 07:00PM ET",4.037,"Ind"
"SF","Treveon Graham",3000,"Cha@Ind 07:00PM ET",2.761,"Cha"
"PF","Lavoy Allen",3000,"Cha@Ind 07:00PM ET",9.459,"Ind"
"PF","Kevin Seraphin",3000,"Cha@Ind 07:00PM ET",9.712,"Ind"
"PF","Johnny O'Bryant III",3000,"Cha@Ind 07:00PM ET",6.477,"Cha"
"PF","Georges Niang",3000,"Cha@Ind 07:00PM ET",2.386,"Ind"
"PF","Christian Wood",3000,"Cha@Ind 07:00PM ET",7.950,"Cha"
"C","Al Jefferson",3000,"Cha@Ind 07:00PM ET",15.746,"Ind"
"C","Miles Plumlee",3000,"Cha@Ind 07:00PM ET",6.885,"Cha"
"C","Rakeem Christmas",3000,"Cha@Ind 07:00PM ET",6.353,"Ind"
"PG","Jason Terry",3000,"Mil@LAC 10:30PM ET",9.711,"Mil"
"SG","Alan Anderson",3000,"Mil@LAC 10:30PM ET",5.160,"LAC"
"SG","Rashad Vaughn",3000,"Mil@LAC 10:30PM ET",7.000,"Mil"
"SF/PF","Luc Richard Mbah a Moute",3000,"Mil@LAC 10:30PM ET",12.231,"LAC"
"SF","Paul Pierce",3000,"Mil@LAC 10:30PM ET",6.654,"LAC"
"SF","Wesley Johnson",3000,"Mil@LAC 10:30PM ET",9.025,"LAC"
"PF","Brandon Bass",3000,"Mil@LAC 10:30PM ET",9.849,"LAC"
"PF","Mirza Teletovic",3000,"Mil@LAC 10:30PM ET",11.125,"Mil"
"PF","Brice Johnson",3000,"Mil@LAC 10:30PM ET",2.000,"LAC"
"PF","Jabari Parker",3000,"Mil@LAC 10:30PM ET",34.578,"Mil"
"C","Spencer Hawes",3000,"Mil@LAC 10:30PM ET",15.363,"Mil"
"C","Diamond Stone",3000,"Mil@LAC 10:30PM ET",2.643,"LAC"
"C","Thon Maker",3000,"Mil@LAC 10:30PM ET",7.122,"Mil"
"PG","Shabazz Napier",3000,"Por@SA 08:00PM ET",8.089,"Por"
"PG","Bryn Forbes",3000,"Por@SA 08:00PM ET",2.771,"SA"
"PG","Tim Quarterman",3000,"Por@SA 08:00PM ET",3.385,"Por"
"SF/PF","Davis Bertans",3000,"Por@SA 08:00PM ET",9.018,"SA"
"SF","Pat Connaughton",3000,"Por@SA 08:00PM ET",4.468,"Por"
"PF/C","Meyers Leonard",3000,"Por@SA 08:00PM ET",12.853,"Por"
"PF/C","Noah Vonleh",3000,"Por@SA 08:00PM ET",10.435,"Por"
"PF","Joel Anthony",3000,"Por@SA 08:00PM ET",3.768,"SA"
"PF","Ed Davis",3000,"Por@SA 08:00PM ET",13.130,"Por"
"PF","Jake Layman",3000,"Por@SA 08:00PM ET",4.087,"Por"
"C","Festus Ezeli",3000,"Por@SA 08:00PM ET",0,"Por"
"PG/SG","Leandro Barbosa",3000,"Sac@Pho 10:00PM ET",10.762,"Pho"
"PG","Ronnie Price",3000,"Sac@Pho 10:00PM ET",1.750,"Pho"
"SG","Langston Galloway",3000,"Sac@Pho 10:00PM ET",14.139,"Sac"
"SG","Brandon Knight",3000,"Sac@Pho 10:00PM ET",18.181,"Pho"
"SG","Ben McLemore",3000,"Sac@Pho 10:00PM ET",11.719,"Sac"
"SG","Malachi Richardson",3000,"Sac@Pho 10:00PM ET",6.193,"Sac"
"SF/PF","Jared Dudley",3000,"Sac@Pho 10:00PM ET",14.445,"Pho"
"SF","Rudy Gay",3000,"Sac@Pho 10:00PM ET",35.200,"Sac"
"SF","Derrick Jones Jr.",3000,"Sac@Pho 10:00PM ET",6.912,"Pho"
"PF","Dragan Bender",3000,"Sac@Pho 10:00PM ET",8.053,"Pho"
"C","Georgios Papagiannis",3000,"Sac@Pho 10:00PM ET",3.250,"Sac"
