"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"C","Rakeem Christmas",3000,"Det@Ind 08:00PM ET",6.058,"Ind"
"PG","Jarrett Jack",3000,"Tor@NO 08:00PM ET",8.000,"NO"
"PG","Fred VanVleet",3000,"Tor@NO 08:00PM ET",6.500,"Tor"
"PG","Delon Wright",3000,"Tor@NO 08:00PM ET",11.938,"Tor"
"SG/SF","Hollis Thompson",3000,"Tor@NO 08:00PM ET",11.526,"NO"
"SG","Reggie Williams",3000,"Tor@NO 08:00PM ET",7.000,"NO"
"SF/PF","Dante Cunningham",3000,"Tor@NO 08:00PM ET",14.423,"NO"
"SF","Quincy Pondexter",3000,"Tor@NO 08:00PM ET",0,"NO"
"SF","Solomon Hill",3000,"Tor@NO 08:00PM ET",16.161,"NO"
"SF","Bruno Caboclo",3000,"Tor@NO 08:00PM ET",2.313,"Tor"
"PF/C","Lucas Nogueira",3000,"Tor@NO 08:00PM ET",16.843,"Tor"
"PF","Patrick Patterson",3000,"Tor@NO 08:00PM ET",18.011,"Tor"
"PF","Donatas Motiejunas",3000,"Tor@NO 08:00PM ET",11.563,"NO"
"PF","Pascal Siakam",3000,"Tor@NO 08:00PM ET",11.413,"Tor"
"PF","Cheick Diallo",3000,"Tor@NO 08:00PM ET",9.023,"NO"
"C","Alexis Ajinca",3000,"Tor@NO 08:00PM ET",12.343,"NO"
"C","Omer Asik",3000,"Tor@NO 08:00PM ET",10.831,"NO"
"C","Jakob Poeltl",3000,"Tor@NO 08:00PM ET",6.542,"Tor"
"PG","Bryn Forbes",3000,"Sac@SA 08:30PM ET",2.175,"SA"
"SG","Langston Galloway",3000,"Sac@SA 08:30PM ET",14.436,"Sac"
"SG","Malachi Richardson",3000,"Sac@SA 08:30PM ET",6.193,"Sac"
"SF/PF","Davis Bertans",3000,"Sac@SA 08:30PM ET",8.441,"SA"
"SF","Rudy Gay",3000,"Sac@SA 08:30PM ET",35.200,"Sac"
"PF","Joel Anthony",3000,"Sac@SA 08:30PM ET",3.900,"SA"
"C","Georgios Papagiannis",3000,"Sac@SA 08:30PM ET",2.292,"Sac"
