"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",13400,"OKC@Bkn 07:30PM ET",65.328,"OKC"
"SF","LeBron James",11000,"Det@Cle 07:00PM ET",53.238,"Cle"
"PF/C","Anthony Davis",10500,"Por@NO 08:00PM ET",53.298,"NO"
"PG","Stephen Curry",9800,"Phi@GS 10:30PM ET",44.265,"GS"
"PF/C","DeMarcus Cousins",9600,"Por@NO 08:00PM ET",51.984,"NO"
"PG","Damian Lillard",8800,"Por@NO 08:00PM ET",43.471,"Por"
"PG","Kyrie Irving",8700,"Det@Cle 07:00PM ET",41.775,"Cle"
"SF","Kevin Durant",8400,"Phi@GS 10:30PM ET",48.813,"GS"
"SF","Paul George",8200,"Ind@NY 07:30PM ET",38.254,"Ind"
"PF","Dario Saric",8100,"Phi@GS 10:30PM ET",24.951,"Phi"
"PF/C","Kevin Love",7800,"Det@Cle 07:00PM ET",40.500,"Cle"
"PF/C","Draymond Green",7700,"Phi@GS 10:30PM ET",37.913,"GS"
"C","Andre Drummond",7600,"Det@Cle 07:00PM ET",39.427,"Det"
"PG/SG","C.J. McCollum",7500,"Por@NO 08:00PM ET",36.596,"Por"
"SF/PF","Carmelo Anthony",7400,"Ind@NY 07:30PM ET",37.227,"NY"
"PF/C","Kristaps Porzingis",7200,"Ind@NY 07:30PM ET",35.061,"NY"
"SF/PF","Robert Covington",7100,"Phi@GS 10:30PM ET",28.958,"Phi"
"PG","Jrue Holiday",7000,"Por@NO 08:00PM ET",36.015,"NO"
"C","Jusuf Nurkic",7000,"Por@NO 08:00PM ET",22.659,"Por"
"SG","Klay Thompson",6900,"Phi@GS 10:30PM ET",32.789,"GS"
"PG","Jeff Teague",6700,"Ind@NY 07:30PM ET",35.246,"Ind"
"C","Brook Lopez",6500,"OKC@Bkn 07:30PM ET",34.847,"Bkn"
"SG","Victor Oladipo",6300,"OKC@Bkn 07:30PM ET",28.858,"OKC"
"SF/PF","Tobias Harris",6200,"Det@Cle 07:00PM ET",27.973,"Det"
"PG","Derrick Rose",6100,"Ind@NY 07:30PM ET",30.293,"NY"
"SF/PF","Marcus Morris",6000,"Det@Cle 07:00PM ET",26.192,"Det"
"PG","Reggie Jackson",5800,"Det@Cle 07:00PM ET",27.389,"Det"
"PG","Jeremy Lin",5700,"OKC@Bkn 07:30PM ET",27.726,"Bkn"
"C","Myles Turner",5700,"Ind@NY 07:30PM ET",31.450,"Ind"
"PG","T.J. McConnell",5600,"Phi@GS 10:30PM ET",22.150,"Phi"
"C","Enes Kanter",5600,"OKC@Bkn 07:30PM ET",26.214,"OKC"
"SG","Kentavious Caldwell-Pope",5600,"Det@Cle 07:00PM ET",25.893,"Det"
"PF","Al-Farouq Aminu",5500,"Por@NO 08:00PM ET",23.690,"Por"
"C","Guillermo Hernangomez",5300,"Ind@NY 07:30PM ET",18.355,"NY"
"C","Jahlil Okafor",5200,"Phi@GS 10:30PM ET",21.750,"Phi"
"C","Tristan Thompson",5100,"Det@Cle 07:00PM ET",24.969,"Cle"
"PF/C","Trevor Booker",5000,"OKC@Bkn 07:30PM ET",26.967,"Bkn"
"C","Steven Adams",5000,"OKC@Bkn 07:30PM ET",26.867,"OKC"
"PF/C","Richaun Holmes",4900,"Phi@GS 10:30PM ET",17.878,"Phi"
"SG","Sean Kilpatrick",4900,"OKC@Bkn 07:30PM ET",23.320,"Bkn"
"SG","Courtney Lee",4900,"Ind@NY 07:30PM ET",21.173,"NY"
"SF","Maurice Harkless",4800,"Por@NO 08:00PM ET",22.488,"Por"
"SG","Andre Iguodala",4600,"Phi@GS 10:30PM ET",19.758,"GS"
"PF/C","Jon Leuer",4400,"Det@Cle 07:00PM ET",21.796,"Det"
"PF","Rondae Hollis-Jefferson",4300,"OKC@Bkn 07:30PM ET",20.189,"Bkn"
"PF","Thaddeus Young",4300,"Ind@NY 07:30PM ET",24.690,"Ind"
"SG/SF","Evan Turner",4300,"Por@NO 08:00PM ET",21.465,"Por"
"PG","Ish Smith",4200,"Det@Cle 07:00PM ET",21.327,"Det"
"PF","Taj Gibson",4100,"OKC@Bkn 07:30PM ET",23.262,"OKC"
"SG/SF","C.J. Miles",4100,"Ind@NY 07:30PM ET",18.517,"Ind"
"SG/SF","Allen Crabbe",4100,"Por@NO 08:00PM ET",17.777,"Por"
"SG/SF","Kyle Korver",4000,"Det@Cle 07:00PM ET",18.862,"Cle"
"PF/C","Channing Frye",4000,"Det@Cle 07:00PM ET",17.603,"Cle"
"SF","Andre Roberson",3900,"OKC@Bkn 07:30PM ET",18.769,"OKC"
"PG","Deron Williams",3900,"Det@Cle 07:00PM ET",25.888,"Cle"
"SG","J.R. Smith",3900,"Det@Cle 07:00PM ET",16.302,"Cle"
"SG","Jordan Crawford",3900,"Por@NO 08:00PM ET",26.917,"NO"
"SG/SF","Justin Anderson",3800,"Phi@GS 10:30PM ET",13.042,"Phi"
"C","Zaza Pachulia",3800,"Phi@GS 10:30PM ET",19.352,"GS"
"PF","Lance Thomas",3800,"Ind@NY 07:30PM ET",11.726,"NY"
"PG/SG","Ian Clark",3700,"Phi@GS 10:30PM ET",11.676,"GS"
"SF/PF","Matt Barnes",3700,"Phi@GS 10:30PM ET",20.033,"GS"
"SF","Caris LeVert",3700,"OKC@Bkn 07:30PM ET",16.125,"Bkn"
"C","Kyle O'Quinn",3700,"Ind@NY 07:30PM ET",18.515,"NY"
"SG","Monta Ellis",3600,"Ind@NY 07:30PM ET",18.612,"Ind"
"SG","Gerald Henderson",3500,"Phi@GS 10:30PM ET",16.961,"Phi"
"SF","Patrick McCaw",3500,"Phi@GS 10:30PM ET",8.237,"GS"
"SF","Derrick Williams",3500,"Det@Cle 07:00PM ET",12.545,"Cle"
"C","Aron Baynes",3500,"Det@Cle 07:00PM ET",11.123,"Det"
"C","Joakim Noah",3500,"Ind@NY 07:30PM ET",21.799,"NY"
"PG","Shaun Livingston",3400,"Phi@GS 10:30PM ET",11.054,"GS"
"SG","Nik Stauskas",3400,"Phi@GS 10:30PM ET",17.590,"Phi"
"PG/SG","Spencer Dinwiddie",3400,"OKC@Bkn 07:30PM ET",16.577,"Bkn"
"SF/PF","Quincy Acy",3400,"OKC@Bkn 07:30PM ET",11.420,"Bkn"
"PG/SG","Iman Shumpert",3400,"Det@Cle 07:00PM ET",16.148,"Cle"
"PG","Tim Frazier",3400,"Por@NO 08:00PM ET",20.155,"NO"
"PG","Sergio Rodriguez",3300,"Phi@GS 10:30PM ET",19.541,"Phi"
"PG","Isaiah Whitehead",3300,"OKC@Bkn 07:30PM ET",16.202,"Bkn"
"SG/SF","Doug McDermott",3300,"OKC@Bkn 07:30PM ET",15.524,"OKC"
"SF/PF","Richard Jefferson",3300,"Det@Cle 07:00PM ET",11.234,"Cle"
"PG/SG","E'Twaun Moore",3300,"Por@NO 08:00PM ET",18.081,"NO"
"PF","David West",3200,"Phi@GS 10:30PM ET",12.817,"GS"
"SG/SF","Stanley Johnson",3200,"Det@Cle 07:00PM ET",11.649,"Det"
"SF","Solomon Hill",3200,"Por@NO 08:00PM ET",16.195,"NO"
"SG/SF","Justin Holiday",3100,"Ind@NY 07:30PM ET",14.907,"NY"
"PG","Jerryd Bayless",3000,"Phi@GS 10:30PM ET",21.333,"Phi"
"PG","Ben Simmons",3000,"Phi@GS 10:30PM ET",0,"Phi"
"SF","Timothe Luwawu-Cabarrot",3000,"Phi@GS 10:30PM ET",8.358,"Phi"
"PF","Justin Harper",3000,"Phi@GS 10:30PM ET",7.167,"Phi"
"PF","James Michael McAdoo",3000,"Phi@GS 10:30PM ET",7.108,"GS"
"PF","Kevon Looney",3000,"Phi@GS 10:30PM ET",7.625,"GS"
"C","JaVale McGee",3000,"Phi@GS 10:30PM ET",11.291,"GS"
"C","Tiago Splitter",3000,"Phi@GS 10:30PM ET",0.000,"Phi"
"C","Shawn Long",3000,"Phi@GS 10:30PM ET",18.750,"Phi"
"C","Damian Jones",3000,"Phi@GS 10:30PM ET",4.278,"GS"
