PLAYER_ID,PLAYER,FIRST_NAME,LAST_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,EFG_PCT,PTS_TOT,X
201627,Anthony Morrow,Anthony,Morrow,OKC,40,15.7,3.2,1.2,3.4,0.351,0.9,2.8,0.312,0.481,129,NA
203145,Kent Bazemore,Kent,Bazemore,ATL,72,27.0,3.1,1.1,3.1,0.35,0.9,2.7,0.349,0.5,223,NA
1627737,Marquese Chriss,Marquese,Chriss,PHX,79,21.1,3.1,1.1,3.2,0.349,0.8,2.6,0.322,0.476,243,NA
203210,JaMychal Green,JaMychal,Green,MEM,76,27.4,3.1,1.2,2.6,0.464,0.7,1.7,0.405,0.599,235,NA
203463,Ben McLemore,Ben,McLemore,SAC,59,19.0,3.1,1.1,2.9,0.396,0.8,2.3,0.376,0.544,184,NA
202697,Iman Shumpert,Iman,Shumpert,CLE,74,25.3,3.1,1.1,3.0,0.35,1.0,2.8,0.357,0.518,231,NA
2440,Matt Barnes,Matt,Barnes,GSW,20,20.5,3.0,1.0,2.6,0.396,0.8,2.4,0.362,0.557,59,NA
201956,Omri Casspi,Omri,Casspi,NOP,1,23.7,3.0,1.0,3.0,0.333,1.0,3.0,0.333,0.5,3,NA
203476,Gorgui Dieng,Gorgui,Dieng,MIN,80,32.4,3.0,1.4,3.1,0.45,0.2,0.4,0.441,0.48,239,NA
203120,Justin Hamilton,Justin,Hamilton,BKN,62,18.1,3.0,1.0,3.0,0.342,0.9,2.7,0.331,0.489,183,NA
101141,Ersan Ilyasova,Ersan,Ilyasova,OKC,3,20.7,3.0,1.0,4.0,0.25,1.0,4.0,0.25,0.375,9,NA
201627,Anthony Morrow,Anthony,Morrow,TOTAL,48,14.8,3.0,1.1,3.0,0.359,0.8,2.6,0.325,0.497,144,NA
203488,Mike Muscala,Mike,Muscala,ATL,68,17.6,3.0,1.2,2.8,0.428,0.6,1.5,0.417,0.543,203,NA
203935,Marcus Smart,Marcus,Smart,BOS,78,30.4,3.0,1.0,3.3,0.309,1.0,3.1,0.31,0.456,236,NA
1627756,Denzel Valentine,Denzel,Valentine,CHI,56,17.3,3.0,1.0,2.6,0.386,1.0,2.6,0.382,0.576,167,NA
101150,Lou Williams,Lou,Williams,HOU,22,25.7,3.0,1.0,2.9,0.359,1.0,2.7,0.35,0.523,67,NA
203952,Andrew Wiggins,Andrew,Wiggins,MIN,80,37.3,3.0,1.1,2.6,0.417,0.9,2.1,0.406,0.586,239,NA
202722,Davis Bertans,Davis,Bertans,SAS,65,12.2,2.9,1.0,2.4,0.403,0.9,2.3,0.409,0.594,189,NA
1938,Manu Ginobili,Manu,Ginobili,SAS,67,18.7,2.9,1.0,2.6,0.374,0.9,2.4,0.388,0.552,192,NA
202391,Jeremy Lin,Jeremy,Lin,BKN,35,24.5,2.9,1.0,2.4,0.412,0.9,2.2,0.395,0.588,100,NA
202734,E'Twaun Moore,E'Twaun,Moore,NOP,72,25.1,2.9,1.0,2.6,0.374,0.9,2.4,0.37,0.542,206,NA
203926,Doug McDermott,Doug,McDermott,OKC,22,19.3,2.9,1.0,2.8,0.355,0.9,2.5,0.364,0.516,64,NA
201575,Brandon Rush,Brandon,Rush,MIN,45,21.9,2.9,1.0,2.5,0.398,0.9,2.3,0.4,0.584,132,NA
203085,Austin Rivers,Austin,Rivers,LAC,74,27.8,2.9,1.0,2.4,0.399,0.9,2.4,0.402,0.596,212,NA
200782,PJ Tucker,PJ,Tucker,TOTAL,78,27.9,2.9,1.0,2.6,0.397,0.8,2.2,0.374,0.56,223,NA
202498,Lance Thomas,Lance,Thomas,NYK,46,21.1,2.9,1.1,2.4,0.445,0.8,1.7,0.462,0.614,135,NA
101114,Deron Williams,Deron,Williams,TOTAL,61,25.5,2.9,1.0,2.6,0.381,0.9,2.2,0.382,0.544,174,NA
101150,Lou Williams,Lou,Williams,TOTAL,80,24.7,2.9,1.0,2.6,0.386,0.9,2.4,0.38,0.563,233,NA
101150,Lou Williams,Lou,Williams,LAL,58,24.2,2.9,1.0,2.5,0.399,0.9,2.3,0.394,0.58,166,NA
203112,Quincy Acy,Quincy,Acy,TOTAL,38,14.7,2.8,0.9,2.3,0.409,0.9,2.1,0.407,0.597,105,NA
203115,Will Barton,Will,Barton,DEN,59,28.3,2.8,0.9,2.7,0.357,0.9,2.5,0.354,0.522,164,NA
2399,Mike Dunleavy,Mike,Dunleavy,TOTAL,51,15.8,2.8,1.0,2.3,0.422,0.9,2.1,0.429,0.616,143,NA
NA,Jarell Eddie,Jarell,Eddie,PHX,5,12.5,2.8,1.0,2.6,0.385,0.8,2.4,0.333,0.538,14,NA
203090,Maurice Harkless,Maurice,Harkless,POR,76,28.9,2.8,0.9,2.6,0.369,0.9,2.4,0.376,0.544,212,NA
1626168,Trey Lyles,Trey,Lyles,UTA,70,16.4,2.8,1.0,2.8,0.349,0.9,2.6,0.333,0.505,197,NA
203585,Rodney McGruder,Rodney,McGruder,MIA,76,25.2,2.8,1.0,2.8,0.346,0.9,2.6,0.351,0.507,214,NA
1627750,Jamal Murray,Jamal,Murray,DEN,79,21.2,2.8,1.0,2.6,0.365,0.9,2.5,0.36,0.536,223,NA
2749,Jameer Nelson,Jameer,Nelson,DEN,74,27.1,2.8,1.0,2.1,0.449,0.9,1.9,0.448,0.652,206,NA
203482,Kelly Olynyk,Kelly,Olynyk,BOS,74,20.5,2.8,1.0,2.6,0.372,0.9,2.3,0.373,0.533,209,NA
203471,Dennis Schroder,Dennis,Schroder,ATL,78,31.5,2.8,1.1,2.4,0.432,0.7,1.9,0.387,0.584,222,NA
201936,Tyreke Evans,Tyreke,Evans,SAC,14,22.5,2.7,0.9,1.9,0.5,0.9,1.7,0.5,0.731,38,NA
201945,Gerald Henderson,Gerald,Henderson,PHI,71,23.1,2.7,1.0,2.5,0.376,0.8,2.1,0.377,0.528,191,NA
201577,Robin Lopez,Robin,Lopez,CHI,80,28.1,2.7,1.4,3.0,0.454,0.0,0.0,0.0,0.454,218,NA
201954,Darren Collison,Darren,Collison,SAC,68,30.4,2.6,0.9,2.0,0.463,0.8,1.7,0.478,0.662,180,NA
203903,Jordan Clarkson,Jordan,Clarkson,LAL,80,29.3,2.6,0.9,2.5,0.35,0.8,2.3,0.349,0.51,207,NA
203521,Matthew Dellavedova,Matthew,Dellavedova,MIL,75,26.1,2.6,0.9,2.3,0.385,0.8,2.1,0.383,0.555,193,NA
202324,Derrick Favors,Derrick,Favors,UTA,49,23.8,2.6,1.3,3.0,0.426,0.1,0.2,0.3,0.436,129,NA
1627812,Yogi Ferrell,Yogi,Ferrell,DAL,34,28.9,2.6,0.9,2.0,0.441,0.9,2.0,0.433,0.654,89,NA
203932,Aaron Gordon,Aaron,Gordon,ORL,79,28.7,2.6,0.9,2.9,0.323,0.7,2.4,0.312,0.451,204,NA
201935,James Harden,James,Harden,HOU,80,36.4,2.6,0.9,2.3,0.38,0.8,2.3,0.376,0.561,210,NA
1626144,Emmanuel Mudiay,Emmanuel,Mudiay,DEN,54,25.5,2.6,0.9,2.4,0.364,0.8,2.3,0.358,0.53,140,NA
201937,Ricky Rubio,Ricky,Rubio,MIN,74,32.9,2.6,0.9,2.8,0.338,0.7,2.2,0.321,0.468,191,NA
203922,Glenn Robinson III,Glenn,Robinson III,IND,68,20.5,2.6,1.0,2.2,0.431,0.7,1.7,0.409,0.585,179,NA
1891,Jason Terry,Jason,Terry,MIL,72,18.6,2.6,0.9,2.1,0.426,0.8,2.0,0.426,0.628,186,NA
200782,PJ Tucker,PJ,Tucker,PHX,55,28.6,2.6,0.9,2.5,0.368,0.7,2.1,0.347,0.518,141,NA
202357,Nemanja Bjelica,Nemanja,Bjelica,MIN,65,18.3,2.5,0.9,2.5,0.344,0.8,2.4,0.335,0.503,164,NA
1627763,Malcolm Brogdon,Malcolm,Brogdon,MIL,73,26.4,2.5,0.9,2.1,0.417,0.8,1.9,0.438,0.616,186,NA
201177,Josh McRoberts,Josh,McRoberts,MIA,22,17.0,2.5,1.0,2.3,0.42,0.5,1.3,0.429,0.54,54,NA
1627734,Domantas Sabonis,Domantas,Sabonis,OKC,79,20.0,2.5,0.9,2.7,0.357,0.6,1.9,0.333,0.474,199,NA
NA,Hollis Thompson,Hollis,Thompson,PHI,31,18.1,2.5,0.9,2.4,0.36,0.8,2.1,0.385,0.527,79,NA
202710,Jimmy Butler,Jimmy,Butler,CHI,75,37.0,2.4,0.9,2.2,0.411,0.6,1.5,0.396,0.546,178,NA
2738,Andre Iguodala,Andre,Iguodala,GSW,76,26.4,2.4,0.8,2.2,0.375,0.7,2.0,0.364,0.542,182,NA
202362,Lance Stephenson,Lance,Stephenson,IND,5,21.8,2.4,0.8,1.4,0.571,0.8,1.0,0.8,0.857,12,NA
NA,Hollis Thompson,Hollis,Thompson,TOTAL,40,18.8,2.4,0.8,2.5,0.32,0.8,2.2,0.341,0.47,94,NA
201571,D.J. Augustin,D.J.,Augustin,ORL,77,19.8,2.3,0.8,1.9,0.399,0.8,1.9,0.401,0.598,177,NA
202339,Eric Bledsoe,Eric,Bledsoe,PHX,64,33.0,2.3,0.8,2.1,0.368,0.7,1.9,0.379,0.54,147,NA
203493,Reggie Bullock,Reggie,Bullock,DET,30,14.6,2.3,0.8,2.4,0.338,0.7,2.2,0.338,0.493,70,NA
2736,Luol Deng,Luol,Deng,LAL,56,26.5,2.3,0.8,2.6,0.301,0.7,2.2,0.325,0.442,129,NA
1627812,Yogi Ferrell,Yogi,Ferrell,TOTAL,44,25.8,2.3,0.8,1.8,0.42,0.8,1.8,0.418,0.623,101,NA
2210,Richard Jefferson,Richard,Jefferson,CLE,77,20.3,2.3,0.8,2.2,0.351,0.8,2.1,0.36,0.52,178,NA
200757,Thabo Sefolosha,Thabo,Sefolosha,ATL,60,25.9,2.3,0.8,2.4,0.357,0.6,1.7,0.356,0.486,139,NA
201566,Russell Westbrook,Russell,Westbrook,OKC,80,34.8,2.3,0.8,2.2,0.366,0.7,1.8,0.379,0.517,181,NA
2037,Jamal Crawford,Jamal,Crawford,LAC,81,26.4,2.2,0.8,2.2,0.358,0.7,1.9,0.355,0.514,181,NA
203546,Ian Clark,Ian,Clark,GSW,76,14.7,2.2,0.8,1.7,0.439,0.7,1.6,0.421,0.633,167,NA
2399,Mike Dunleavy,Mike,Dunleavy,CLE,23,15.9,2.2,0.7,2.2,0.34,0.7,2.1,0.354,0.51,51,NA
1626155,Sam Dekker,Sam,Dekker,HOU,77,18.5,2.2,0.7,2.2,0.337,0.7,2.1,0.329,0.497,168,NA
201145,Jeff Green,Jeff,Green,ORL,69,22.1,2.2,0.8,2.5,0.306,0.6,2.2,0.293,0.434,150,NA
1626158,Richaun Holmes,Richaun,Holmes,PHI,56,20.7,2.2,0.9,2.2,0.397,0.5,1.3,0.37,0.508,123,NA
1627823,Juan Hernangomez,Juan,Hernangomez,DEN,59,13.0,2.2,0.7,1.7,0.43,0.7,1.6,0.438,0.64,128,NA
2544,LeBron James,LeBron,James,CLE,74,37.8,2.2,0.8,1.9,0.397,0.6,1.6,0.407,0.567,160,NA
1626171,Bobby Portis,Bobby,Portis,CHI,63,15.5,2.2,0.8,2.2,0.376,0.5,1.4,0.352,0.486,137,NA
1626166,Cameron Payne,Cameron,Payne,CHI,11,12.9,2.2,0.7,2.3,0.32,0.7,2.2,0.333,0.48,24,NA
203933,TJ Warren,TJ,Warren,PHX,63,31.1,2.2,0.9,2.3,0.4,0.3,1.2,0.276,0.472,137,NA
1626147,Justin Anderson,Justin,Anderson,PHI,23,21.0,2.1,0.7,2.7,0.274,0.7,2.5,0.263,0.395,49,NA
200751,Randy Foye,Randy,Foye,BKN,67,18.8,2.1,0.7,2.0,0.359,0.7,1.9,0.367,0.538,141,NA
1627827,Dorian Finney-Smith,Dorian,Finney-Smith,DAL,78,20.2,2.1,0.7,2.3,0.306,0.7,2.2,0.305,0.453,163,NA
