PLAYER_ID,PLAYER,FIRST_NAME,LAST_NAME,TEAM_ABBREVIATION,GP,MIN,REB,REB_CHANCE,REB_COL_PCT,REB_CONTESTED,REB_UNCONTESTED,REB_UNCONTESTED_PCT,REB_TOT,OREB,OREB_CHANCE,OREB_COL_PCT,OREB_CONTESTED,OREB_UNCONTESTED,OREB_UNCONTESTED_PCT,DREB,DREB_CHANCE,DREB_COL_PCT,DREB_CONTESTED,DREB_UNCONTESTED,DREB_UNCONTESTED_PCT,X
203926,Doug McDermott,Doug,McDermott,CHI,44,24.6,3.0,5.5,0.533,0.9,2.1,.300,130,0.3,1.0,.333,0.2,0.1,.643,2.6,4.6,0.574,0.7,2.0,.259,NA
203498,Shabazz Muhammad,Shabazz,Muhammad,MIN,76,19.4,2.9,5.5,0.517,1.2,1.6,.424,217,1.1,2.8,.393,0.9,0.2,.795,1.8,2.8,0.641,0.3,1.4,.194,NA
203094,Andrew Nicholson,Andrew,Nicholson,BKN,8,10.1,2.6,5.5,0.477,1.0,1.6,.381,21,0.4,1.5,.250,0.2,0.1,.667,2.2,4.0,0.563,0.8,1.5,.333,NA
203101,Miles Plumlee,Miles,Plumlee,CHA,11,11.6,2.5,5.5,0.443,0.5,1.9,.222,28,0.7,2.0,.318,0.4,0.3,.571,1.8,3.5,0.513,0.2,1.6,.100,NA
202738,Isaiah Thomas,Isaiah,Thomas,BOS,74,34.1,2.7,5.5,0.483,0.5,2.1,.198,197,0.5,1.7,.317,0.2,0.3,.450,2.1,3.8,0.557,0.3,1.8,.134,NA
201148,Brandan Wright,Brandan,Wright,MEM,27,15.9,2.7,5.5,0.5,1.1,1.6,.405,74,1.0,2.5,.418,0.7,0.4,.643,1.7,3.0,0.568,0.4,1.3,.261,NA
203092,Tyler Zeller,Tyler,Zeller,BOS,49,10.3,2.5,5.5,0.454,1.1,1.3,.459,122,0.9,2.2,.382,0.6,0.3,.690,1.6,3.2,0.503,0.6,1.1,.338,NA
NA,Anthony Bennett,Anthony,Bennett,BKN,22,11.1,3.1,5.4,0.571,1.5,1.6,.471,68,1.0,1.6,.600,0.9,0.1,.905,2.1,3.8,0.56,0.6,1.5,.277,NA
1627747,Caris LeVert,Caris,LeVert,BKN,54,21.6,3.3,5.4,0.617,0.5,2.8,.145,179,0.4,1.0,.418,0.2,0.2,.478,2.9,4.4,0.664,0.3,2.6,.096,NA
202700,Donatas Motiejunas,Donatas,Motiejunas,NOP,32,13.7,3.0,5.4,0.546,1.2,1.7,.421,95,0.8,1.6,.462,0.5,0.2,.667,2.2,3.8,0.582,0.8,1.5,.338,NA
203503,Tony Snell,Tony,Snell,MIL,79,29.2,3.1,5.4,0.577,0.6,2.6,.177,248,0.3,0.6,.449,0.1,0.1,.500,2.9,4.8,0.593,0.4,2.4,.146,NA
202066,Garrett Temple,Garrett,Temple,SAC,64,26.6,2.8,5.4,0.523,0.9,1.9,.326,181,0.5,1.2,.397,0.3,0.2,.613,2.3,4.2,0.56,0.6,1.7,.267,NA
NA,Hollis Thompson,Hollis,Thompson,TOTAL,40,18.8,2.8,5.4,0.523,0.8,2.0,.304,112,0.5,1.0,.452,0.3,0.2,.632,2.3,4.3,0.541,0.6,1.8,.237,NA
1627855,Okaro White,Okaro,White,MIA,33,13.5,2.5,5.4,0.458,0.8,1.7,.321,81,0.8,1.9,.397,0.4,0.4,.520,1.7,3.5,0.491,0.4,1.3,.232,NA
203484,Kentavious Caldwell-Pope,Kentavious,Caldwell-Pope,DET,74,33.4,3.3,5.3,0.617,0.8,2.5,.231,242,0.7,1.5,.509,0.4,0.3,.582,2.5,3.8,0.658,0.3,2.2,.128,NA
NA,Justin Harper,Justin,Harper,PHI,3,10.5,1.7,5.3,0.313,0.7,1.0,.400,5,0.7,2.0,.333,0.3,0.3,.500,1.0,3.3,0.3,0.3,0.7,.333,NA
203501,Tim Hardaway Jr.,Tim,Hardaway Jr.,ATL,78,27.3,2.8,5.3,0.532,0.8,2.0,.288,219,0.4,0.9,.479,0.3,0.2,.571,2.4,4.3,0.543,0.6,1.8,.234,NA
1627741,Buddy Hield,Buddy,Hield,NOP,57,20.4,2.9,5.3,0.55,0.5,2.4,.169,166,0.3,1.0,.339,0.2,0.2,.474,2.6,4.3,0.598,0.3,2.2,.129,NA
2210,Richard Jefferson,Richard,Jefferson,CLE,77,20.3,2.5,5.3,0.47,0.6,1.9,.238,193,0.4,1.0,.342,0.2,0.2,.519,2.2,4.3,0.5,0.4,1.7,.193,NA
202697,Iman Shumpert,Iman,Shumpert,CLE,74,25.3,2.9,5.3,0.541,0.6,2.3,.208,212,0.5,1.2,.407,0.2,0.3,.486,2.4,4.1,0.581,0.4,2.0,.149,NA
NA,Jared Sullinger,Jared,Sullinger,TOR,11,10.7,2.5,5.3,0.466,0.8,1.6,.333,27,0.9,2.7,.333,0.5,0.4,.600,1.5,2.5,0.607,0.3,1.3,.176,NA
2561,David West,David,West,GSW,66,12.5,3.0,5.3,0.557,1.2,1.7,.418,196,0.7,1.3,.494,0.5,0.2,.721,2.3,4.0,0.577,0.8,1.5,.333,NA
101150,Lou Williams,Lou,Williams,HOU,22,25.7,3.0,5.3,0.56,0.6,2.3,.215,65,0.5,1.3,.429,0.3,0.3,.500,2.4,4.0,0.602,0.4,2.0,.151,NA
203459,Allen Crabbe,Allen,Crabbe,POR,79,28.5,2.9,5.2,0.554,0.7,2.2,.243,226,0.2,0.6,.396,0.1,0.1,.526,2.6,4.6,0.575,0.6,2.1,.217,NA
203924,Jerami Grant,Jerami,Grant,TOTAL,78,19.1,2.5,5.2,0.475,0.8,1.7,.311,193,0.5,1.3,.366,0.2,0.3,.351,2.0,3.9,0.511,0.6,1.4,.301,NA
202704,Reggie Jackson,Reggie,Jackson,DET,52,27.4,2.2,5.2,0.424,0.4,1.8,.193,114,0.4,1.3,.309,0.2,0.2,.571,1.8,3.9,0.463,0.2,1.6,.108,NA
1627756,Denzel Valentine,Denzel,Valentine,CHI,55,17.5,2.7,5.2,0.51,0.6,2.1,.211,147,0.2,0.5,.393,0.1,0.1,.364,2.5,4.7,0.523,0.5,2.0,.199,NA
1627812,Yogi Ferrell,Yogi,Ferrell,DAL,34,28.9,2.7,5.1,0.532,0.4,2.3,.163,92,0.5,1.1,.444,0.1,0.3,.313,2.2,4.0,0.555,0.3,1.9,.132,NA
203924,Jerami Grant,Jerami,Grant,OKC,76,19.1,2.5,5.1,0.478,0.8,1.7,.305,187,0.5,1.3,.378,0.2,0.3,.351,2.0,3.9,0.512,0.6,1.4,.293,NA
201943,Brandon Jennings,Brandon,Jennings,NYK,58,24.7,2.6,5.1,0.51,0.4,2.2,.164,152,0.4,1.1,.318,0.1,0.2,.333,2.3,4.0,0.565,0.3,1.9,.137,NA
203926,Doug McDermott,Doug,McDermott,TOTAL,66,22.8,2.7,5.1,0.536,0.7,2.0,.274,179,0.3,0.8,.377,0.2,0.1,.600,2.4,4.3,0.566,0.6,1.8,.233,NA
1627752,Taurean Prince,Taurean,Prince,ATL,57,16.4,2.7,5.1,0.533,0.8,1.9,.279,154,0.4,0.9,.463,0.3,0.2,.600,2.3,4.1,0.549,0.5,1.8,.217,NA
203082,Terrence Ross,Terrence,Ross,ORL,22,32.3,2.9,5.1,0.566,0.5,2.4,.172,64,0.2,0.5,.400,0.0,0.1,.250,2.7,4.7,0.583,0.5,2.3,.167,NA
203917,Nik Stauskas,Nik,Stauskas,PHI,78,27.3,2.8,5.1,0.555,0.5,2.4,.162,222,0.3,0.6,.429,0.0,0.2,.143,2.6,4.5,0.573,0.4,2.2,.164,NA
202332,Cole Aldrich,Cole,Aldrich,MIN,61,8.5,2.5,5.0,0.507,1.0,1.5,.409,154,0.8,2.0,.407,0.5,0.3,.660,1.7,3.0,0.575,0.5,1.2,.288,NA
1627759,Jaylen Brown,Jaylen,Brown,BOS,76,17.2,2.8,5.0,0.564,0.9,1.9,.312,215,0.6,1.4,.413,0.4,0.2,.651,2.3,3.6,0.621,0.5,1.8,.227,NA
101109,Raymond Felton,Raymond,Felton,LAC,78,21.3,2.7,5.0,0.545,0.7,2.1,.239,213,0.4,1.1,.379,0.2,0.2,.424,2.3,3.9,0.592,0.5,1.8,.206,NA
101139,CJ Miles,CJ,Miles,IND,73,23.4,3.0,5.0,0.603,0.7,2.3,.247,219,0.4,0.8,.483,0.2,0.2,.429,2.6,4.2,0.626,0.6,2.0,.220,NA
1626246,Boban Marjanovic,Boban,Marjanovic,DET,33,7.7,3.4,5.0,0.677,1.4,1.9,.423,111,1.1,2.1,.544,0.9,0.2,.784,2.2,2.9,0.771,0.5,1.7,.243,NA
NA,Hollis Thompson,Hollis,Thompson,PHI,31,18.1,2.7,5.0,0.538,1.0,1.7,.357,84,0.5,1.0,.469,0.4,0.1,.733,2.2,4.0,0.556,0.6,1.6,.275,NA
1627784,Jarrod Uthoff,Jarrod,Uthoff,DAL,7,10.9,2.6,5.0,0.514,1.0,1.6,.389,18,1.1,2.4,.471,0.7,0.4,.625,1.4,2.6,0.556,0.3,1.1,.200,NA
1627835,Paul Zipser,Paul,Zipser,CHI,42,18.8,2.6,5.0,0.524,0.6,2.0,.225,111,0.4,1.0,.349,0.1,0.2,.400,2.3,4.0,0.568,0.5,1.8,.198,NA
1627763,Malcolm Brogdon,Malcolm,Brogdon,MIL,73,26.4,2.8,4.9,0.575,0.7,2.1,.265,204,0.6,0.9,.638,0.3,0.3,.477,2.2,3.9,0.559,0.5,1.7,.206,NA
2207,Joe Johnson,Joe,Johnson,UTA,76,23.7,3.1,4.9,0.642,0.8,2.4,.239,238,0.4,0.8,.532,0.2,0.2,.576,2.7,4.1,0.663,0.5,2.2,.185,NA
1626172,Kevon Looney,Kevon,Looney,GSW,53,8.5,2.3,4.9,0.475,1.0,1.3,.427,124,0.8,2.2,.379,0.6,0.2,.705,1.5,2.7,0.552,0.4,1.1,.275,NA
203101,Miles Plumlee,Miles,Plumlee,TOTAL,43,10.2,1.9,4.9,0.379,0.8,1.0,.438,81,0.7,1.9,.366,0.4,0.3,.633,1.2,3.0,0.388,0.4,0.8,.320,NA
203085,Austin Rivers,Austin,Rivers,LAC,74,27.8,2.2,4.9,0.442,0.3,1.9,.124,161,0.3,1.0,.278,0.1,0.1,.500,1.9,3.9,0.483,0.1,1.8,.071,NA
203481,Jeff Withey,Jeff,Withey,UTA,50,8.6,2.4,4.9,0.486,1.0,1.4,.412,119,1.0,2.0,.515,0.7,0.3,.667,1.4,2.9,0.466,0.3,1.1,.221,NA
202682,Derrick Williams,Derrick,Williams,MIA,25,15.1,2.9,4.9,0.593,1.0,1.9,.342,73,0.6,1.0,.640,0.5,0.1,.813,2.3,3.9,0.582,0.5,1.8,.211,NA
1627785,Isaiah Whitehead,Isaiah,Whitehead,BKN,71,22.4,2.5,4.9,0.514,0.7,1.9,.261,180,0.5,1.0,.432,0.3,0.1,.688,2.1,3.9,0.536,0.4,1.7,.169,NA
202692,Alec Burks,Alec,Burks,UTA,40,15.7,2.8,4.8,0.595,0.8,2.0,.292,113,0.4,1.0,.390,0.3,0.1,.750,2.4,3.7,0.651,0.5,1.9,.216,NA
2399,Mike Dunleavy,Mike,Dunleavy,ATL,28,15.7,2.2,4.8,0.466,0.6,1.6,.290,62,0.4,1.2,.314,0.3,0.1,.818,1.8,3.5,0.52,0.3,1.5,.176,NA
2617,Udonis Haslem,Udonis,Haslem,MIA,16,8.1,2.2,4.8,0.455,0.9,1.2,.429,35,0.5,1.3,.381,0.3,0.2,.625,1.7,3.5,0.482,0.6,1.1,.370,NA
204060,Joe Ingles,Joe,Ingles,UTA,80,23.9,3.2,4.8,0.671,0.5,2.7,.153,255,0.3,0.5,.524,0.1,0.2,.364,2.9,4.2,0.689,0.4,2.5,.133,NA
202688,Brandon Knight,Brandon,Knight,PHX,53,21.2,2.2,4.8,0.464,0.5,1.7,.239,117,0.5,1.2,.397,0.2,0.3,.440,1.7,3.6,0.487,0.3,1.4,.185,NA
203948,Johnny O'Bryant III,Johnny,O'Bryant III,CHA,4,8.6,2.0,4.8,0.421,1.5,0.5,.750,8,1.0,2.8,.364,0.8,0.2,.750,1.0,2.0,0.5,0.8,0.2,.750,NA
1626147,Justin Anderson,Justin,Anderson,DAL,50,14.2,3.0,4.7,0.632,0.8,2.1,.277,148,0.8,1.4,.565,0.5,0.3,.615,2.2,3.3,0.661,0.3,1.8,.156,NA
1627789,Timothe Luwawu-Cabarrot,Timothe,Luwawu-Cabarrot,PHI,67,16.9,2.1,4.7,0.455,0.6,1.5,.303,142,0.4,1.1,.312,0.1,0.2,.417,1.8,3.5,0.502,0.5,1.3,.280,NA
1627750,Jamal Murray,Jamal,Murray,DEN,79,21.2,2.6,4.7,0.565,0.7,2.0,.254,209,0.5,1.2,.421,0.2,0.3,.375,2.1,3.5,0.615,0.5,1.7,.225,NA
2749,Jameer Nelson,Jameer,Nelson,DEN,74,27.1,2.6,4.7,0.55,0.5,2.1,.203,192,0.4,0.9,.412,0.2,0.2,.571,2.2,3.8,0.584,0.3,1.9,.140,NA
203101,Miles Plumlee,Miles,Plumlee,MIL,32,9.7,1.7,4.7,0.353,0.9,0.8,.547,53,0.7,1.9,.383,0.5,0.2,.652,0.9,2.8,0.333,0.4,0.5,.467,NA
2399,Mike Dunleavy,Mike,Dunleavy,TOTAL,51,15.8,2.1,4.6,0.468,0.5,1.6,.248,109,0.3,1.0,.308,0.2,0.1,.750,1.8,3.5,0.514,0.3,1.5,.161,NA
2564,Boris Diaw,Boris,Diaw,UTA,71,17.5,2.2,4.6,0.47,0.8,1.4,.368,155,0.6,1.5,.422,0.5,0.2,.696,1.5,3.1,0.493,0.4,1.2,.229,NA
203915,Spencer Dinwiddie,Spencer,Dinwiddie,BKN,56,22.6,2.7,4.6,0.598,0.5,2.2,.196,153,0.4,1.0,.455,0.2,0.2,.520,2.3,3.6,0.637,0.3,2.0,.133,NA
200751,Randy Foye,Randy,Foye,BKN,66,18.8,2.3,4.6,0.505,0.3,2.0,.137,153,0.2,0.3,.435,0.1,0.1,.500,2.2,4.2,0.511,0.2,1.9,.112,NA
203200,Justin Holiday,Justin,Holiday,NYK,81,20.0,2.7,4.6,0.589,0.8,2.0,.276,221,0.3,0.8,.419,0.1,0.2,.462,2.4,3.9,0.623,0.6,1.8,.251,NA
203082,Terrence Ross,Terrence,Ross,TOTAL,75,25.2,2.6,4.6,0.574,0.6,2.0,.232,198,0.2,0.5,.500,0.1,0.2,.294,2.4,4.1,0.582,0.5,1.9,.227,NA
2747,JR Smith,JR,Smith,CLE,39,28.8,2.7,4.6,0.594,0.4,2.3,.159,107,0.4,0.7,.571,0.2,0.3,.375,2.3,3.9,0.599,0.3,2.1,.121,NA
201156,Nick Young,Nick,Young,LAL,60,25.9,2.3,4.6,0.505,0.5,1.8,.225,138,0.4,0.9,.455,0.2,0.2,.480,1.9,3.6,0.518,0.3,1.6,.168,NA
202337,Luke Babbitt,Luke,Babbitt,MIA,68,15.7,2.1,4.5,0.464,0.4,1.7,.170,141,0.2,0.5,.387,0.0,0.1,.167,1.9,4.0,0.473,0.3,1.6,.171,NA
203552,Seth Curry,Seth,Curry,DAL,69,29.1,2.5,4.5,0.566,0.4,2.1,.171,175,0.4,0.8,.455,0.1,0.2,.360,2.2,3.7,0.591,0.3,1.9,.140,NA
1627812,Yogi Ferrell,Yogi,Ferrell,TOTAL,44,25.8,2.4,4.5,0.528,0.4,2.0,.163,104,0.5,0.9,.488,0.1,0.3,.250,1.9,3.5,0.538,0.3,1.6,.143,NA
201569,Eric Gordon,Eric,Gordon,HOU,73,31.2,2.6,4.5,0.581,0.6,2.1,.218,193,0.4,0.8,.467,0.2,0.2,.571,2.3,3.7,0.607,0.4,1.9,.158,NA
202325,Wesley Johnson,Wesley,Johnson,LAC,66,12.0,2.7,4.5,0.603,0.7,2.0,.247,178,0.4,0.8,.490,0.2,0.2,.400,2.3,3.7,0.627,0.5,1.8,.222,NA
201943,Brandon Jennings,Brandon,Jennings,TOTAL,79,22.0,2.4,4.5,0.532,0.4,2.0,.157,191,0.4,1.0,.350,0.1,0.2,.357,2.1,3.5,0.584,0.3,1.8,.123,NA
1626169,Stanley Johnson,Stanley,Johnson,DET,75,17.7,2.5,4.5,0.551,0.7,1.8,.266,188,0.5,0.9,.554,0.3,0.2,.556,2.0,3.7,0.551,0.4,1.6,.197,NA
1627884,"Derrick Jones, Jr.",Derrick,"Jones, Jr.",PHX,31,16.3,2.4,4.5,0.536,1.4,1.0,.587,75,1.2,2.3,.500,0.9,0.2,.806,1.3,2.2,0.574,0.5,0.8,.385,NA
201601,Luc Mbah a Moute,Luc,Mbah a Moute,LAC,78,22.2,2.1,4.5,0.471,0.7,1.4,.315,165,0.6,1.3,.422,0.3,0.2,.605,1.6,3.2,0.492,0.3,1.2,.213,NA
1626254,Maurice Ndour,Maurice,Ndour,NYK,31,9.9,2.0,4.5,0.453,0.5,1.5,.238,63,0.7,1.8,.375,0.3,0.4,.381,1.4,2.7,0.506,0.2,1.1,.167,NA
201575,Brandon Rush,Brandon,Rush,MIN,45,21.9,2.1,4.5,0.466,0.4,1.8,.168,95,0.3,0.8,.395,0.1,0.2,.400,1.8,3.7,0.482,0.2,1.6,.125,NA
101114,Deron Williams,Deron,Williams,DAL,39,29.2,2.6,4.5,0.571,0.4,2.2,.150,100,0.3,0.6,.545,0.1,0.2,.333,2.3,3.9,0.575,0.3,2.0,.125,NA
203937,Kyle Anderson,Kyle,Anderson,SAS,69,14.1,2.9,4.4,0.662,0.7,2.2,.252,202,0.5,0.8,.571,0.3,0.1,.688,2.5,3.6,0.683,0.4,2.0,.171,NA
101138,Brandon Bass,Brandon,Bass,LAC,50,11.1,2.5,4.4,0.554,0.9,1.6,.350,123,0.8,1.6,.488,0.5,0.3,.650,1.7,2.8,0.593,0.3,1.3,.205,NA
203521,Matthew Dellavedova,Matthew,Dellavedova,MIL,75,26.1,1.9,4.4,0.438,0.4,1.6,.193,145,0.3,1.0,.315,0.2,0.1,.522,1.6,3.4,0.473,0.2,1.4,.131,NA
101145,Monta Ellis,Monta,Ellis,IND,71,27.1,2.8,4.4,0.638,0.4,2.4,.151,199,0.3,0.5,.474,0.1,0.2,.222,2.5,3.9,0.661,0.4,2.2,.144,NA
201941,Jordan Hill,Jordan,Hill,MIN,7,6.7,2.0,4.4,0.452,1.1,0.9,.571,14,1.1,1.7,.667,1.0,0.1,.875,0.9,2.7,0.316,0.1,0.7,.167,NA
201945,Gerald Henderson,Gerald,Henderson,PHI,70,23.1,2.6,4.4,0.592,0.7,1.9,.257,183,0.5,0.9,.516,0.3,0.2,.576,2.1,3.5,0.612,0.4,1.7,.187,NA
202734,E'Twaun Moore,E'Twaun,Moore,NOP,72,25.1,2.1,4.4,0.479,0.6,1.5,.272,151,0.4,1.1,.400,0.2,0.2,.500,1.7,3.3,0.506,0.3,1.3,.210,NA
202718,Chandler Parsons,Chandler,Parsons,MEM,34,19.8,2.5,4.4,0.568,0.5,1.9,.214,84,0.2,0.6,.316,0.1,0.0,.833,2.3,3.8,0.605,0.4,1.9,.167,NA
200755,JJ Redick,JJ,Redick,LAC,76,28.2,2.2,4.4,0.494,0.3,1.8,.152,165,0.1,0.4,.367,0.0,0.1,.273,2.0,4.0,0.507,0.3,1.7,.143,NA
203082,Terrence Ross,Terrence,Ross,TOR,53,22.3,2.5,4.4,0.578,0.7,1.9,.261,134,0.2,0.5,.542,0.1,0.2,.308,2.3,3.9,0.582,0.6,1.7,.256,NA
101150,Lou Williams,Lou,Williams,TOTAL,80,24.7,2.5,4.4,0.553,0.5,2.0,.198,197,0.3,1.0,.338,0.2,0.2,.462,2.1,3.5,0.613,0.3,1.8,.158,NA
NA,Anthony Brown,Anthony,Brown,TOTAL,11,14.5,3.0,4.3,0.702,0.6,2.4,.212,33,0.7,0.9,.800,0.3,0.5,.375,2.3,3.4,0.676,0.4,1.9,.160,NA
NA,Anthony Brown,Anthony,Brown,NOP,9,15.9,2.9,4.3,0.667,0.7,2.2,.231,26,0.7,0.9,.750,0.3,0.3,.500,2.2,3.4,0.645,0.3,1.9,.150,NA
2399,Mike Dunleavy,Mike,Dunleavy,CLE,23,15.9,2.0,4.3,0.47,0.4,1.7,.191,47,0.2,0.7,.294,0.1,0.1,.600,1.8,3.6,0.506,0.3,1.6,.143,NA
1627739,Kris Dunn,Kris,Dunn,MIN,76,16.9,2.2,4.3,0.503,0.6,1.5,.293,164,0.3,0.7,.436,0.2,0.1,.542,1.8,3.6,0.517,0.5,1.4,.250,NA
202714,Shelvin Mack,Shelvin,Mack,UTA,53,21.6,2.3,4.3,0.531,0.3,2.0,.117,120,0.3,0.9,.367,0.1,0.3,.167,1.9,3.3,0.576,0.2,1.7,.108,NA
1627748,Thon Maker,Thon,Maker,MIL,55,9.5,1.9,4.3,0.435,0.7,1.1,.394,104,0.6,1.6,.407,0.4,0.2,.629,1.3,2.8,0.451,0.3,0.9,.275,NA
203141,Mirza Teletovic,Mirza,Teletovic,MIL,68,16.0,2.3,4.3,0.539,0.5,1.9,.203,158,0.2,0.4,.367,0.1,0.1,.636,2.2,3.9,0.559,0.4,1.8,.170,NA
202682,Derrick Williams,Derrick,Williams,TOTAL,48,16.0,2.6,4.3,0.604,0.7,1.9,.264,125,0.4,0.7,.559,0.3,0.1,.789,2.2,3.6,0.613,0.4,1.8,.170,NA
203463,Ben McLemore,Ben,McLemore,SAC,59,19.0,1.9,4.2,0.455,0.4,1.5,.188,112,0.3,1.0,.316,0.1,0.2,.389,1.6,3.2,0.497,0.2,1.4,.149,NA
1627778,Chinanu Onuaku,Chinanu,Onuaku,HOU,4,7.6,1.0,4.2,0.235,0.8,0.2,.750,4,0.2,1.8,.143,0.2,0.0,1.000,0.8,2.5,0.3,0.5,0.2,.667,NA
200826,J.J. Barea,J.J.,Barea,DAL,33,22.0,2.4,4.1,0.578,0.2,2.1,.103,78,0.3,0.6,.450,0.0,0.2,.111,2.1,3.5,0.6,0.2,1.9,.101,NA
201956,Omri Casspi,Omri,Casspi,MIN,11,16.9,1.3,4.1,0.311,0.5,0.8,.357,14,0.3,1.3,.214,0.2,0.1,.667,1.0,2.8,0.355,0.3,0.7,.273,NA
1626176,Rakeem Christmas,Rakeem,Christmas,IND,28,7.9,2.0,4.1,0.487,0.8,1.2,.411,56,0.9,1.8,.510,0.6,0.3,.692,1.1,2.3,0.469,0.2,0.9,.167,NA
1938,Manu Ginobili,Manu,Ginobili,SAS,66,18.7,2.3,4.1,0.565,0.5,1.9,.196,153,0.4,1.1,.384,0.2,0.3,.393,1.9,3.0,0.631,0.3,1.6,.152,NA
204038,Langston Galloway,Langston,Galloway,NOP,55,20.4,2.2,4.1,0.54,0.4,1.8,.198,121,0.4,0.7,.526,0.1,0.2,.350,1.8,3.4,0.543,0.3,1.5,.168,NA
203462,Archie Goodwin,Archie,Goodwin,BKN,10,14.1,1.9,4.1,0.463,0.2,1.7,.105,19,0.3,0.8,.375,0.0,0.3,.000,1.6,3.3,0.485,0.2,1.4,.125,NA
203926,Doug McDermott,Doug,McDermott,OKC,22,19.3,2.2,4.1,0.544,0.5,1.8,.204,49,0.3,0.5,.545,0.1,0.1,.500,2.0,3.6,0.544,0.3,1.6,.163,NA
203909,KJ McDaniels,KJ,McDaniels,BKN,18,14.3,2.3,4.1,0.575,0.7,1.7,.286,42,0.4,0.7,.667,0.3,0.1,.750,1.9,3.4,0.557,0.3,1.6,.176,NA
203094,Andrew Nicholson,Andrew,Nicholson,TOTAL,36,8.7,1.5,4.1,0.374,0.5,1.0,.345,55,0.4,1.4,.275,0.3,0.1,.714,1.1,2.7,0.427,0.2,0.9,.220,NA
1627850,Marshall Plumlee,Marshall,Plumlee,NYK,20,7.2,2.0,4.1,0.488,0.8,1.2,.375,40,1.0,2.3,.413,0.6,0.3,.684,1.0,1.8,0.583,0.1,1.0,.095,NA
1626181,Norman Powell,Norman,Powell,TOR,74,17.6,2.2,4.1,0.547,0.5,1.7,.220,164,0.3,0.8,.446,0.2,0.2,.480,1.9,3.3,0.57,0.3,1.6,.173,NA
NA,Mike Scott,Mike,Scott,ATL,18,10.9,2.1,4.1,0.507,0.5,1.6,.243,37,0.6,1.6,.357,0.3,0.3,.500,1.5,2.5,0.6,0.2,1.3,.148,NA
NA,Marcus Thornton,Marcus,Thornton,WAS,33,17.4,2.3,4.1,0.563,0.7,1.6,.289,76,0.7,1.5,.440,0.4,0.2,.636,1.6,2.6,0.635,0.2,1.4,.148,NA
NA,Anderson Varejao,Anderson,Varejao,GSW,14,6.6,1.9,4.1,0.466,1.0,0.9,.519,27,0.9,1.9,.444,0.6,0.2,.750,1.1,2.2,0.484,0.4,0.7,.333,NA
101150,Lou Williams,Lou,Williams,LAL,58,24.2,2.3,4.1,0.55,0.4,1.8,.189,132,0.2,0.8,.286,0.1,0.1,.429,2.0,3.3,0.618,0.3,1.7,.161,NA
1627786,Troy Williams,Troy,Williams,TOTAL,28,18.9,2.3,4.1,0.552,0.5,1.8,.219,64,0.5,1.0,.481,0.2,0.3,.385,1.8,3.2,0.573,0.3,1.5,.176,NA
201202,Joel Anthony,Joel,Anthony,SAS,19,6.4,1.6,4.0,0.408,0.8,0.8,.516,31,0.4,1.9,.222,0.4,0.0,1.000,1.2,2.1,0.575,0.4,0.8,.348,NA
NA,Anthony Brown,Anthony,Brown,ORL,2,8.2,3.5,4.0,0.875,0.5,3.0,.143,7,1.0,1.0,1.000,0.0,1.0,.000,2.5,3.0,0.833,0.5,2.0,.200,NA
201954,Darren Collison,Darren,Collison,SAC,68,30.4,2.2,4.0,0.565,0.4,1.8,.184,152,0.3,1.0,.324,0.2,0.2,.478,1.9,2.9,0.652,0.2,1.6,.132,NA
NA,Toney Douglas,Toney,Douglas,MEM,24,16.4,2.5,4.0,0.642,0.8,1.8,.295,61,0.5,1.0,.520,0.4,0.1,.769,2.0,2.9,0.686,0.3,1.7,.167,NA
1627875,Marcus Georges-Hunt,Marcus,Georges-Hunt,ORL,3,8.7,2.7,4.0,0.667,0.3,2.3,.125,8,0.3,1.0,.333,0.3,0.0,1.000,2.3,3.0,0.778,0.0,2.3,.000,NA
203962,Josh Huestis,Josh,Huestis,OKC,1,6.9,4.0,4.0,1.0,1.0,3.0,.250,4,2.0,2.0,1.000,0.0,2.0,.000,2.0,2.0,1.0,1.0,1.0,.500,NA
201951,Ty Lawson,Ty,Lawson,SAC,68,25.0,2.5,4.0,0.617,0.5,2.0,.207,169,0.6,1.2,.544,0.3,0.3,.535,1.9,2.9,0.646,0.2,1.7,.095,NA
202362,Lance Stephenson,Lance,Stephenson,TOTAL,16,19.9,2.5,4.0,0.625,0.4,2.1,.150,40,0.2,0.6,.333,0.1,0.1,.333,2.3,3.4,0.673,0.3,2.0,.135,NA
203613,Jonathon Simmons,Jonathon,Simmons,SAS,75,18.0,2.1,4.0,0.518,0.6,1.5,.284,155,0.3,0.7,.339,0.2,0.1,.684,1.8,3.2,0.56,0.4,1.4,.228,NA
101114,Deron Williams,Deron,Williams,TOTAL,61,25.5,2.2,4.0,0.553,0.3,1.9,.148,135,0.2,0.4,.500,0.1,0.1,.308,2.0,3.6,0.56,0.3,1.7,.131,NA
201147,Corey Brewer,Corey,Brewer,LAL,22,14.4,2.0,3.9,0.529,0.4,1.6,.200,45,0.4,1.0,.429,0.1,0.3,.333,1.6,2.9,0.563,0.3,1.4,.167,NA
201158,Marco Belinelli,Marco,Belinelli,CHA,74,24.1,2.4,3.9,0.622,0.4,2.0,.152,178,0.2,0.4,.424,0.1,0.1,.500,2.2,3.4,0.648,0.3,1.9,.122,NA
