"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",12700,"Cle@OKC 08:00PM ET",64.203,"OKC"
"PG/SG","James Harden",12300,"Hou@Cha 07:00PM ET",60.718,"Hou"
"SF","LeBron James",10200,"Cle@OKC 08:00PM ET",52.729,"Cle"
"PG","Isaiah Thomas",10000,"Bos@Por 10:30PM ET",45.172,"Bos"
"PG","Damian Lillard",8900,"Bos@Por 10:30PM ET",43.094,"Por"
"PF/C","Kevin Love",8700,"Cle@OKC 08:00PM ET",40.710,"Cle"
"PG","Kyrie Irving",8300,"Cle@OKC 08:00PM ET",40.122,"Cle"
"C","Joel Embiid",8000,"Phi@Orl 07:00PM ET",38.992,"Phi"
"PG","Kemba Walker",7900,"Hou@Cha 07:00PM ET",39.103,"Cha"
"PG/SG","C.J. McCollum",7800,"Bos@Por 10:30PM ET",37.108,"Por"
"C","Nikola Vucevic",7700,"Phi@Orl 07:00PM ET",34.485,"Orl"
"SG/SF","Nicolas Batum",7600,"Hou@Cha 07:00PM ET",35.801,"Cha"
"SF","Gordon Hayward",7300,"Uta@Dal 08:30PM ET",37.207,"Uta"
"C","Al Horford",7200,"Bos@Por 10:30PM ET",36.131,"Bos"
"PF/C","Serge Ibaka",6800,"Phi@Orl 07:00PM ET",30.193,"Orl"
"C","Rudy Gobert",6700,"Uta@Dal 08:30PM ET",36.712,"Uta"
"C","Mason Plumlee",6400,"Bos@Por 10:30PM ET",30.868,"Por"
"SF","Jae Crowder",6200,"Bos@Por 10:30PM ET",27.483,"Bos"
"PG","George Hill",6100,"Uta@Dal 08:30PM ET",31.034,"Uta"
"C","Clint Capela",6000,"Hou@Cha 07:00PM ET",26.331,"Hou"
"SF/PF","Harrison Barnes",6000,"Uta@Dal 08:30PM ET",31.207,"Dal"
"SG","Victor Oladipo",5900,"Cle@OKC 08:00PM ET",28.858,"OKC"
"SG","Evan Fournier",5900,"Phi@Orl 07:00PM ET",26.792,"Orl"
"C","Steven Adams",5800,"Cle@OKC 08:00PM ET",27.397,"OKC"
"PG","Elfrid Payton",5700,"Phi@Orl 07:00PM ET",28.866,"Orl"
"SF/PF","Trevor Ariza",5600,"Hou@Cha 07:00PM ET",27.318,"Hou"
