"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF","Andre Roberson",3900,"OKC@Por 10:30PM ET",18.908,"OKC"
"SF/PF","Matt Barnes",3800,"GS@Chi 08:00PM ET",20.542,"GS"
"PF","Taj Gibson",3700,"OKC@Por 10:30PM ET",23.948,"OKC"
"SG","Alex Abrines",3600,"OKC@Por 10:30PM ET",9.617,"OKC"
"SG","Jeremy Lamb",3500,"Cha@Pho 09:00PM ET",17.700,"Cha"
"C","Tyson Chandler",3500,"Cha@Pho 09:00PM ET",25.830,"Pho"
"SG/SF","Marco Belinelli",3400,"Cha@Pho 09:00PM ET",18.632,"Cha"
"SG/SF","Doug McDermott",3300,"OKC@Por 10:30PM ET",16.340,"OKC"
"PG","Shaun Livingston",3200,"GS@Chi 08:00PM ET",11.359,"GS"
"SF","Denzel Valentine",3200,"GS@Chi 08:00PM ET",9.100,"Chi"
"SG/SF","Allen Crabbe",3200,"OKC@Por 10:30PM ET",17.360,"Por"
"SG","Brandon Knight",3200,"Cha@Pho 09:00PM ET",18.204,"Pho"
"PG","Cameron Payne",3100,"GS@Chi 08:00PM ET",11.614,"Chi"
"SF/PF","Jerami Grant",3100,"OKC@Por 10:30PM ET",13.809,"OKC"
"C","Ed Davis",3100,"OKC@Por 10:30PM ET",13.130,"Por"
"PG/SG","Ian Clark",3000,"GS@Chi 08:00PM ET",11.341,"GS"
"PG","Isaiah Canaan",3000,"GS@Chi 08:00PM ET",10.053,"Chi"
"PG","Jerian Grant",3000,"GS@Chi 08:00PM ET",11.740,"Chi"
"SG/SF","Patrick McCaw",3000,"GS@Chi 08:00PM ET",7.400,"GS"
"SG/SF","Paul Zipser",3000,"GS@Chi 08:00PM ET",8.609,"Chi"
"SG","Anthony Morrow",3000,"GS@Chi 08:00PM ET",8.701,"Chi"
"PF/C","Joffrey Lauvergne",3000,"GS@Chi 08:00PM ET",12.332,"Chi"
"PF","David West",3000,"GS@Chi 08:00PM ET",12.826,"GS"
"PF","James Michael McAdoo",3000,"GS@Chi 08:00PM ET",7.076,"GS"
"PF","Kevon Looney",3000,"GS@Chi 08:00PM ET",7.878,"GS"
"C","JaVale McGee",3000,"GS@Chi 08:00PM ET",11.573,"GS"
"C","Damian Jones",3000,"GS@Chi 08:00PM ET",3.531,"GS"
"C","Cristiano Felicio",3000,"GS@Chi 08:00PM ET",12.990,"Chi"
"PG","Shabazz Napier",3000,"OKC@Por 10:30PM ET",7.450,"Por"
"PG","Semaj Christon",3000,"OKC@Por 10:30PM ET",8.460,"OKC"
"PG","Tim Quarterman",3000,"OKC@Por 10:30PM ET",3.385,"Por"
"SG","Pat Connaughton",3000,"OKC@Por 10:30PM ET",4.491,"Por"
"SF","Kyle Singler",3000,"OKC@Por 10:30PM ET",4.315,"OKC"
"SF","Josh Huestis",3000,"OKC@Por 10:30PM ET",14.000,"OKC"
"PF/C","Meyers Leonard",3000,"OKC@Por 10:30PM ET",12.441,"Por"
"PF/C","Domantas Sabonis",3000,"OKC@Por 10:30PM ET",13.883,"OKC"
"PF","Jake Layman",3000,"OKC@Por 10:30PM ET",4.120,"Por"
"PF","Noah Vonleh",3000,"OKC@Por 10:30PM ET",9.887,"Por"
"C","Nick Collison",3000,"OKC@Por 10:30PM ET",3.482,"OKC"
"C","Festus Ezeli",3000,"OKC@Por 10:30PM ET",0,"Por"
"PG/SG","Leandro Barbosa",3000,"Cha@Pho 09:00PM ET",10.335,"Pho"
"PG","Ronnie Price",3000,"Cha@Pho 09:00PM ET",2.333,"Pho"
"PG","Brian Roberts",3000,"Cha@Pho 09:00PM ET",5.719,"Cha"
"PG","Ramon Sessions",3000,"Cha@Pho 09:00PM ET",12.805,"Cha"
"PG","Briante Weber",3000,"Cha@Pho 09:00PM ET",4.429,"Cha"
"PG","Tyler Ulis",3000,"Cha@Pho 09:00PM ET",7.365,"Pho"
"SF/PF","Jared Dudley",3000,"Cha@Pho 09:00PM ET",15.081,"Pho"
"SF","Treveon Graham",3000,"Cha@Pho 09:00PM ET",3.039,"Cha"
"SF","Derrick Jones Jr.",3000,"Cha@Pho 09:00PM ET",4.425,"Pho"
"PF","Johnny O'Bryant III",3000,"Cha@Pho 09:00PM ET",5.464,"Cha"
"PF","Christian Wood",3000,"Cha@Pho 09:00PM ET",7.800,"Cha"
"PF","Dragan Bender",3000,"Cha@Pho 09:00PM ET",8.053,"Pho"
"C","Miles Plumlee",3000,"Cha@Pho 09:00PM ET",6.885,"Cha"
