"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",13000,"OKC@Tor 07:00PM ET",65.507,"OKC"
"C","Nikola Jokic",10600,"LAC@Den 09:00PM ET",38.039,"Den"
"SF","LeBron James",10400,"Uta@Cle 07:00PM ET",53.194,"Cle"
"PG","Stephen Curry",9500,"Orl@GS 10:30PM ET",44.352,"GS"
"PG","Chris Paul",8800,"LAC@Den 09:00PM ET",42.755,"LAC"
"SF","Kevin Durant",8400,"Orl@GS 10:30PM ET",48.813,"GS"
"SG","DeMar DeRozan",8300,"OKC@Tor 07:00PM ET",41.066,"Tor"
"PF/C","Blake Griffin",8200,"LAC@Den 09:00PM ET",41.964,"LAC"
"SF/PF","Carmelo Anthony",8100,"Bkn@NY 07:30PM ET",37.325,"NY"
"PF/C","Draymond Green",8000,"Orl@GS 10:30PM ET",38.289,"GS"
"PG","Kyrie Irving",7900,"Uta@Cle 07:00PM ET",41.725,"Cle"
"PF/C","Kevin Love",7800,"Uta@Cle 07:00PM ET",40.500,"Cle"
"PG","Mike Conley",7600,"Mem@Atl 07:30PM ET",37.371,"Mem"
"PG","Kyle Lowry",7500,"OKC@Tor 07:00PM ET",42.825,"Tor"
"PG","Elfrid Payton",7400,"Orl@GS 10:30PM ET",29.706,"Orl"
"C","Marc Gasol",7300,"Mem@Atl 07:30PM ET",38.939,"Mem"
"C","Nikola Vucevic",7300,"Orl@GS 10:30PM ET",35.213,"Orl"
"PF/C","Kristaps Porzingis",7200,"Bkn@NY 07:30PM ET",34.918,"NY"
"PF/C","Paul Millsap",7100,"Mem@Atl 07:30PM ET",37.692,"Atl"
"SG","Klay Thompson",7000,"Orl@GS 10:30PM ET",32.777,"GS"
"SF","Gordon Hayward",6900,"Uta@Cle 07:00PM ET",36.548,"Uta"
"SF/PF","Wilson Chandler",6800,"LAC@Den 09:00PM ET",29.942,"Den"
"C","Rudy Gobert",6800,"Uta@Cle 07:00PM ET",37.045,"Uta"
"C","Brook Lopez",6800,"Bkn@NY 07:30PM ET",34.850,"Bkn"
"PG","Derrick Rose",6700,"Bkn@NY 07:30PM ET",30.195,"NY"
"C","DeAndre Jordan",6600,"LAC@Den 09:00PM ET",35.290,"LAC"
"SG","Victor Oladipo",6500,"OKC@Tor 07:00PM ET",28.942,"OKC"
"PG","Dennis Schroder",6400,"Mem@Atl 07:30PM ET",32.436,"Atl"
"SF","Danilo Gallinari",6400,"LAC@Den 09:00PM ET",29.208,"Den"
"PG","George Hill",6300,"Uta@Cle 07:00PM ET",30.543,"Uta"
"C","Guillermo Hernangomez",6200,"Bkn@NY 07:30PM ET",18.841,"NY"
"C","Dwight Howard",6100,"Mem@Atl 07:30PM ET",35.496,"Atl"
"PG","Jeremy Lin",6000,"Bkn@NY 07:30PM ET",28.170,"Bkn"
"PF/C","Serge Ibaka",5900,"OKC@Tor 07:00PM ET",29.860,"Tor"
"SG","Gary Harris",5800,"LAC@Den 09:00PM ET",25.000,"Den"
"SG","Evan Fournier",5700,"Orl@GS 10:30PM ET",27.098,"Orl"
"PF","Aaron Gordon",5600,"Orl@GS 10:30PM ET",23.049,"Orl"
"C","Mason Plumlee",5500,"LAC@Den 09:00PM ET",29.932,"Den"
"PF/C","Zach Randolph",5400,"Mem@Atl 07:30PM ET",28.125,"Mem"
"SG/SF","Will Barton",5300,"LAC@Den 09:00PM ET",26.396,"Den"
"C","Enes Kanter",5300,"OKC@Tor 07:00PM ET",26.241,"OKC"
"SG","Tim Hardaway Jr.",5200,"Mem@Atl 07:30PM ET",22.365,"Atl"
"SG","Courtney Lee",5200,"Bkn@NY 07:30PM ET",21.151,"NY"
"PF/C","Trevor Booker",5100,"Bkn@NY 07:30PM ET",26.713,"Bkn"
"PF/C","Derrick Favors",5000,"Uta@Cle 07:00PM ET",22.027,"Uta"
"C","Jonas Valanciunas",5000,"OKC@Tor 07:00PM ET",27.592,"Tor"
"PG/SG","Jamal Murray",4900,"LAC@Den 09:00PM ET",16.892,"Den"
"PG/SG","Cory Joseph",4800,"OKC@Tor 07:00PM ET",18.354,"Tor"
"SF","Terrence Ross",4700,"Orl@GS 10:30PM ET",18.793,"Orl"
"SG","Sean Kilpatrick",4700,"Bkn@NY 07:30PM ET",23.058,"Bkn"
"C","Steven Adams",4700,"OKC@Tor 07:00PM ET",26.819,"OKC"
"SG","Rodney Hood",4600,"Uta@Cle 07:00PM ET",22.092,"Uta"
"C","Bismack Biyombo",4500,"Orl@GS 10:30PM ET",19.280,"Orl"
"C","Tristan Thompson",4500,"Uta@Cle 07:00PM ET",24.951,"Cle"
"SG/SF","Norman Powell",4500,"OKC@Tor 07:00PM ET",14.333,"Tor"
"SG","Andre Iguodala",4400,"Orl@GS 10:30PM ET",19.680,"GS"
"PF","Taj Gibson",4400,"OKC@Tor 07:00PM ET",23.365,"OKC"
"SG","J.J. Redick",4300,"LAC@Den 09:00PM ET",21.635,"LAC"
"SF","Vince Carter",4200,"Mem@Atl 07:30PM ET",17.571,"Mem"
"PF/C","Ersan Ilyasova",4100,"Mem@Atl 07:30PM ET",25.556,"Atl"
"PF","JaMychal Green",4100,"Mem@Atl 07:30PM ET",21.985,"Mem"
"SG","Jamal Crawford",4100,"LAC@Den 09:00PM ET",20.081,"LAC"
"SG/SF","Tony Allen",4000,"Mem@Atl 07:30PM ET",21.737,"Mem"
"SG/SF","Kent Bazemore",4000,"Mem@Atl 07:30PM ET",22.181,"Atl"
"PG","Jameer Nelson",4000,"LAC@Den 09:00PM ET",21.080,"Den"
"PF","Kenneth Faried",4000,"LAC@Den 09:00PM ET",23.546,"Den"
"SG/SF","Kyle Korver",4000,"Uta@Cle 07:00PM ET",18.862,"Cle"
"SF","Caris LeVert",4000,"Bkn@NY 07:30PM ET",16.482,"Bkn"
"PF","Lance Thomas",4000,"Bkn@NY 07:30PM ET",11.924,"NY"
"PF","Rondae Hollis-Jefferson",4000,"Bkn@NY 07:30PM ET",20.161,"Bkn"
"SF/PF","Matt Barnes",3900,"Orl@GS 10:30PM ET",20.189,"GS"
"C","Zaza Pachulia",3900,"Orl@GS 10:30PM ET",19.259,"GS"
"PF","Juancho Hernangomez",3900,"LAC@Den 09:00PM ET",10.545,"Den"
"SG/SF","Joe Ingles",3900,"Uta@Cle 07:00PM ET",16.846,"Uta"
"PG","Isaiah Whitehead",3900,"Bkn@NY 07:30PM ET",16.164,"Bkn"
"C","Kyle O'Quinn",3900,"Bkn@NY 07:30PM ET",18.515,"NY"
"SF","Andre Roberson",3900,"OKC@Tor 07:00PM ET",18.709,"OKC"
"SG/SF","Thabo Sefolosha",3800,"Mem@Atl 07:30PM ET",19.700,"Atl"
"SF","Joe Johnson",3800,"Uta@Cle 07:00PM ET",16.293,"Uta"
"PG/SG","Archie Goodwin",3800,"Bkn@NY 07:30PM ET",6.333,"Bkn"
"PG/SG","Austin Rivers",3700,"LAC@Den 09:00PM ET",20.720,"LAC"
"PG","Shelvin Mack",3700,"Uta@Cle 07:00PM ET",15.304,"Uta"
"SG","J.R. Smith",3700,"Uta@Cle 07:00PM ET",16.560,"Cle"
"PF","Channing Frye",3700,"Uta@Cle 07:00PM ET",17.547,"Cle"
"PG/SG","Spencer Dinwiddie",3700,"Bkn@NY 07:30PM ET",16.250,"Bkn"
"SF","DeMarre Carroll",3700,"OKC@Tor 07:00PM ET",19.585,"Tor"
"PG","Deron Williams",3600,"Uta@Cle 07:00PM ET",25.766,"Cle"
"SF/PF","Richard Jefferson",3600,"Uta@Cle 07:00PM ET",11.454,"Cle"
"C","Jeff Withey",3600,"Uta@Cle 07:00PM ET",7.368,"Uta"
"SF/PF","P.J. Tucker",3600,"OKC@Tor 07:00PM ET",19.067,"Tor"
"PG","Andrew Harrison",3500,"Mem@Atl 07:30PM ET",14.193,"Mem"
"PG/SG","Ian Clark",3500,"Orl@GS 10:30PM ET",11.597,"GS"
"PG/SG","Iman Shumpert",3500,"Uta@Cle 07:00PM ET",16.294,"Cle"
"C","Joakim Noah",3500,"Bkn@NY 07:30PM ET",21.799,"NY"
"PG","Shaun Livingston",3400,"Orl@GS 10:30PM ET",10.959,"GS"
"PG/SF","Raymond Felton",3400,"LAC@Den 09:00PM ET",16.822,"LAC"
"SF","Patrick McCaw",3300,"Orl@GS 10:30PM ET",8.162,"GS"
"PG","Emmanuel Mudiay",3300,"LAC@Den 09:00PM ET",22.625,"Den"
"PF/C","Marreese Speights",3300,"LAC@Den 09:00PM ET",17.787,"LAC"
"SF/PF","Quincy Acy",3300,"Bkn@NY 07:30PM ET",11.442,"Bkn"
"SF/PF","Jeff Green",3200,"Orl@GS 10:30PM ET",16.280,"Orl"
"PG/SG","Alec Burks",3200,"Uta@Cle 07:00PM ET",13.008,"Uta"
"SF","Derrick Williams",3200,"Uta@Cle 07:00PM ET",12.644,"Cle"
"SG/SF","Justin Holiday",3200,"Bkn@NY 07:30PM ET",14.835,"NY"
"SF","Taurean Prince",3100,"Mem@Atl 07:30PM ET",9.347,"Atl"
"PF","David West",3100,"Orl@GS 10:30PM ET",12.741,"GS"
"SG/SF","Doug McDermott",3100,"OKC@Tor 07:00PM ET",15.361,"OKC"
"SG","Alex Abrines",3100,"OKC@Tor 07:00PM ET",9.888,"OKC"
"PG","Toney Douglas",3000,"Mem@Atl 07:30PM ET",13.772,"Mem"
"PG","Jose Calderon",3000,"Mem@Atl 07:30PM ET",8.621,"Atl"
"PG","Malcolm Delaney",3000,"Mem@Atl 07:30PM ET",12.409,"Atl"
"PG","Wade Baldwin IV",3000,"Mem@Atl 07:30PM ET",9.156,"Mem"
"SG/SF","James Ennis III",3000,"Mem@Atl 07:30PM ET",15.260,"Mem"
"SG","Troy Daniels",3000,"Mem@Atl 07:30PM ET",12.123,"Mem"
"SF","Mike Dunleavy",3000,"Mem@Atl 07:30PM ET",10.268,"Atl"
"SF","Chandler Parsons",3000,"Mem@Atl 07:30PM ET",13.176,"Mem"
"SF","Ryan Kelly",3000,"Mem@Atl 07:30PM ET",4.023,"Atl"
"SF","DeAndre' Bembry",3000,"Mem@Atl 07:30PM ET",5.917,"Atl"
"PF/C","Brandan Wright",3000,"Mem@Atl 07:30PM ET",12.714,"Mem"
"PF","Kris Humphries",3000,"Mem@Atl 07:30PM ET",10.859,"Atl"
"PF","Mike Muscala",3000,"Mem@Atl 07:30PM ET",15.332,"Atl"
"PF","Jarell Martin",3000,"Mem@Atl 07:30PM ET",9.913,"Mem"
"PF","Deyonta Davis",3000,"Mem@Atl 07:30PM ET",5.172,"Mem"
"PG/SG","C.J. Watson",3000,"Orl@GS 10:30PM ET",10.608,"Orl"
"PG","D.J. Augustin",3000,"Orl@GS 10:30PM ET",15.216,"Orl"
"SG","Jodie Meeks",3000,"Orl@GS 10:30PM ET",16.792,"Orl"
"SG","C.J. Wilcox",3000,"Orl@GS 10:30PM ET",2.500,"Orl"
"SF","Mario Hezonja",3000,"Orl@GS 10:30PM ET",9.123,"Orl"
"PF","James Michael McAdoo",3000,"Orl@GS 10:30PM ET",7.059,"GS"
"PF","Damjan Rudez",3000,"Orl@GS 10:30PM ET",4.058,"Orl"
"PF","Kevon Looney",3000,"Orl@GS 10:30PM ET",7.625,"GS"
"C","JaVale McGee",3000,"Orl@GS 10:30PM ET",11.141,"GS"
"C","Damian Jones",3000,"Orl@GS 10:30PM ET",4.278,"GS"
"C","Stephen Zimmerman Jr.",3000,"Orl@GS 10:30PM ET",3.768,"Orl"
"PG","Malik Beasley",3000,"LAC@Den 09:00PM ET",4.145,"Den"
"SG","Mike Miller",3000,"LAC@Den 09:00PM ET",3.891,"Den"
"SG","Alan Anderson",3000,"LAC@Den 09:00PM ET",5.160,"LAC"
"SF/PF","Luc Richard Mbah a Moute",3000,"LAC@Den 09:00PM ET",12.239,"LAC"
"SF","Paul Pierce",3000,"LAC@Den 09:00PM ET",6.654,"LAC"
