"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PF/C","DeMarcus Cousins",11000,"Bos@Sac 10:30PM ET",53.843,"Sac"
"PG","John Wall",10700,"Was@Bkn 07:30PM ET",48.883,"Was"
"SF","LeBron James",10600,"Cle@Ind 07:00PM ET",52.819,"Cle"
"PG/SF","Giannis Antetokounmpo",10200,"Mia@Mil 08:00PM ET",49.388,"Mil"
"PG","Isaiah Thomas",10100,"Bos@Sac 10:30PM ET",45.239,"Bos"
"PG","Stephen Curry",10000,"Chi@GS 10:30PM ET",45.050,"GS"
"C","Anthony Davis",9900,"Uta@NO 08:00PM ET",53.880,"NO"
"PF/C","Karl-Anthony Towns",9800,"Tor@Min 08:00PM ET",47.505,"Min"
"SF","Kevin Durant",9700,"Chi@GS 10:30PM ET",49.583,"GS"
"PF","Blake Griffin",9300,"LAC@NY 08:00PM ET",42.359,"LAC"
"SG/SF","Jimmy Butler",8900,"Chi@GS 10:30PM ET",43.781,"Chi"
"C","Nikola Jokic",8700,"Den@Atl 07:30PM ET",35.295,"Den"
"C","Andre Drummond",8600,"LAL@Det 07:30PM ET",39.113,"Det"
"PF/C","Kevin Love",8500,"Cle@Ind 07:00PM ET",40.843,"Cle"
"SF","Kawhi Leonard",8300,"SA@Phi 07:00PM ET",42.842,"SA"
"PG","Kyle Lowry",8200,"Tor@Min 08:00PM ET",43.731,"Tor"
"SG","DeMar DeRozan",8100,"Tor@Min 08:00PM ET",42.130,"Tor"
"PG","Chris Paul",8000,"LAC@NY 08:00PM ET",43.917,"LAC"
"C","Joel Embiid",8000,"SA@Phi 07:00PM ET",38.992,"Phi"
"PG","Jrue Holiday",8000,"Uta@NO 08:00PM ET",35.736,"NO"
"C","Hassan Whiteside",7900,"Mia@Mil 08:00PM ET",40.963,"Mia"
"SG","Dwyane Wade",7800,"Chi@GS 10:30PM ET",34.426,"Chi"
"PF/C","Draymond Green",7800,"Chi@GS 10:30PM ET",38.776,"GS"
"SF/PF","Paul George",7800,"Cle@Ind 07:00PM ET",38.960,"Ind"
