"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Tyler Ulis",4800,"Por@Pho 09:00PM ET",9.539,"Pho"
"SG","Courtney Lee",4700,"NY@Bkn 06:00PM ET",21.160,"NY"
"SF/PF","Trevor Ariza",4500,"Cle@Hou 09:00PM ET",26.811,"Hou"
"PF","Ryan Anderson",4400,"Cle@Hou 09:00PM ET",23.726,"Hou"
"PF","Rondae Hollis-Jefferson",4300,"NY@Bkn 06:00PM ET",20.013,"Bkn"
"SG/SF","Evan Turner",4300,"Por@Pho 09:00PM ET",21.465,"Por"
"SG/SF","Justin Anderson",4300,"Phi@LAL 09:30PM ET",13.042,"Phi"
"PF","Thaddeus Young",4200,"Mia@Ind 06:00PM ET",24.759,"Ind"
"C","Alex Len",4100,"Por@Pho 09:00PM ET",19.060,"Pho"
"C","Kyle O'Quinn",4000,"NY@Bkn 06:00PM ET",18.695,"NY"
"SG/SF","Kyle Korver",4000,"Cle@Hou 09:00PM ET",18.862,"Cle"
"SG","J.R. Smith",4000,"Cle@Hou 09:00PM ET",16.685,"Cle"
"SG/SF","C.J. Miles",4000,"Mia@Ind 06:00PM ET",18.581,"Ind"
"SG/SF","Josh Richardson",4000,"Mia@Ind 06:00PM ET",20.250,"Mia"
"SG","Nick Young",4000,"Phi@LAL 09:30PM ET",20.543,"LAL"
"PF","Lance Thomas",3900,"NY@Bkn 06:00PM ET",11.311,"NY"
"PG","Deron Williams",3900,"Cle@Hou 09:00PM ET",25.967,"Cle"
"PF/C","Channing Frye",3900,"Cle@Hou 09:00PM ET",17.640,"Cle"
"SG/SF","Allen Crabbe",3900,"Por@Pho 09:00PM ET",17.777,"Por"
"SF","Derrick Williams",3800,"Cle@Hou 09:00PM ET",12.697,"Cle"
"C","Ivica Zubac",3800,"Phi@LAL 09:30PM ET",14.009,"LAL"
"SG","Monta Ellis",3700,"Mia@Ind 06:00PM ET",18.759,"Ind"
"SF","Wayne Ellington",3700,"Mia@Ind 06:00PM ET",17.924,"Mia"
"C","Willie Reed",3700,"Mia@Ind 06:00PM ET",13.386,"Mia"
"SF","Caris LeVert",3600,"NY@Bkn 06:00PM ET",15.795,"Bkn"
"C","Nene Hilario",3600,"Cle@Hou 09:00PM ET",17.259,"Hou"
"SG","Nik Stauskas",3600,"Phi@LAL 09:30PM ET",17.718,"Phi"
"C","Joakim Noah",3500,"NY@Bkn 06:00PM ET",21.799,"NY"
"SF/PF","Sam Dekker",3500,"Cle@Hou 09:00PM ET",15.258,"Hou"
"SG","Gerald Henderson",3500,"Phi@LAL 09:30PM ET",16.996,"Phi"
"SF/PF","Larry Nance Jr.",3500,"Phi@LAL 09:30PM ET",19.255,"LAL"
"C","Joel Embiid",3500,"Phi@LAL 09:30PM ET",38.992,"Phi"
"PG/SG","Spencer Dinwiddie",3400,"NY@Bkn 06:00PM ET",16.360,"Bkn"
"PG/SG","Iman Shumpert",3300,"Cle@Hou 09:00PM ET",16.079,"Cle"
"PG","Sergio Rodriguez",3300,"Phi@LAL 09:30PM ET",19.704,"Phi"
"SG/SF","Justin Holiday",3200,"NY@Bkn 06:00PM ET",15.061,"NY"
"SG/SF","Rodney McGruder",3100,"Mia@Ind 06:00PM ET",14.480,"Mia"
"C","Tyson Chandler",3100,"Por@Pho 09:00PM ET",25.830,"Pho"
"C","Tarik Black",3100,"Phi@LAL 09:30PM ET",14.920,"LAL"
"PG/SG","Ron Baker",3000,"NY@Bkn 06:00PM ET",8.201,"NY"
"PG","Chasson Randle",3000,"NY@Bkn 06:00PM ET",9.932,"NY"
"PG","Isaiah Whitehead",3000,"NY@Bkn 06:00PM ET",16.112,"Bkn"
"SG","Randy Foye",3000,"NY@Bkn 06:00PM ET",12.270,"Bkn"
"SG","Sasha Vujacic",3000,"NY@Bkn 06:00PM ET",5.452,"NY"
"SF/PF","Quincy Acy",3000,"NY@Bkn 06:00PM ET",11.000,"Bkn"
"SF","Joe Harris",3000,"NY@Bkn 06:00PM ET",15.072,"Bkn"
"SF","K.J. McDaniels",3000,"NY@Bkn 06:00PM ET",5.050,"Bkn"
"SF","Mindaugas Kuzminskas",3000,"NY@Bkn 06:00PM ET",10.491,"NY"
"PF","Andrew Nicholson",3000,"NY@Bkn 06:00PM ET",5.645,"Bkn"
"PF","Maurice Ndour",3000,"NY@Bkn 06:00PM ET",4.568,"NY"
"C","Justin Hamilton",3000,"NY@Bkn 06:00PM ET",16.000,"Bkn"
"C","Marshall Plumlee",3000,"NY@Bkn 06:00PM ET",4.068,"NY"
"PG","Bobby Brown",3000,"Cle@Hou 09:00PM ET",1.613,"Hou"
"PG","Kay Felder",3000,"Cle@Hou 09:00PM ET",8.108,"Cle"
"PG","Isaiah Taylor",3000,"Cle@Hou 09:00PM ET",0,"Hou"
"SG","James Jones",3000,"Cle@Hou 09:00PM ET",5.013,"Cle"
"SG","DeAndre Liggins",3000,"Cle@Hou 09:00PM ET",8.265,"Cle"
"SG","Troy Williams",3000,"Cle@Hou 09:00PM ET",10.770,"Hou"
"SF/PF","Richard Jefferson",3000,"Cle@Hou 09:00PM ET",11.044,"Cle"
"PF","Kyle Wiltjer",3000,"Cle@Hou 09:00PM ET",2.150,"Hou"
"C","Andrew Bogut",3000,"Cle@Hou 09:00PM ET",17.759,"Cle"
"C","Montrezl Harrell",3000,"Cle@Hou 09:00PM ET",17.162,"Hou"
"C","Chinanu Onuaku",3000,"Cle@Hou 09:00PM ET",6.625,"Hou"
"PG","Aaron Brooks",3000,"Mia@Ind 06:00PM ET",10.325,"Ind"
"PG","Rodney Stuckey",3000,"Mia@Ind 06:00PM ET",14.500,"Ind"
"SG/SF","Glenn Robinson III",3000,"Mia@Ind 06:00PM ET",13.881,"Ind"
"SG","Joe Young",3000,"Mia@Ind 06:00PM ET",4.037,"Ind"
"PF","Chris Bosh",3000,"Mia@Ind 06:00PM ET",0,"Mia"
"PF","Udonis Haslem",3000,"Mia@Ind 06:00PM ET",5.859,"Mia"
"PF","Josh McRoberts",3000,"Mia@Ind 06:00PM ET",13.523,"Mia"
"PF","Lavoy Allen",3000,"Mia@Ind 06:00PM ET",9.615,"Ind"
"PF","Luke Babbitt",3000,"Mia@Ind 06:00PM ET",9.842,"Mia"
"PF","Kevin Seraphin",3000,"Mia@Ind 06:00PM ET",9.849,"Ind"
"PF","Okaro White",3000,"Mia@Ind 06:00PM ET",9.774,"Mia"
"PF","Georges Niang",3000,"Mia@Ind 06:00PM ET",2.386,"Ind"
"PF","Justise Winslow",3000,"Mia@Ind 06:00PM ET",25.833,"Mia"
"C","Al Jefferson",3000,"Mia@Ind 06:00PM ET",15.746,"Ind"
"C","Rakeem Christmas",3000,"Mia@Ind 06:00PM ET",5.550,"Ind"
"PG/SG","Leandro Barbosa",3000,"Por@Pho 09:00PM ET",10.819,"Pho"
"PG","Ronnie Price",3000,"Por@Pho 09:00PM ET",1.750,"Pho"
"PG","Shabazz Napier",3000,"Por@Pho 09:00PM ET",7.806,"Por"
"PG","Tim Quarterman",3000,"Por@Pho 09:00PM ET",3.385,"Por"
"SG","Brandon Knight",3000,"Por@Pho 09:00PM ET",18.181,"Pho"
"SF/PF","Jared Dudley",3000,"Por@Pho 09:00PM ET",14.500,"Pho"
"SF","Pat Connaughton",3000,"Por@Pho 09:00PM ET",4.275,"Por"
"SF","Derrick Jones Jr.",3000,"Por@Pho 09:00PM ET",6.594,"Pho"
"PF/C","Meyers Leonard",3000,"Por@Pho 09:00PM ET",12.710,"Por"
"PF/C","Noah Vonleh",3000,"Por@Pho 09:00PM ET",10.125,"Por"
"PF","Ed Davis",3000,"Por@Pho 09:00PM ET",13.130,"Por"
"PF","Jake Layman",3000,"Por@Pho 09:00PM ET",4.120,"Por"
"PF","Dragan Bender",3000,"Por@Pho 09:00PM ET",8.053,"Pho"
"C","Festus Ezeli",3000,"Por@Pho 09:00PM ET",0,"Por"
"PG","Jerryd Bayless",3000,"Phi@LAL 09:30PM ET",21.333,"Phi"
"PG","Tyler Ennis",3000,"Phi@LAL 09:30PM ET",5.139,"LAL"
"PG","Ben Simmons",3000,"Phi@LAL 09:30PM ET",0,"Phi"
"SG","David Nwaba",3000,"Phi@LAL 09:30PM ET",6.500,"LAL"
"SF","Metta World Peace",3000,"Phi@LAL 09:30PM ET",2.569,"LAL"
"SF","Luol Deng",3000,"Phi@LAL 09:30PM ET",18.790,"LAL"
"SF","Corey Brewer",3000,"Phi@LAL 09:30PM ET",9.788,"LAL"
"SF","Timothe Luwawu-Cabarrot",3000,"Phi@LAL 09:30PM ET",8.005,"Phi"
"PF","Justin Harper",3000,"Phi@LAL 09:30PM ET",7.167,"Phi"
"PF","Thomas Robinson",3000,"Phi@LAL 09:30PM ET",11.514,"LAL"
"C","Tiago Splitter",3000,"Phi@LAL 09:30PM ET",0.000,"Phi"
"C","Timofey Mozgov",3000,"Phi@LAL 09:30PM ET",15.833,"LAL"
"C","Shawn Long",3000,"Phi@LAL 09:30PM ET",25.250,"Phi"
